videoID,question,options,answer_letter,answer_text,answer_num,frame_reasoning,is_wrong,recoverable
4164771889,how many boys are working together to bury the boy,"{'A': 'seven', 'B': 'three', 'C': 'one', 'D': 'five', 'E': 'twice'}",D,five,5,"['4', '4', '4', '4', 'There are five boys working together to bury the boy.', '4', 'There are three boys working together to bury the boy.', '3']",True,True
6542914065,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'five', 'D': 'two', 'E': 'one'}",C,five,5,"['2', '2 people are involved in the video.', '1 person', '1', '1', 'There are two people involved in the video.', 'There are three people involved in the video.', '1 person']",True,False
4126010904,how many times does the tall man lean his face on the television,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'one', 'E': 'two'}",A,four,4,"['1 time', '0', '0', '1', '0', '0', '0', '1']",True,False
3477387686,how many times did the girl put her palm out,"{'A': 'one', 'B': 'five', 'C': 'four', 'D': 'three', 'E': 'seven'}",C,four,4,"['1', '1', '1', '1', '1', '1', '1', '1']",True,False
6297019062,how many babies are there in the video,"{'A': 'two', 'B': 'three', 'C': 'five', 'D': 'four', 'E': 'seven'}",D,four,4,"['1', '1', 'There are two babies in the video.', 'There are two babies in the video.', 'There are two babies in the video.', 'There are two babies in the video.', 'There are three babies in the video.', 'There are two babies in the video.']",True,False
8388104887,how many times did the dog run back and forth,"{'A': 'three', 'B': 'fifteen', 'C': 'one', 'D': 'nine', 'E': 'two'}",E,two,2,"['The dog has run back and forth twice.', 'The dog has not run back and forth in the image.', 'The dog ran back and forth in the grassy field three times.', 'The dog ran back and forth in the grassy field three times.', 'The dog has run back and forth a couple of times.', 'The dog has run back and forth across the grassy field multiple times.', 'The dog ran back and forth in the grassy field three times.', 'The dog has run back and forth in the grassy field multiple times.']",True,False
13515224395,how many dogs appear in the video,"{'A': 'two', 'B': 'five', 'C': 'one', 'D': 'four', 'E': 'three'}",A,two,2,"['1', '1', '1', '1', '1', '1', '1', '1']",True,False
5863411262,how many people are involved in the video,"{'A': 'five', 'B': 'three', 'C': 'one', 'D': 'four', 'E': 'two'}",A,five,5,"['1', 'There are three people in the video.', 'There are three people in the video.', 'There are three people in the video.', 'There are four people in the video.', '1', '1 person', 'There are three people in the video.']",True,False
5133787349,how many of the man are actually involved in the fighting on stage,"{'A': 'three', 'B': 'four', 'C': 'one', 'D': 'seven', 'E': 'five'}",B,four,4,"['There are two men involved in the fighting on stage.', 'There are two men involved in the fighting on stage.', 'There are two men involved in the fighting on stage.', 'There are two men involved in the fighting on stage.', 'There are two men involved in the fighting on stage.', 'There are two men involved in the fighting on stage.', 'There are two men involved in the fighting on stage.', 'There are two men involved in the fighting on stage.']",True,False
3155382178,how many people are there,"{'A': 'eleven', 'B': 'one', 'C': 'seven', 'D': 'four', 'E': 'two'}",E,two,2,"['2', '2', '2', '1', '1', '1', '1', '0']",True,True
4412508597,how many people are filmed,"{'A': 'two', 'B': 'four', 'C': 'seven', 'D': 'one', 'E': 'three'}",E,three,3,"['1', '3', '3', '3', '2', '3 people are filmed in the image.', '2', '3']",True,True
6253433310,how many people were in the pool,"{'A': 'eleven', 'B': 'three', 'C': 'two', 'D': 'four', 'E': 'nine'}",B,three,3,"['1', '1', '1', '1', '0', '1', 'There are two people in the pool.', '2']",True,False
9293415110,how many people are on the stage,"{'A': 'two', 'B': 'nine', 'C': 'four', 'D': 'seven', 'E': 'three'}",C,four,4,"['There are three people on the stage.', '1', 'There are three people on the stage.', 'There are three people on the stage.', 'There are two people on the stage.', 'There are two people on the stage.', 'There are two people on the stage.', 'There are three people on the stage.']",True,False
2482028659,how many people are in the video,"{'A': 'one', 'B': 'five', 'C': 'eight', 'D': 'four', 'E': 'three'}",D,four,4,"['There are three people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.']",True,False
3066064005,how many women in total that can be seen in the video,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'seven', 'E': 'six'}",C,five,5,"['There are two women visible in the image.', '2', 'There are three women in the image.', 'There are two women visible in the image.', 'There are two women in the image.', 'There are two women in the image.', 'There are three women visible in the image.', 'There are three women in the image.']",True,False
2735019707,how many drums in total are there for the people to play,"{'A': 'four', 'B': 'two', 'C': 'six', 'D': 'three', 'E': 'eleven'}",C,six,6,"['There are two drums for the people to play.', 'There are two drums for the people to play.', 'There are four drums in total for the people to play.', 'There are two drums for the people to play.', 'There are three drums for the people to play.', 'There are two drums for the people to play.', 'There are two drums for the people to play.', 'There are two drums for the people to play.']",True,False
6018490041,how many players are involved in the video,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'five', 'E': 'one'}",C,four,4,"['6', '3', '4', '4', 'There are four people involved in the video.', '3', '3', '4']",True,True
2552130183,how many people are in the room,"{'A': 'three', 'B': 'one', 'C': 'eight', 'D': 'two', 'E': 'five'}",A,three,3,"['2', '2', '2', '1', '2 people', '2', '2', '1']",True,False
3557498300,how many children are in the video,"{'A': 'one', 'B': 'five', 'C': 'three', 'D': 'seven', 'E': 'kitchen'}",C,three,3,"['3', '1', 'There are two children in the video.', '1', 'There are two children in the video.', '0', '1', 'There are two children in the video.']",True,True
4984331176,how many groups passed the rope,"{'A': 'one', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'three'}",E,three,3,"['4', '1', '2', '1', '2', '1', '2', '1']",True,False
7987845241,how many people were needed to hold the dog down during the injection,"{'A': 'six', 'B': 'three', 'C': 'four', 'D': 'one', 'E': 'two'}",E,two,2,"['2', '1', '1', '1', '2', '1', '2', '1']",True,True
7059877301,how many dogs are there in the video,"{'A': 'one', 'B': 'four', 'C': 'three', 'D': 'six', 'E': 'five'}",C,three,3,"['1', '1', '1', '1', '1', '1', '1', 'There are two dogs in the video.']",True,False
2810112808,how many people are there,"{'A': 'three', 'B': 'eleven', 'C': 'five', 'D': 'one', 'E': 'four'}",A,three,3,"['There are three people in the image.', 'There are two people in the image.', '2', '1', '1', '2', '1', 'There are two people in the image.']",True,True
4333544549,how many dogs are there,"{'A': 'one', 'B': 'nine', 'C': 'six', 'D': 'four', 'E': 'two'}",E,two,2,"['1', '1', '1', '1', 'There are two dogs in the image.', '2', '2', '1']",True,True
2599937944,how many people were in the video,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'two', 'E': 'nine'}",A,four,4,"['0', '0', '0', '0', '0', '0', '0', '0']",True,False
8783897632,how many people are filmed,"{'A': 'four', 'B': 'one', 'C': 'three', 'D': 'six', 'E': 'two'}",E,two,2,"['0', '0', '1', '1', '2', '2', '2', '1']",True,True
2535384528,how many people are together on the field,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'seven', 'E': 'eleven'}",A,three,3,"['1', '1', '1 person', '1 person', '1 person', 'There is one person standing on the golf course.', '1', '1']",True,False
5940941487,how many people are performing,"{'A': 'five', 'B': 'four', 'C': 'eight', 'D': 'seven', 'E': 'eleven'}",A,five,5,"['0', '4', '4', '4', '4', '4', '4', '4']",True,False
4138579400,how many times did he put stuffs in the cup before it dropped,"{'A': 'seven', 'B': 'three', 'C': 'two', 'D': 'one', 'E': 'five'}",E,five,5,"['The boy has put marshmallows in the cup three times before it dropped.', 'The boy has put marshmallows in the cup three times before it dropped.', 'The boy has put marshmallows in the cup three times before it dropped.', 'The boy has put marshmallows in the cup three times before it dropped.', 'The boy has put the marshmallows in the cup three times before it dropped.', 'The boy has put marshmallows in the cup three times before it dropped.', 'The person has put marshmallows in the cup three times before it dropped.', '0']",True,False
4757890069,how many vehicles passed by,"{'A': 'one', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",E,four,4,"['1', '1', '1', '0', '1', '1', '1', '1']",True,False
4419096437,how many times does the person signal for the cat to close its eyes,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",A,five,5,"['0', '1', '1', '0', 'The person signals for the cat to close its eyes twice.', '0', '0', '0']",True,False
8318310610,how many girls are involved in the video,"{'A': 'seven', 'B': 'five', 'C': 'one', 'D': 'three', 'E': 'two'}",B,five,5,"['There are five girls involved in the video.', 'There are five girls involved in the video.', 'There are five girls involved in the video.', '4', 'There are four girls involved in the video.', 'There are four girls involved in the video.', 'There are three girls involved in the video.', 'There are four girls involved in the video.']",True,True
3902997424,how many people were watching the man playing keyboard,"{'A': 'four', 'B': 'one', 'C': 'three', 'D': 'five', 'E': 'two'}",E,two,2,"['1', '1', '1', '1', '1', '1', '1', '1']",True,False
4935987905,how many dogs are there in the video,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'three', 'E': 'six'}",D,three,3,"['1', '1', 'There are two dogs in the video.', '2', 'There are two dogs in the video.', '1', '1', 'There are two dogs in the video.']",True,False
3897746373,how many people are standing on the white stage at the end,"{'A': 'five', 'B': 'six', 'C': 'four', 'D': 'three', 'E': 'two'}",B,six,6,"['0', '0', '0', '0', 'There are no people standing on the white stage at the end.', 'There are no people standing on the white stage at the end.', '0', '0']",True,False
7508439506,how many people are there in the video,"{'A': 'two', 'B': 'three', 'C': 'four', 'D': 'eleven', 'E': 'six'}",B,three,3,"['There are two people in the video.', '1', '2', '1', '1', '1', '2', '1']",True,False
7331927796,how many dogs are there in the video,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",E,three,3,"['1', '0', '1', '1', 'There are two dogs in the video.', '1', '1', '1']",True,False
4483447009,how many ducks are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'four', 'D': 'one', 'E': 'two'}",E,two,2,"['1', '1', '1', '1', 'There are two ducks involved in the video.', 'There are two ducks in the video.', '2', 'There are two ducks in the video.']",True,True
