videoID,question,options,answer_letter,answer_text,answer_num,frame_reasoning
2573424030,how many people in total are there in the video,"{'A': 'six', 'B': 'one', 'C': 'two', 'D': 'five', 'E': 'seven'}",E,seven,7,"['There are three people in the video.', 'There are six people in the video.', 'There are two people in the video.', 'There are four people in the video.', 'There are three people in the video.', 'There are three people in the video.', 'There are two people in the video.', '1']"
5017166671,how many pople are on stage,"{'A': 'nine', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",E,four,4,"['There are four people on stage.', 'There are three people on stage.', 'There are four people on stage.', 'There are three people on stage.', 'There are four people on stage.', 'There are three people on stage.', 'There are four people on stage.', 'There are three people on stage.']"
4516967897,how many ladies are there,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'one', 'E': 'six'}",B,two,2,"['2', '2', 'There are two ladies in the image.', '2', '2', '2', '2', '2']"
8225502382,how many times does the man in dark green attempt to go up the slope,"{'A': 'one', 'B': 'eight', 'C': 'five', 'D': 'three', 'E': 'twelve'}",C,five,5,"['The man in dark green is attempting to go up the slope three times.', '0', 'The man in dark green is attempting to go up the slope multiple times.', 'The man in dark green attempts to go up the slope three times.', 'The man in dark green is attempting to go up the slope multiple times.', 'The man in dark green attempts to go up the slope three times.', 'The man in the dark green shirt is attempting to go up the slope multiple times.', 'The man in dark green attempts to go up the slope three times.']"
5658916668,how many people were filmed sliding down,"{'A': 'four', 'B': 'one', 'C': 'seven', 'D': 'two', 'E': 'six'}",B,one,1,"['4 people', 'There are four people in the image, and they are all sliding down the snow-covered hill.', 'There are four people in the image, and they are all sliding down the snow-covered hill.', 'There are four people in the image who are sliding down the snow-covered hill.', '0', '1', '1', '1']"
4444192938,how many kids are there at the area,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'two', 'E': 'three'}",E,three,3,"['There are three kids at the area.', 'There are three kids in the image.', 'There are three kids at the area.', '1', 'There is one child in the image.', 'There are two kids at the area.', '1', '1']"
9409566840,how many dogs are playng biting with each other in the video,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'four'}",B,two,2,"['2', 'There are two dogs playing with each other in the video.', 'There are two dogs playing with each other in the video.', 'There are two dogs playing with each other in the video.', 'There are two dogs playing and biting each other in the video.', 'There are two dogs playing and biting each other in the video.', 'There are two dogs play biting with each other in the video.', 'There are two dogs playing with each other in the video.']"
12392885583,how many babies are in the video,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'kitchen'}",B,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}",D,four,4,"['0', '0', 'There are two people in the video.', '1', '1', '1', 'There are two people in the video.', 'There are three people in the video.']"
9208803675,how many people are on the swing in the video,"{'A': 'five', 'B': 'one', 'C': 'six', 'D': 'two', 'E': 'eight'}",D,two,2,"['There are two people on the swing in the video.', 'There are four people on the swing in the video.', 'There are four people on the swing in the video.', 'There are four people on the swing in the video.', 'There are four people on the swing in the video.', 'There are three people on the swing in the video.', 'There are four people on the swing in the video.', 'There are two people on the swing in the video.']"
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}",C,four,4,"['1', '0', '0', '0', '1', '0', '0', '0']"
7887764754,how many people are involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'two'}",D,one,1,"['2', '2', '2', '2', '2', '2', '2', '2']"
8253302563,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'five'}",D,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}",D,one,1,"['There are no children in the image.', 'There are no children in the image.', 'There are no children in the image.', 'There are no children in the image.', 'There are no children in the image.', 'There are no children in the image.', 'There are no children in the image.', 'There are no children in the image.']"
6046149003,how many girls are there,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",B,two,2,"['2', '1', '1', '2', '2', '2', 'There are two girls in the image.', 'There are two girls in the image.']"
3626788516,how many people are in the video,"{'A': 'four', 'B': 'eight', 'C': 'two', 'D': 'nine', 'E': 'ten'}",C,two,2,"['There are three people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are three people in the video.', 'There are four people in the video.', 'There are four people in the video.', 'There is one person in the video.']"
8552680285,how many people are there,"{'A': 'two', 'B': 'six', 'C': 'one', 'D': 'eleven', 'E': 'three'}",A,two,2,"['2', '1', '1', '1', '1', 'There are two people in the image.', '2', 'There are two people in the image.']"
2835125654,how many elephants are there,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'three'}",C,two,2,"['There are two elephants in the image.', 'There are two elephants in the image.', 'There is one elephant in the image.', 'There is one elephant in the image.', 'There are three elephants in the image.', 'There are two elephants in the image.', 'There are two elephants in the image.', 'There are two elephants in the image.']"
2705374471,how many people are there in the room,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'eight'}",D,two,2,"['There are two people in the room.', 'There are two people in the room.', 'There are two people in the room.', 'There are two people in the room.', 'There are two people in the room.', 'There are two people in the room.', '1', 'There are two people in the room.']"
11584566583,how many people can be seen in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'thirteen', 'E': 'eight'}",B,two,2,"['1', '1', '1', '1', 'There are two people visible in the video.', '2', '2', '1']"
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}",B,two,2,"['1', '1', '1', '1', '1', '1', '0', '0']"
6754608321,how many people are shown in the video,"{'A': 'eight', 'B': 'two', 'C': 'five', 'D': 'eleven', 'E': 'one'}",B,two,2,"['2', '2', '2', '2', '2', '2', '2', '2']"
6097994550,how many men were there,"{'A': 'seven', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",B,two,2,"['1', 'There are two men in the image.', 'There are two men in the image.', '2', '2', '2', 'There are two men in the image.', '1']"
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}",B,two,2,"['1', '1', '1', '1', 'There are two dogs in the image.', 'There are two dogs in the image.', '1', 'There are two dogs in the image.']"
4092992100,how many people are filmed,"{'A': 'three', 'B': 'nine', 'C': 'two', 'D': 'five', 'E': 'four'}",C,two,2,"['2', '2', 'There are three people in the image.', '2 people are filmed.', '2', '1', '1', '2 people are filmed.']"
8531675050,how many people are acting on the stage,"{'A': 'two', 'B': 'nine', 'C': 'one', 'D': 'eleven', 'E': 'six'}",A,two,2,"['There are two people acting on the stage.', '2', '2', '2', '2', '2', '1', 'There are two people acting on the stage.']"
10109097475,how many planes are involved in the video,"{'A': 'six', 'B': 'four', 'C': 'three', 'D': 'one', 'E': 'eight'}",D,one,1,"['2', '1', '1', '1', '1', '1', '1', '1']"
6277800530,how many people were on the jeep,"{'A': 'two', 'B': 'five', 'C': 'one', 'D': 'six', 'E': 'nine'}",C,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
8505893258,how many people were in the video,"{'A': 'seven', 'B': 'twelve', 'C': 'six', 'D': 'five', 'E': 'two'}",C,six,6,"['5', 'There are four people in the video.', 'There are four people in the video.', 'There are four people in the video.', 'There are four people in the video.', 'There are four people in the video.', 'There are three people in the video.', 'There are four people in the video.']"
4465235803,how many people are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'four'}",C,three,3,"['There is only one person in the image.', 'There are two people involved in the video.', 'There are two people involved in the video.', '2 people are involved in the video.', 'There are two people involved in the video.', 'There are two people in the video.', 'There are two people involved in the video.', '2 people are involved in the video.']"
5429688959,how many people are playing instruments,"{'A': 'five', 'B': 'eleven', 'C': 'one', 'D': 'four', 'E': 'three'}",C,one,1,"['1', '1', '1', '1', '1', '0', '1', '1']"
8513603944,how many children are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'nine', 'E': 'three'}",B,two,2,"['There are three children in the image.', 'There are two children in the image.', 'There are two children in the image.', 'There are two children in the image.', 'There are two children in the image.', '1', '1', '1']"
2809330695,how many times does the baby attempt to flip over,"{'A': 'five', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'three'}",E,three,3,"['The baby attempts to flip over three times.', 'The baby attempts to flip over once.', 'The baby attempts to flip over three times.', 'The baby attempts to flip over three times.', 'The baby attempts to flip over three times.', 'The baby attempts to flip over three times.', 'The baby attempts to flip over once.', 'The baby attempts to flip over three times.']"
4276006683,how many people are involved in the video,"{'A': 'two', 'B': 'six', 'C': 'five', 'D': 'one', 'E': 'four'}",D,one,1,"['1', '1', '1', '1', '1', '1', '1', '1 person']"
6096998186,how many items was the woman in blonde hair holding at the end,"{'A': 'four', 'B': 'three', 'C': 'six', 'D': 'two', 'E': 'seven'}",D,two,2,"['1', '1', 'The woman in blonde hair is holding two items at the end of the image.', '1', 'The woman in blonde hair was holding two items at the end.', 'The woman in blonde hair is holding two items at the end.', 'The woman in blonde hair is holding two items at the end.', '1']"
5521781780,how many people were under the umbrella,"{'A': 'six', 'B': 'eleven', 'C': 'five', 'D': 'one', 'E': 'two'}",E,two,2,"['0', '0', '0', '0', '0', '1', '0', '0']"
3158022797,how many people were playing together,"{'A': 'eight', 'B': 'four', 'C': 'two', 'D': 'three', 'E': 'eleven'}",B,four,4,"['3', '3', '4', 'There are four people playing together in the image.', '4', '4 people', '4', 'There are four people playing together.']"
5256928210,how many dogs are there,"{'A': 'two', 'B': 'nine', 'C': 'one', 'D': 'three', 'E': 'four'}",C,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
2435633172,how many people are there,"{'A': 'one', 'B': 'seven', 'C': 'four', 'D': 'eleven', 'E': 'three'}",E,three,3,"['There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.']"
3846475848,how many people are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'four', 'D': 'two', 'E': 'one'}",E,one,1,"['1', '1', '1', '1', '1', '1', '2', '1']"
6356067859,how many children are involved in the video,"{'A': 'one', 'B': 'four', 'C': 'six', 'D': 'kitchen', 'E': 'seven'}",B,four,4,"['4', 'There are two children involved in the video.', 'There are two children involved in the video.', 'There are three children in the video.', 'There are two children involved in the video.', '2', '1', '2']"
5421648216,how many sheeps are involved in the video,"{'A': 'six', 'B': 'four', 'C': 'three', 'D': 'one', 'E': 'two'}",C,three,3,"['3', 'There are three sheeps in the video.', '1', '1', '3', '1', '1', 'There are two sheeps in the video.']"
3851913128,how many people are involved in the video,"{'A': 'two', 'B': 'five', 'C': 'four', 'D': 'three', 'E': 'one'}",B,five,5,"['There are three people involved in the video.', 'There are three people involved in the video.', 'There are four people involved in the video.', 'There are three people involved in the video.', 'There are three people involved in the video.', 'There are three people involved in the video.', 'There are four people involved in the video.', 'There are four people involved in the video.']"
7786283208,how many children are there in total,"{'A': 'six', 'B': 'three', 'C': 'two', 'D': 'one', 'E': 'nine'}",B,three,3,"['There are three children in the image.', 'There are two children in the image.', 'There are two children in the image.', 'There are two children in the image.', 'There are two children in the image.', 'There are two children in the image.', 'There are four children in total.', 'There are three children in the image.']"
6142416815,how many children are in the video,"{'A': 'one', 'B': 'two', 'C': 'kitchen', 'D': 'four', 'E': 'three'}",A,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
3063380173,how many kittens are in the video,"{'A': 'one', 'B': 'three', 'C': 'two', 'D': 'four', 'E': 'five'}",C,two,2,"['0', '0', '0', '0', '0', '0', '0', '0']"
9873067604,how many people were singing,"{'A': 'four', 'B': 'three', 'C': 'two', 'D': 'nine', 'E': 'eleven'}",B,three,3,"['2', '0', '2', '0', '0', '2', '1', '3']"
4087654898,how many children are there,"{'A': 'two', 'B': 'nine', 'C': 'six', 'D': 'three', 'E': 'one'}",A,two,2,"['2', '2', '2', '2', '2', '2', '2', 'There are two children in the image.']"
2461993294,how many audiences are there,"{'A': 'four', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'five'}",A,four,4,"['There are three people in the image.', 'There are two audiences in the image.', '1', 'There are two audiences in the image.', 'There are four people in the image.', 'There are two audiences in the image.', 'There are four people in the image.', 'There are four people in the image.']"
3303565503,how many people are posing in this shoot,"{'A': 'seven', 'B': 'five', 'C': 'six', 'D': 'two', 'E': 'three'}",D,two,2,"['There are two people posing in this shoot.', 'There are two people posing in this shoot.', 'There are three people posing in this shoot.', 'There are three people posing in this shoot.', 'There are two people posing in this shoot.', 'There are three people posing in this shoot.', '2', '2']"
5702201498,how many people are present in the video,"{'A': 'five', 'B': 'four', 'C': 'two', 'D': 'eight', 'E': 'one'}",E,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
8493226484,how many people are involved in the video,"{'A': 'five', 'B': 'one', 'C': 'two', 'D': 'six', 'E': 'four'}",C,two,2,"['2', '2', '2', '2', '2', '2', '2', '2']"
3555755537,how many people are in the video,"{'A': 'three', 'B': 'one', 'C': 'seven', 'D': 'eight', 'E': 'nine'}",B,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
3861485381,how many animals are in the video,"{'A': 'two', 'B': 'one', 'C': 'three', 'D': 'four', 'E': 'five'}",E,five,5,"['There are three animals in the video.', '1', '2', '1', '1', 'There are no animals in the video.', 'There are two animals in the video.', 'There are two animals in the video.']"
3355698421,how many people are there together,"{'A': 'eleven', 'B': 'seven', 'C': 'five', 'D': 'three', 'E': 'six'}",D,three,3,"['There are two people together in the image.', '2', 'There are two people together in the image.', 'There are two people together in the image.', '1 person', 'There is one person in the image.', 'There are two people together in the image.', '1']"
7651639778,how many people are present,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'seven', 'E': 'eleven'}",C,four,4,"['2 people', '3 people', '3 people', '2', '2 people', 'There are three people present in the image.', 'There are three people present in the image.', 'There are three people present in the image.']"
9917882506,how many children are cycling,"{'A': 'four', 'B': 'one', 'C': 'three', 'D': 'two', 'E': 'eight'}",D,two,2,"['There are two children cycling in the image.', 'There are two children cycling in the image.', 'There are two children cycling in the image.', 'There are two children cycling in the image.', 'There are two children cycling in the image.', 'There are two children cycling in the image.', 'There are two children cycling in the image.', '1']"
5840177726,how many people were cycling,"{'A': 'five', 'B': 'four', 'C': 'seven', 'D': 'two', 'E': 'six'}",D,two,2,"['1', '1', '1', '0', '1', 'There are two people cycling in the image.', 'There are two people cycling in the image.', 'There are two people cycling in the image.']"
2697261300,how many dogs are filmed,"{'A': 'one', 'B': 'five', 'C': 'four', 'D': 'two', 'E': 'three'}",D,two,2,"['0', '0', '0', '0', '0', '0', '1', '0']"
3581585756,how many adults are on the bus,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'five', 'E': 'two'}",A,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
8457210773,how many dogs are in the video,"{'A': 'one', 'B': 'three', 'C': 'two', 'D': 'five', 'E': 'six'}",C,two,2,"['2', '2', '2', '2', '2', '2', 'There are two dogs in the video.', '2']"
3972259774,how many people are filmed by the camera,"{'A': 'one', 'B': 'five', 'C': 'six', 'D': 'seven', 'E': 'two'}",B,five,5,"['1', '3', '4', '4', '4', '4', '4', '4']"
3105728894,how many people are practising their tricks in the video,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'two', 'E': 'one'}",A,four,4,"['There are three people practising their tricks in the video.', 'There are two people practising their tricks in the video.', '1', 'There are three people practising their tricks in the video.', 'There are two people practicing their tricks in the video.', 'There are four people practicing their tricks in the video.', 'There are two people practicing their tricks in the video.', 'There are two people practising their tricks in the video.']"
8403741210,how many people are involved in the video,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",D,three,3,"['3', '3', '3', '2', '2', '2', '3', '3']"
4189100053,how many people are involved in the video,"{'A': 'one', 'B': 'two', 'C': 'five', 'D': 'four', 'E': 'three'}",B,two,2,"['2 people are involved in the video.', '2 people are involved in the video.', 'There are two people involved in the video.', '2 people are involved in the video.', '2 people are involved in the video.', '2 people are involved in the video.', '2 people are involved in the video.', '2 people are involved in the video.']"
7453733046,how many people are playing in the water playground,"{'A': 'one', 'B': 'kitchen', 'C': 'four', 'D': 'five', 'E': 'two'}",E,two,2,"['There are four people playing in the water playground.', 'There are two people playing in the water playground.', 'There are two people playing in the water playground.', 'There are no people playing in the water playground.', 'There are three people playing in the water playground.', 'There are two people playing in the water playground.', '0', '0']"
2679130168,how many times did the girl try to stuff her face into the cushion in the beginning of the video,"{'A': 'four', 'B': 'two', 'C': 'three', 'D': 'five', 'E': 'six'}",D,five,5,"['The girl tried to stuff her face into the cushion once in the beginning of the video.', 'The girl tried to stuff her face into the cushion once in the beginning of the video.', 'The girl tried to stuff her face into the cushion once in the beginning of the video.', 'The girl tried to stuff her face into the cushion once in the beginning of the video.', 'The girl tried to stuff her face into the cushion once in the beginning of the video.', 'The girl tried to stuff her face into the cushion once in the beginning of the video.', 'The girl tried to stuff her face into the cushion once in the beginning of the video.', 'The girl tried to stuff her face into the cushion once in the beginning of the video.']"
6143391925,how many babies are there,"{'A': 'one', 'B': 'nine', 'C': 'three', 'D': 'four', 'E': 'six'}",A,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
5145526755,how many people are involved in the video,"{'A': 'one', 'B': 'three', 'C': 'four', 'D': 'five', 'E': 'two'}",E,two,2,"['0', '0', '0', '0', '0', '0', '0', 'There are two people in the video.']"
3441428429,how many skaters are performing on the ice,"{'A': 'eight', 'B': 'nine', 'C': 'six', 'D': 'four', 'E': 'two'}",E,two,2,"['2', '2', 'There are two skaters performing on the ice.', 'There are two skaters performing on the ice.', 'There are two skaters performing on the ice.', '2', 'There are two skaters performing on the ice.', '2']"
2925298951,how many women are posing for the photo,"{'A': 'six', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'one'}",A,six,6,"['3', '3', '3', '2', '3', '3', '3', 'There are two women posing for the photo.']"
3375218204,how many people are involved in the video,"{'A': 'three', 'B': 'five', 'C': 'two', 'D': 'six', 'E': 'one'}",A,three,3,"['0', '0', '2 people', '3 people are involved in the video.', 'There are three people involved in the video.', 'There are two people involved in the video.', 'There are three people involved in the video.', 'There are two people involved in the video.']"
8211075660,how many men are filmed,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'four'}",A,three,3,"['2', '2', '2', '1', '1', '2', '1', '1']"
11503803033,how many people are skiing,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'one', 'E': 'two'}",B,three,3,"['2', 'There are two people skiing in the image.', 'There are three people skiing in the image.', 'There are three people skiing in the image.', 'There are two people skiing in the image.', 'There are three people skiing in the image.', 'There are three people skiing in the image.', 'There are three people skiing in the image.']"
4925211209,how many people are in the video,"{'A': 'nine', 'B': 'five', 'C': 'seven', 'D': 'one', 'E': 'six'}",D,one,1,"['1', '1', 'There is one person in the video.', '1', '1', '1', '0', '0']"
2669452260,how many people walk past the man,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'thirteen', 'E': 'four'}",B,two,2,"['0', '0', '0', '0', 'There are two people walking past the man.', '1', '0', 'There are two people walking past the man.']"
3372023610,how many people are there in the video,"{'A': 'seven', 'B': 'one', 'C': 'two', 'D': 'four', 'E': 'six'}",D,four,4,"['There are four people in the video.', 'There are four people in the video.', 'There are four people in the video.', 'There are four people in the video.', 'There are three people in the video.', 'There are three people in the video.', '3', '2']"
3719793245,how many people are there in the video,"{'A': 'six', 'B': 'four', 'C': 'five', 'D': 'two', 'E': 'thirteen'}",D,two,2,"['There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', 'There are two people in the video.', '1', 'There are two people in the video.']"
3175315183,how many toys are hang above the baby,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'one', 'E': 'four'}",C,five,5,"['There are four toys hanging above the baby.', 'There are three toys hanging above the baby.', 'There are four toys hanging above the baby.', 'There are two toys hanging above the baby.', 'There are four toys hanging above the baby.', 'There are four toys hanging above the baby.', 'There are three toys hanging above the baby.', 'There are four toys hanging above the baby.']"
4164771889,how many boys are working together to bury the boy,"{'A': 'seven', 'B': 'three', 'C': 'one', 'D': 'five', 'E': 'twice'}",D,five,5,"['4', '4', '4', '4', 'There are five boys working together to bury the boy.', '4', 'There are three boys working together to bury the boy.', '3']"
6542914065,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'five', 'D': 'two', 'E': 'one'}",C,five,5,"['2', '2 people are involved in the video.', '1 person', '1', '1', 'There are two people involved in the video.', 'There are three people involved in the video.', '1 person']"
4126010904,how many times does the tall man lean his face on the television,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'one', 'E': 'two'}",A,four,4,"['1 time', '0', '0', '1', '0', '0', '0', '1']"
3477387686,how many times did the girl put her palm out,"{'A': 'one', 'B': 'five', 'C': 'four', 'D': 'three', 'E': 'seven'}",C,four,4,"['1', '1', '1', '1', '1', '1', '1', '1']"
6297019062,how many babies are there in the video,"{'A': 'two', 'B': 'three', 'C': 'five', 'D': 'four', 'E': 'seven'}",D,four,4,"['1', '1', 'There are two babies in the video.', 'There are two babies in the video.', 'There are two babies in the video.', 'There are two babies in the video.', 'There are three babies in the video.', 'There are two babies in the video.']"
8455160795,how many people are there,"{'A': 'four', 'B': 'seven', 'C': 'five', 'D': 'two', 'E': 'three'}",D,two,2,"['There are two people in the image.', 'There are two people in the image.', 'There are three people in the image.', 'There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.', 'There are two people in the image.']"
7499763064,how many people are climbing,"{'A': 'eleven', 'B': 'four', 'C': 'seven', 'D': 'two', 'E': 'six'}",D,two,2,"['2', '2', '2', '1', '1', '1', '2', '1']"
5889898795,how many people ziplined down,"{'A': 'six', 'B': 'four', 'C': 'seven', 'D': 'three', 'E': 'two'}",E,two,2,"['1', '0', '1', '2', '0', '1', '0', '1']"
8388104887,how many times did the dog run back and forth,"{'A': 'three', 'B': 'fifteen', 'C': 'one', 'D': 'nine', 'E': 'two'}",E,two,2,"['The dog has run back and forth twice.', 'The dog has not run back and forth in the image.', 'The dog ran back and forth in the grassy field three times.', 'The dog ran back and forth in the grassy field three times.', 'The dog has run back and forth a couple of times.', 'The dog has run back and forth across the grassy field multiple times.', 'The dog ran back and forth in the grassy field three times.', 'The dog has run back and forth in the grassy field multiple times.']"
6860322796,how many dogs are there playing,"{'A': 'four', 'B': 'one', 'C': 'two', 'D': 'three', 'E': 'five'}",C,two,2,"['1', '2', '1', '1', '1', '1', '1', '2']"
4859057828,how many ladies are there,"{'A': 'six', 'B': 'three', 'C': 'four', 'D': 'two', 'E': 'seven'}",B,three,3,"['There are three ladies in the image.', 'There are three ladies in the image.', '1', '2', 'There are three ladies in the image.', 'There are three ladies in the image.', 'There are two ladies in the image.', '3']"
4264435046,how many vehicles were filmed,"{'A': 'four', 'B': 'one', 'C': 'six', 'D': 'three', 'E': 'five'}",D,three,3,"['0', '2', '1', 'There are two vehicles in the image.', 'There are two vehicles in the image.', 'There are two vehicles in the image.', 'There are two vehicles in the image.', '2']"
13515224395,how many dogs appear in the video,"{'A': 'two', 'B': 'five', 'C': 'one', 'D': 'four', 'E': 'three'}",A,two,2,"['1', '1', '1', '1', '1', '1', '1', '1']"
