videoID,question,options,answer_letter,answer_text,answer_num,frame_reasoning
9409566840,how many dogs are playng biting with each other in the video,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'four'}",B,two,2,"['there are two dogs playng biting with each other in the video', 'there are two dogs playng biting with each other in the video', 'there are two dogs playing with each other', 'there are two dogs playing with each other', 'there are two dogs playng biting with each other in the video', 'there are two dogs playng biting with each other in the video', 'there are two dogs playng biting with each other in the video', 'there are two dogs playng biting with each other in the video']"
12392885583,how many babies are in the video,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'kitchen'}",B,one,1,"['there is 1 baby in the video', 'there is 1 baby in the video', 'there are 2 babies in the video', 'there is 1 baby in the video', 'there is 1 baby in the video', 'there is 1 baby in the video', 'there are 2 babies in the video', 'there is 1 baby in the video']"
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}",D,four,4,"['there are 2 people in the video', '0', '1', '1', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 3 people in the video']"
9208803675,how many people are on the swing in the video,"{'A': 'five', 'B': 'one', 'C': 'six', 'D': 'two', 'E': 'eight'}",D,two,2,"['there are 3 people on the swing in the video', 'there are 5 people on the swing in the video', 'there are 3 people on the swing in the video', 'there are 3 people on the swing in the video', 'there are 5 people on the swing in the video', 'there are 3 people on the swing in the video', 'there are 4 people on the swing in the video', 'there are 4 people on the swing in the video']"
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}",C,four,4,"['1', '1', '1', '1', '1', '1', '1', '1']"
7887764754,how many people are involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'two'}",D,one,1,"['there are two people involved in the video', 'there are two people involved in the video', 'there are two people involved in the video', 'there are two people involved in the video', 'there are two people involved in the video', 'there is 1 person in the video', 'there are two people involved in the video', 'there are two people involved in the video']"
8253302563,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'five'}",D,one,1,"['there is 1 person in the frame', 'there is only one person in the frame', 'there is only one person in the frame', 'there is only 1 person in the frame', 'there is only 1 person in the frame', 'there is only one person in the frame', 'there is only one person in the frame', 'there is only 1 person in the frame']"
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}",D,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
6046149003,how many girls are there,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",B,two,2,"['2', '1', '1', '2', '2', '2', '2', '2']"
3626788516,how many people are in the video,"{'A': 'four', 'B': 'eight', 'C': 'two', 'D': 'nine', 'E': 'ten'}",C,two,2,"['3', '3', '2', '3', '4', 'there are 5 people in the video', '5', 'there are 2 people in the video']"
8552680285,how many people are there,"{'A': 'two', 'B': 'six', 'C': 'one', 'D': 'eleven', 'E': 'three'}",A,two,2,"['there are 2 people', '2', '1', '1', '1', '2', '2', '2']"
2835125654,how many elephants are there,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'three'}",C,two,2,"['3', '2', '2', '2', '3', '2', '2', '2']"
2705374471,how many people are there in the room,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'eight'}",D,two,2,"['there are 2 people in the room', 'there are 2 people in the room', 'there are 2 people in the room', 'there are 2 people in the room', 'there are 2 people in the room', 'there are 2 people in the room', '1', 'there are 2 people in the room']"
11584566583,how many people can be seen in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'thirteen', 'E': 'eight'}",B,two,2,"['1', '1', '1', '1', '2', '2', 'there are two people in the frame', '2']"
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}",B,two,2,"['1', '1', '1', '1', '1', '1', '1', '1']"
6754608321,how many people are shown in the video,"{'A': 'eight', 'B': 'two', 'C': 'five', 'D': 'eleven', 'E': 'one'}",B,two,2,"['there are 2 people in the frame', 'there are two people in the frame', 'there are two people in the frame', 'there are two people in the video', 'there are two people in the frame', 'there are 2 people in the frame', 'there are two people in the frame', 'there are two people in the frame']"
6097994550,how many men were there,"{'A': 'seven', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",B,two,2,"['1', '2', '2', '2', '2', '2', '3', '1']"
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}",B,two,2,"['1', '1', '1', '1', '1', '2 dogs', '1', '2']"
4092992100,how many people are filmed,"{'A': 'three', 'B': 'nine', 'C': 'two', 'D': 'five', 'E': 'four'}",C,two,2,"['2', '2', 'there are 2 people in the frame', '2', 'there are 2 people in the frame', '1', '1', 'there are 2 people in the frame']"
8531675050,how many people are acting on the stage,"{'A': 'two', 'B': 'nine', 'C': 'one', 'D': 'eleven', 'E': 'six'}",A,two,2,"['2', '2', '2', '2', '2', '2', '1', '2']"
10109097475,how many planes are involved in the video,"{'A': 'six', 'B': 'four', 'C': 'three', 'D': 'one', 'E': 'eight'}",D,one,1,"['there are 2 planes in the video', 'there are 3 planes in the video', 'there are 2 planes involved in the video', 'there are 2 planes in the video', 'there are 2 planes in the video', 'there are 2 planes in the video', 'there are 2 planes in the video', 'there are 2 planes in the video']"
6277800530,how many people were on the jeep,"{'A': 'two', 'B': 'five', 'C': 'one', 'D': 'six', 'E': 'nine'}",C,one,1,"['1', '1', '1', '1', '1', '1', 'there is 1 person on the jeep', 'there is 1 person on the jeep']"
8505893258,how many people were in the video,"{'A': 'seven', 'B': 'twelve', 'C': 'six', 'D': 'five', 'E': 'two'}",C,six,6,"['there are 5 people in the video', '3', '4', '3', '3', '3', '3', '5']"
4465235803,how many people are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'four'}",C,three,3,"['0', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people in the video', 'there are 2 people involved in the video', 'there are 2 people in the video']"
5429688959,how many people are playing instruments,"{'A': 'five', 'B': 'eleven', 'C': 'one', 'D': 'four', 'E': 'three'}",C,one,1,"['3', '1', '1', '3', '1', '1', '1', '2']"
8513603944,how many children are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'nine', 'E': 'three'}",B,two,2,"['2', '3', '2', '2', '2', '1', '1', '1']"
2809330695,how many times does the baby attempt to flip over,"{'A': 'five', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'three'}",E,three,3,"['1', '1', '1', '1', '0', '0', '0', '1']"
4276006683,how many people are involved in the video,"{'A': 'two', 'B': 'six', 'C': 'five', 'D': 'one', 'E': 'four'}",D,one,1,"['there is only one person in the frame', 'there is only one person in the frame', 'there are two people in the video', 'there is only one person in the frame', 'there are two people involved in the video', 'there is only one person in the frame', 'there are two people involved in the video', 'there is only one person in the frame']"
6096998186,how many items was the woman in blonde hair holding at the end,"{'A': 'four', 'B': 'three', 'C': 'six', 'D': 'two', 'E': 'seven'}",D,two,2,"['1', '2', '2', '2', '2', '3', '3', '1']"
5521781780,how many people were under the umbrella,"{'A': 'six', 'B': 'eleven', 'C': 'five', 'D': 'one', 'E': 'two'}",E,two,2,"['0', '0', '1', '0', '1', '1', '0', '2']"
3158022797,how many people were playing together,"{'A': 'eight', 'B': 'four', 'C': 'two', 'D': 'three', 'E': 'eleven'}",B,four,4,"['there are 3 people playing together', '2', '4 people playing together', '4', '4', '4 people playing together', '4', '4']"
5256928210,how many dogs are there,"{'A': 'two', 'B': 'nine', 'C': 'one', 'D': 'three', 'E': 'four'}",C,one,1,"['there are 2 dogs', '1', '1', '1', '1', '1', '1', '1']"
2435633172,how many people are there,"{'A': 'one', 'B': 'seven', 'C': 'four', 'D': 'eleven', 'E': 'three'}",E,three,3,"['0', '0', '0', '0', '0', '0', '4', '3']"
3846475848,how many people are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'four', 'D': 'two', 'E': 'one'}",E,one,1,"['there are two people involved in the video', 'there is 1 person in the frame', 'there are 2 people involved in the video', 'there is 1 person in the frame', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video']"
6356067859,how many children are involved in the video,"{'A': 'one', 'B': 'four', 'C': 'six', 'D': 'kitchen', 'E': 'seven'}",B,four,4,"['there are 3 children in the frame', 'there are 3 children in the video', 'there are 4 children in the video', 'there are 3 children in the frame', 'there are 2 children involved in the video', 'there are 3 children in the frame', 'there are 2 children involved in the video', 'there are 2 children involved in the video']"
5421648216,how many sheeps are involved in the video,"{'A': 'six', 'B': 'four', 'C': 'three', 'D': 'one', 'E': 'two'}",C,three,3,"['there are 2 sheep in the frame', 'there are 3 sheeps in the video', 'there are 2 sheeps in the video', 'there is only one sheep in the frame', 'there are 2 sheeps in the video', 'there are two sheep in the frame', 'there is only one sheep in the frame', 'there are two sheep in the frame']"
3851913128,how many people are involved in the video,"{'A': 'two', 'B': 'five', 'C': 'four', 'D': 'three', 'E': 'one'}",B,five,5,"['there are 4 people in the video', 'there are 4 people in the video', 'there are 4 people in the video', 'there are 4 people in the video', 'there are 4 people in the video', 'there are 3 people in the video', 'there are 4 people in the video', 'there are 4 people in the video']"
7786283208,how many children are there in total,"{'A': 'six', 'B': 'three', 'C': 'two', 'D': 'one', 'E': 'nine'}",B,three,3,"['3', '3', '2', '2', '2', '3', '3', '3']"
6142416815,how many children are in the video,"{'A': 'one', 'B': 'two', 'C': 'kitchen', 'D': 'four', 'E': 'three'}",A,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
3063380173,how many kittens are in the video,"{'A': 'one', 'B': 'three', 'C': 'two', 'D': 'four', 'E': 'five'}",C,two,2,"['2', '1', '2', '1', '1', '1', '1', '1']"
9873067604,how many people were singing,"{'A': 'four', 'B': 'three', 'C': 'two', 'D': 'nine', 'E': 'eleven'}",B,three,3,"['3', '3', '2', '3', '3', '3', '2', '3']"
4087654898,how many children are there,"{'A': 'two', 'B': 'nine', 'C': 'six', 'D': 'three', 'E': 'one'}",A,two,2,"['2', '2', '2', '2', '2', '2', '2', '2']"
2461993294,how many audiences are there,"{'A': 'four', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'five'}",A,four,4,"['5', '5', '3', '4', '5', '3', '4', '4']"
3303565503,how many people are posing in this shoot,"{'A': 'seven', 'B': 'five', 'C': 'six', 'D': 'two', 'E': 'three'}",D,two,2,"['2', '2', '3 people are posing in this shoot', '3 people are posing in this shoot', '2', '3 people are posing in this photo.', '2', '2']"
5702201498,how many people are present in the video,"{'A': 'five', 'B': 'four', 'C': 'two', 'D': 'eight', 'E': 'one'}",E,one,1,"['there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame']"
8493226484,how many people are involved in the video,"{'A': 'five', 'B': 'one', 'C': 'two', 'D': 'six', 'E': 'four'}",C,two,2,"['there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are two people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video']"
3555755537,how many people are in the video,"{'A': 'three', 'B': 'one', 'C': 'seven', 'D': 'eight', 'E': 'nine'}",B,one,1,"['there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there is 1 person in the video', 'there is 1 person in the video']"
3861485381,how many animals are in the video,"{'A': 'two', 'B': 'one', 'C': 'three', 'D': 'four', 'E': 'five'}",E,five,5,"['there are 3 animals in the video', '1', 'there are two animals in the video', '1', 'there is 1 animal in the video', 'there are 2 animals in the video', 'there are 3 lions in the video', 'there are 3 animals in the video']"
3355698421,how many people are there together,"{'A': 'eleven', 'B': 'seven', 'C': 'five', 'D': 'three', 'E': 'six'}",D,three,3,"['3', 'there are two people sitting together', 'there are two people together', '2', '1', '1', '2', '1']"
7651639778,how many people are present,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'seven', 'E': 'eleven'}",C,four,4,"['there are 2 people present', '3', 'there are 3 people present', 'there are two people present', 'there are 2 people present', '3', 'there are 3 people present', 'there are 3 people present']"
9917882506,how many children are cycling,"{'A': 'four', 'B': 'one', 'C': 'three', 'D': 'two', 'E': 'eight'}",D,two,2,"['2', '1', '2', '2', '2', '2', '2', '1']"
5840177726,how many people were cycling,"{'A': 'five', 'B': 'four', 'C': 'seven', 'D': 'two', 'E': 'six'}",D,two,2,"['1', '1', '1', '1', '1', '2', '3', '3']"
2697261300,how many dogs are filmed,"{'A': 'one', 'B': 'five', 'C': 'four', 'D': 'two', 'E': 'three'}",D,two,2,"['0', '0', '0', '0', '0', '0', '1', '0']"
3581585756,how many adults are on the bus,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'five', 'E': 'two'}",A,one,1,"['there are 2 adults on the bus', '1', '1', '1', '1', '1', '1', 'there are 2 adults on the bus']"
8457210773,how many dogs are in the video,"{'A': 'one', 'B': 'three', 'C': 'two', 'D': 'five', 'E': 'six'}",C,two,2,"['there are two dogs in the video', 'there are 2 dogs in the video', 'there are two dogs in the video', 'there are 2 dogs in the video', 'there are two dogs in the video', 'there are 2 dogs in the video', 'there are two dogs in the video', 'there are two dogs in the video']"
3972259774,how many people are filmed by the camera,"{'A': 'one', 'B': 'five', 'C': 'six', 'D': 'seven', 'E': 'two'}",B,five,5,"['1', '3', '4', '3', '4', '4', '4', '4']"
3105728894,how many people are practising their tricks in the video,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'two', 'E': 'one'}",A,four,4,"['there are 3 people practicing their tricks', '2', 'there is 1 person practicing his tricks', 'there are three people practicing their tricks', 'there are 5 people practicing their tricks', 'there are 3 people practicing their tricks', 'there are 3 people practicing their tricks', 'there are 2 people practicing their tricks']"
8403741210,how many people are involved in the video,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",D,three,3,"['3', 'there are three people involved in the video', 'there are three people involved in the video', '2', '3', 'there are 2 people involved in the video', '3', 'there are 2 people involved in the video']"
4189100053,how many people are involved in the video,"{'A': 'one', 'B': 'two', 'C': 'five', 'D': 'four', 'E': 'three'}",B,two,2,"['there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are two people involved in the video', 'there are two people involved in the video', 'there are two people involved in the video', 'there are two people involved in the video', 'there are 2 people involved in the video']"
7453733046,how many people are playing in the water playground,"{'A': 'one', 'B': 'kitchen', 'C': 'four', 'D': 'five', 'E': 'two'}",E,two,2,"['there are 3 people playing in the water playground', 'there are two people playing in the water playground', 'there are two people playing in the water playground', 'there are 2 people playing in the water playground', 'there are 3 people playing in the water playground', '2', '0', '0']"
2679130168,how many times did the girl try to stuff her face into the cushion in the beginning of the video,"{'A': 'four', 'B': 'two', 'C': 'three', 'D': 'five', 'E': 'six'}",D,five,5,"['1', '1', '1', '1', '1', '1', '1', '1']"
6143391925,how many babies are there,"{'A': 'one', 'B': 'nine', 'C': 'three', 'D': 'four', 'E': 'six'}",A,one,1,"['1', '1', '1', '1', '1', '1', '1', '1']"
5145526755,how many people are involved in the video,"{'A': 'one', 'B': 'three', 'C': 'four', 'D': 'five', 'E': 'two'}",E,two,2,"['there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are no people in the frame', 'there are two lions in the frame', 'there are 2 lions in the frame', 'there are two lions in the frame', 'there are two lions in the frame', 'there are 2 people in the video']"
3441428429,how many skaters are performing on the ice,"{'A': 'eight', 'B': 'nine', 'C': 'six', 'D': 'four', 'E': 'two'}",E,two,2,"['there are two people on the ice', '2', 'there are two people on the ice', 'there are two skaters performing on the ice', 'there are two people on the ice', 'there are two skaters performing on the ice', '2', 'there are two skaters performing on the ice']"
2925298951,how many women are posing for the photo,"{'A': 'six', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'one'}",A,six,6,"['3', '3', '3 women', '2', '3 women', '3 women', 'there are 3 women posing for the photo', '4']"
3375218204,how many people are involved in the video,"{'A': 'three', 'B': 'five', 'C': 'two', 'D': 'six', 'E': 'one'}",A,three,3,"['there are no people in the frame', '0', 'there are 2 people involved in the video', 'there are 3 people in the frame', 'there are 3 people involved in the video', 'there are 2 people involved in the video', 'there are three people involved in the video', 'there are 2 people involved in the video']"
8211075660,how many men are filmed,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'four'}",A,three,3,"['there are 2 men in the frame', 'there are 2 men in the frame', 'there are 2 men in the frame', '1', '1', '2 men', 'there are 2 men in the frame', 'there are 2 men in the frame']"
11503803033,how many people are skiing,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'one', 'E': 'two'}",B,three,3,"['there are two people skiing', 'there are 2 people skiing', 'there are 3 people skiing', '3', 'there are two people skiing', 'there are 3 people skiing', 'there are 4 people skiing', 'there are 3 people skiing']"
4925211209,how many people are in the video,"{'A': 'nine', 'B': 'five', 'C': 'seven', 'D': 'one', 'E': 'six'}",D,one,1,"['1', '1', '1', '1', '1', '0', '0', '1']"
2669452260,how many people walk past the man,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'thirteen', 'E': 'four'}",B,two,2,"['1', '1', '1', '1', '2', '1', '0', '2']"
3372023610,how many people are there in the video,"{'A': 'seven', 'B': 'one', 'C': 'two', 'D': 'four', 'E': 'six'}",D,four,4,"['there are 4 people in the video', 'there are 4 people in the video', 'there are 4 people in the video', 'there are 3 people in the video', 'there are 3 people in the video', 'there are 3 people in the video', 'there are 3 people in the video', 'there are two people in the video']"
3719793245,how many people are there in the video,"{'A': 'six', 'B': 'four', 'C': 'five', 'D': 'two', 'E': 'thirteen'}",D,two,2,"['there are two people in the video', 'there are two people in the video', 'there are 2 people in the video', 'there are two people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there is 1 person in the video', 'there are two people in the video']"
3175315183,how many toys are hang above the baby,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'one', 'E': 'four'}",C,five,5,"['3', '5', '5', '3', '5', '3', '10', '3']"
4164771889,how many boys are working together to bury the boy,"{'A': 'seven', 'B': 'three', 'C': 'one', 'D': 'five', 'E': 'twice'}",D,five,5,"['4 boys', '5 boys', '4 boys', '6 boys', '5 boys', '4 boys', '4', '4 boys']"
6542914065,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'five', 'D': 'two', 'E': 'one'}",C,five,5,"['there are two people involved in the video', 'there are two people involved in the video', 'there is only one person in the frame', 'there is only one person in the frame', 'there are two people involved in the video', 'there are 2 people involved in the video', 'there are 3 people in the video', 'there is 1 person in the frame']"
4126010904,how many times does the tall man lean his face on the television,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'one', 'E': 'two'}",A,four,4,"['1', '1', '1', '1', '1', '1', '1', '1']"
3477387686,how many times did the girl put her palm out,"{'A': 'one', 'B': 'five', 'C': 'four', 'D': 'three', 'E': 'seven'}",C,four,4,"['1', '1', '1', '1', '1', '1', '1', '1']"
6297019062,how many babies are there in the video,"{'A': 'two', 'B': 'three', 'C': 'five', 'D': 'four', 'E': 'seven'}",D,four,4,"['1', 'there are 2 babies in the video', 'there are two babies in the video', 'there are two babies in the video', 'there are two babies in the video', 'there are two babies in the video', 'there is 1 baby in the video', 'there are 2 babies in the video']"
8455160795,how many people are there,"{'A': 'four', 'B': 'seven', 'C': 'five', 'D': 'two', 'E': 'three'}",D,two,2,"['2', '2', '3', '3', '3', '2', '2', '2']"
7499763064,how many people are climbing,"{'A': 'eleven', 'B': 'four', 'C': 'seven', 'D': 'two', 'E': 'six'}",D,two,2,"['2', 'there are 2 people climbing', '2', '1', '1', '2', '2', '1']"
5889898795,how many people ziplined down,"{'A': 'six', 'B': 'four', 'C': 'seven', 'D': 'three', 'E': 'two'}",E,two,2,"['1', '1', '2', '2', '1', '2', '1', '1']"
8388104887,how many times did the dog run back and forth,"{'A': 'three', 'B': 'fifteen', 'C': 'one', 'D': 'nine', 'E': 'two'}",E,two,2,"['0', '0', '1', '1', '1', '0', '1', '1']"
6860322796,how many dogs are there playing,"{'A': 'four', 'B': 'one', 'C': 'two', 'D': 'three', 'E': 'five'}",C,two,2,"['1', '2 dogs playing in the snow', '1', '1', '1', '1', '2', '2']"
4859057828,how many ladies are there,"{'A': 'six', 'B': 'three', 'C': 'four', 'D': 'two', 'E': 'seven'}",B,three,3,"['3 ladies', '3 ladies', '1', '2', '3 ladies', '3', '2 ladies', '3 ladies']"
4264435046,how many vehicles were filmed,"{'A': 'four', 'B': 'one', 'C': 'six', 'D': 'three', 'E': 'five'}",D,three,3,"['0', 'there are 2 vehicles in the frame', 'there are 2 vehicles in the frame', 'there are 2 vehicles in the frame', 'there are 2 vehicles in the frame', 'there are 2 vehicles in the frame', 'there are 2 vehicles in the frame', 'there are 2 vehicles in the frame']"
13515224395,how many dogs appear in the video,"{'A': 'two', 'B': 'five', 'C': 'one', 'D': 'four', 'E': 'three'}",A,two,2,"['there are two dogs in the video', 'there is 1 dog in the video', 'there is 1 dog in the video', '1', '1', 'there is 1 dog in the frame', 'there is 1 dog in the video', '1']"
5863411262,how many people are involved in the video,"{'A': 'five', 'B': 'three', 'C': 'one', 'D': 'four', 'E': 'two'}",A,five,5,"['there is 1 person in the frame', 'there are 3 people in the frame', 'there are 3 people in the frame', 'there are 3 people in the frame', 'there are 3 people in the frame', 'there are 2 people in the photo', 'there are 3 people in the frame', '3']"
4094488636,how many dogs are there,"{'A': 'six', 'B': 'four', 'C': 'three', 'D': 'one', 'E': 'two'}",E,two,2,"['2 dogs', '2 dogs', '1', 'there are 2 dogs', 'there are two dogs', '2', '1', '2 dogs']"
