videoID,question,options,answer_letter,answer_text,answer_num,frame_reasoning,is_wrong,recoverable
10109097475,how many planes are involved in the video,"{'A': 'six', 'B': 'four', 'C': 'three', 'D': 'one', 'E': 'eight'}",D,one,1,"['there are 2 planes in the video', 'there are 3 planes in the video', 'there are 2 planes involved in the video', 'there are 2 planes in the video', 'there are 2 planes in the video', 'there are 2 planes in the video', 'there are 2 planes in the video', 'there are 2 planes in the video']",True,False
4465235803,how many people are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'four'}",C,three,3,"['0', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people in the video', 'there are 2 people involved in the video', 'there are 2 people in the video']",True,False
5429688959,how many people are playing instruments,"{'A': 'five', 'B': 'eleven', 'C': 'one', 'D': 'four', 'E': 'three'}",C,one,1,"['3', '1', '1', '3', '1', '1', '1', '2']",True,True
2809330695,how many times does the baby attempt to flip over,"{'A': 'five', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'three'}",E,three,3,"['1', '1', '1', '1', '0', '0', '0', '1']",True,False
5521781780,how many people were under the umbrella,"{'A': 'six', 'B': 'eleven', 'C': 'five', 'D': 'one', 'E': 'two'}",E,two,2,"['0', '0', '1', '0', '1', '1', '0', '2']",True,True
5256928210,how many dogs are there,"{'A': 'two', 'B': 'nine', 'C': 'one', 'D': 'three', 'E': 'four'}",C,one,1,"['there are 2 dogs', '1', '1', '1', '1', '1', '1', '1']",True,True
2435633172,how many people are there,"{'A': 'one', 'B': 'seven', 'C': 'four', 'D': 'eleven', 'E': 'three'}",E,three,3,"['0', '0', '0', '0', '0', '0', '4', '3']",True,True
3846475848,how many people are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'four', 'D': 'two', 'E': 'one'}",E,one,1,"['there are two people involved in the video', 'there is 1 person in the frame', 'there are 2 people involved in the video', 'there is 1 person in the frame', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video', 'there are 2 people involved in the video']",True,True
6356067859,how many children are involved in the video,"{'A': 'one', 'B': 'four', 'C': 'six', 'D': 'kitchen', 'E': 'seven'}",B,four,4,"['there are 3 children in the frame', 'there are 3 children in the video', 'there are 4 children in the video', 'there are 3 children in the frame', 'there are 2 children involved in the video', 'there are 3 children in the frame', 'there are 2 children involved in the video', 'there are 2 children involved in the video']",True,True
3851913128,how many people are involved in the video,"{'A': 'two', 'B': 'five', 'C': 'four', 'D': 'three', 'E': 'one'}",B,five,5,"['there are 4 people in the video', 'there are 4 people in the video', 'there are 4 people in the video', 'there are 4 people in the video', 'there are 4 people in the video', 'there are 3 people in the video', 'there are 4 people in the video', 'there are 4 people in the video']",True,False
7786283208,how many children are there in total,"{'A': 'six', 'B': 'three', 'C': 'two', 'D': 'one', 'E': 'nine'}",B,three,3,"['3', '3', '2', '2', '2', '3', '3', '3']",True,True
3063380173,how many kittens are in the video,"{'A': 'one', 'B': 'three', 'C': 'two', 'D': 'four', 'E': 'five'}",C,two,2,"['2', '1', '2', '1', '1', '1', '1', '1']",True,True
2461993294,how many audiences are there,"{'A': 'four', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'five'}",A,four,4,"['5', '5', '3', '4', '5', '3', '4', '4']",True,True
5702201498,how many people are present in the video,"{'A': 'five', 'B': 'four', 'C': 'two', 'D': 'eight', 'E': 'one'}",E,one,1,"['there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame', 'there is 1 person in the frame']",True,True
3861485381,how many animals are in the video,"{'A': 'two', 'B': 'one', 'C': 'three', 'D': 'four', 'E': 'five'}",E,five,5,"['there are 3 animals in the video', '1', 'there are two animals in the video', '1', 'there is 1 animal in the video', 'there are 2 animals in the video', 'there are 3 lions in the video', 'there are 3 animals in the video']",True,False
7651639778,how many people are present,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'seven', 'E': 'eleven'}",C,four,4,"['there are 2 people present', '3', 'there are 3 people present', 'there are two people present', 'there are 2 people present', '3', 'there are 3 people present', 'there are 3 people present']",True,False
3581585756,how many adults are on the bus,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'five', 'E': 'two'}",A,one,1,"['there are 2 adults on the bus', '1', '1', '1', '1', '1', '1', 'there are 2 adults on the bus']",True,True
3972259774,how many people are filmed by the camera,"{'A': 'one', 'B': 'five', 'C': 'six', 'D': 'seven', 'E': 'two'}",B,five,5,"['1', '3', '4', '3', '4', '4', '4', '4']",True,False
3105728894,how many people are practising their tricks in the video,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'two', 'E': 'one'}",A,four,4,"['there are 3 people practicing their tricks', '2', 'there is 1 person practicing his tricks', 'there are three people practicing their tricks', 'there are 5 people practicing their tricks', 'there are 3 people practicing their tricks', 'there are 3 people practicing their tricks', 'there are 2 people practicing their tricks']",True,False
2679130168,how many times did the girl try to stuff her face into the cushion in the beginning of the video,"{'A': 'four', 'B': 'two', 'C': 'three', 'D': 'five', 'E': 'six'}",D,five,5,"['1', '1', '1', '1', '1', '1', '1', '1']",True,False
2925298951,how many women are posing for the photo,"{'A': 'six', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'one'}",A,six,6,"['3', '3', '3 women', '2', '3 women', '3 women', 'there are 3 women posing for the photo', '4']",True,False
3375218204,how many people are involved in the video,"{'A': 'three', 'B': 'five', 'C': 'two', 'D': 'six', 'E': 'one'}",A,three,3,"['there are no people in the frame', '0', 'there are 2 people involved in the video', 'there are 3 people in the frame', 'there are 3 people involved in the video', 'there are 2 people involved in the video', 'there are three people involved in the video', 'there are 2 people involved in the video']",True,True
8211075660,how many men are filmed,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'four'}",A,three,3,"['there are 2 men in the frame', 'there are 2 men in the frame', 'there are 2 men in the frame', '1', '1', '2 men', 'there are 2 men in the frame', 'there are 2 men in the frame']",True,False
11503803033,how many people are skiing,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'one', 'E': 'two'}",B,three,3,"['there are two people skiing', 'there are 2 people skiing', 'there are 3 people skiing', '3', 'there are two people skiing', 'there are 3 people skiing', 'there are 4 people skiing', 'there are 3 people skiing']",True,True
3175315183,how many toys are hang above the baby,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'one', 'E': 'four'}",C,five,5,"['3', '5', '5', '3', '5', '3', '10', '3']",True,True
6542914065,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'five', 'D': 'two', 'E': 'one'}",C,five,5,"['there are two people involved in the video', 'there are two people involved in the video', 'there is only one person in the frame', 'there is only one person in the frame', 'there are two people involved in the video', 'there are 2 people involved in the video', 'there are 3 people in the video', 'there is 1 person in the frame']",True,False
4126010904,how many times does the tall man lean his face on the television,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'one', 'E': 'two'}",A,four,4,"['1', '1', '1', '1', '1', '1', '1', '1']",True,False
3477387686,how many times did the girl put her palm out,"{'A': 'one', 'B': 'five', 'C': 'four', 'D': 'three', 'E': 'seven'}",C,four,4,"['1', '1', '1', '1', '1', '1', '1', '1']",True,False
6297019062,how many babies are there in the video,"{'A': 'two', 'B': 'three', 'C': 'five', 'D': 'four', 'E': 'seven'}",D,four,4,"['1', 'there are 2 babies in the video', 'there are two babies in the video', 'there are two babies in the video', 'there are two babies in the video', 'there are two babies in the video', 'there is 1 baby in the video', 'there are 2 babies in the video']",True,False
8388104887,how many times did the dog run back and forth,"{'A': 'three', 'B': 'fifteen', 'C': 'one', 'D': 'nine', 'E': 'two'}",E,two,2,"['0', '0', '1', '1', '1', '0', '1', '1']",True,False
13515224395,how many dogs appear in the video,"{'A': 'two', 'B': 'five', 'C': 'one', 'D': 'four', 'E': 'three'}",A,two,2,"['there are two dogs in the video', 'there is 1 dog in the video', 'there is 1 dog in the video', '1', '1', 'there is 1 dog in the frame', 'there is 1 dog in the video', '1']",True,True
5863411262,how many people are involved in the video,"{'A': 'five', 'B': 'three', 'C': 'one', 'D': 'four', 'E': 'two'}",A,five,5,"['there is 1 person in the frame', 'there are 3 people in the frame', 'there are 3 people in the frame', 'there are 3 people in the frame', 'there are 3 people in the frame', 'there are 2 people in the photo', 'there are 3 people in the frame', '3']",True,False
5133787349,how many of the man are actually involved in the fighting on stage,"{'A': 'three', 'B': 'four', 'C': 'one', 'D': 'seven', 'E': 'five'}",B,four,4,"['there are 3 men fighting on stage', 'there are 3 men on stage fighting', 'there are 3 men on stage fighting', 'there are 2 men on stage fighting', 'there are 3 men on stage fighting', '2 men are fighting on stage', 'there are 2 men on stage fighting', 'there are 2 men on stage fighting']",True,False
3155382178,how many people are there,"{'A': 'eleven', 'B': 'one', 'C': 'seven', 'D': 'four', 'E': 'two'}",E,two,2,"['2', 'there are two people', 'there are two people', '1', '1', '1', '1', '0']",True,True
4412508597,how many people are filmed,"{'A': 'two', 'B': 'four', 'C': 'seven', 'D': 'one', 'E': 'three'}",E,three,3,"['2', '3', '3', '3', '3', '3', '3', '3']",True,True
6253433310,how many people were in the pool,"{'A': 'eleven', 'B': 'three', 'C': 'two', 'D': 'four', 'E': 'nine'}",B,three,3,"['there is only one person in the pool', '1', 'there are 2 people in the pool', '1', '1', '1', '2', '2']",True,False
4825843801,how many penguins are there,"{'A': 'five', 'B': 'three', 'C': 'one', 'D': 'four', 'E': 'two'}",B,three,3,"['3', '3', '3', '3', '3', '3', '3', '4']",True,True
9293415110,how many people are on the stage,"{'A': 'two', 'B': 'nine', 'C': 'four', 'D': 'seven', 'E': 'three'}",C,four,4,"['4', '1', '3', '3', '3', '2', '1', '3']",True,True
3066064005,how many women in total that can be seen in the video,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'seven', 'E': 'six'}",C,five,5,"['there are 2 women in the picture', 'there are 2 women in the frame', 'there are 2 women in the frame', 'there are 2 women in the video', 'there are 2 women in the frame', 'there are 3 women in the frame', 'there are 2 women in the frame', 'there are 3 women in the frame']",True,False
2735019707,how many drums in total are there for the people to play,"{'A': 'four', 'B': 'two', 'C': 'six', 'D': 'three', 'E': 'eleven'}",C,six,6,"['there are 2 drums in total for the people to play', 'there are 3 drums in total for the people to play', 'there are 4 drums in total for the people to play', 'there are 2 drums in total for the people to play', 'there are 3 drums in total for the people to play', '3', '2', '3']",True,False
6018490041,how many players are involved in the video,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'five', 'E': 'one'}",C,four,4,"['4', 'there are 3 men in the frame', '3', 'there are 4 men playing a game of baseball', '3', 'there are 4 men in the video', 'there are three men in the frame', 'there are 4 people in the picture']",True,True
2552130183,how many people are in the room,"{'A': 'three', 'B': 'one', 'C': 'eight', 'D': 'two', 'E': 'five'}",A,three,3,"['there are 2 people in the room', 'there are 2 people in the room', 'there are 2 people in the room', 'there are 2 people in the room', 'there are two people in the room', 'there are 2 people in the room', 'there are 2 people in the room', 'there is 1 person in the room']",True,False
4984331176,how many groups passed the rope,"{'A': 'one', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'three'}",E,three,3,"['3', '3', '3', '3', '3', '3', '2', '2']",True,True
7987845241,how many people were needed to hold the dog down during the injection,"{'A': 'six', 'B': 'three', 'C': 'four', 'D': 'one', 'E': 'two'}",E,two,2,"['3', '3', '1', '3', '3', '3', '3', '1']",True,False
7059877301,how many dogs are there in the video,"{'A': 'one', 'B': 'four', 'C': 'three', 'D': 'six', 'E': 'five'}",C,three,3,"['there is 1 dog in the video', 'there is 1 dog in the video', 'there is 1 dog in the video', 'there is 1 dog in the video', 'there is 1 dog in the video', 'there is 1 dog in the video', 'there is 1 dog in the video', 'there are two dogs in the video']",True,False
2599937944,how many people were in the video,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'two', 'E': 'nine'}",A,four,4,"['3', 'there are 3 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', '4', '1', '0', '0']",True,True
8783897632,how many people are filmed,"{'A': 'four', 'B': 'one', 'C': 'three', 'D': 'six', 'E': 'two'}",E,two,2,"['0', '0', '1', '1', '2', '2', '2', '1']",True,True
2535384528,how many people are together on the field,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'seven', 'E': 'eleven'}",A,three,3,"['there is 1 person on the field', 'there is 1 person on the field', 'there are 2 people together on the field', 'there is 1 person on the field', 'there is 1 person on the field', 'there is 1 person on the field', 'there is 1 person on the field', 'there is 1 person on the field']",True,False
6011836129,how many ladies are doing yoga,"{'A': 'nine', 'B': 'two', 'C': 'one', 'D': 'three', 'E': 'four'}",E,four,4,"['there are 4 ladies doing yoga', 'there are 5 ladies doing yoga', 'there are four ladies doing yoga', 'there are 4 ladies doing yoga', '3', '4', 'there are 4 ladies doing yoga', 'there are 4 ladies doing yoga']",True,True
5940941487,how many people are performing,"{'A': 'five', 'B': 'four', 'C': 'eight', 'D': 'seven', 'E': 'eleven'}",A,five,5,"['1', '4', '3', '3', '3', '3', '3', '3']",True,False
4138579400,how many times did he put stuffs in the cup before it dropped,"{'A': 'seven', 'B': 'three', 'C': 'two', 'D': 'one', 'E': 'five'}",E,five,5,"['The boy is sitting at a table with a cup of popcorn.', '1', '1', '1', 'The boy is holding a cup with a bunch of toys in it.', 'The boy has been putting stuffs in the cup for a while.', '1', '1']",True,False
4757890069,how many vehicles passed by,"{'A': 'one', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",E,four,4,"['1', '1', '1', '1', '1', '1', '1', '1']",True,False
4419096437,how many times does the person signal for the cat to close its eyes,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",A,five,5,"['1', '1', '1', '1', '1', '1', '1', '1']",True,False
10607095936,how many people are involved in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'one', 'E': 'four'}",A,five,5,"['there are 5 people in the video', 'there are 4 people in the video', 'there are 3 people in the video', 'there are 3 people involved in the video', 'there are 4 people in the video', 'there are 4 people in the video', 'there are 4 people in the frame', 'there are 4 people in the video']",True,True
4935987905,how many dogs are there in the video,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'three', 'E': 'six'}",D,three,3,"['there are 2 dogs in the video', 'there are 2 dogs in the video', 'there are 2 dogs in the video', 'there are 2 dogs in the video', 'there are 2 dogs in the video', 'there is 1 dog in the video', 'there is 1 dog in the video', 'there are two dogs in the video']",True,False
3897746373,how many people are standing on the white stage at the end,"{'A': 'five', 'B': 'six', 'C': 'four', 'D': 'three', 'E': 'two'}",B,six,6,"['1', '1', '2', '4', '3', '5', '5', '4']",True,False
7508439506,how many people are there in the video,"{'A': 'two', 'B': 'three', 'C': 'four', 'D': 'eleven', 'E': 'six'}",B,three,3,"['there are two people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there are 2 people in the video', 'there is 1 person in the video']",True,False
2697214342,how many guys can be seen working in the video,"{'A': 'one', 'B': 'four', 'C': 'two', 'D': 'five', 'E': 'six'}",B,four,4,"['there are 2 guys working on the table', 'there are 3 guys working on the project', 'there are 3 guys working on the project', 'there are 3 guys working on the project', 'there are 3 guys working in the video', 'there are 3 guys working on the project', 'there are 3 guys working in the video', 'there are 3 guys working in the video']",True,False
7331927796,how many dogs are there in the video,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",E,three,3,"['2', 'there is 1 dog in the video', 'there are 2 dogs in the video', 'there are 2 dogs in the video', 'there are 3 dogs in the video', 'there are 2 dogs in the video', 'there are 2 dogs in the video', 'there is 1 dog in the video']",True,True
4483447009,how many ducks are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'four', 'D': 'one', 'E': 'two'}",E,two,2,"['there are 2 ducks in the video', 'there are 2 ducks in the video', 'there are 2 ducks in the frame', 'there are 2 ducks in the frame', 'there are two ducks in the frame', 'there are two ducks in the frame', 'there are 2 ducks in the frame', 'there are 2 ducks in the frame']",True,True
