videoID,question,options,n_frames,raw_output,prediction,answer,correct
2834146886,how many dogs are there,"{'A': 'four', 'B': 'one', 'C': 'two', 'D': 'six', 'E': 'three'}",8,B,B,C,0
3345608051,where are the dogs fighting,"{'A': 'barren land', 'B': 'snow wild', 'C': 'living room', 'D': 'garden', 'E': 'grass patch'}",8,A,A,A,1
4087013668,where is this video taken,"{'A': 'bedroom', 'B': 'speech event', 'C': 'mountain', 'D': 'kitchen', 'E': 'playground'}",8,D,D,D,1
7223854838,how do the two boys position their hands,"{'A': 'put in their pocket', 'B': 'touch baby s hand and smile', 'C': 'on the glass', 'D': 'kiss the babies', 'E': 'move handle'}",8,C,C,C,1
5229476012,where is this video taken,"{'A': 'dinning table', 'B': 'park', 'C': 'carnival', 'D': 'boxing ring', 'E': 'swimming pool'}",8,E,E,E,1
8563398032,how many people are presenting,"{'A': 'seven', 'B': 'five', 'C': 'six', 'D': 'three', 'E': 'two'}",8,E,E,E,1
2679328607,how many times does the girl pass the toy to the boy,"{'A': 'six', 'B': 'two', 'C': 'four', 'D': 'five', 'E': 'three'}",8,B,B,E,0
8594309349,where is this video taken,"{'A': 'room', 'B': 'outdoor', 'C': 'along the streets', 'D': 'under the water', 'E': 'on the plane'}",8,D,D,D,1
3550839192,where is this place,"{'A': 'house floor', 'B': 'restaurant', 'C': 'classroom', 'D': 'train station', 'E': 'playground'}",8,D,D,D,1
2824317018,where is this place,"{'A': 'forest', 'B': 'outdoors', 'C': 'near a staircase', 'D': 'living room', 'E': 'their house'}",8,B,B,A,0
8740703217,what is on the table,"{'A': 'white cake', 'B': 'cardboard box', 'C': 'letters', 'D': 'birthday gifts', 'E': 'food'}",8,E,E,E,1
2731071928,what instrument is the child playing,"{'A': 'santa claus', 'B': 'vacuum cleaner', 'C': 'pick up fallen paper', 'D': 'guitar', 'E': 'piano'}",8,D,D,D,1
3861485381,which animal went into the forest first,"{'A': 'fishes', 'B': 'polar bear', 'C': 'deep', 'D': 'leopard at the front', 'E': 'horse'}",8,D,D,D,1
3981865268,where is this video taken,"{'A': 'stage', 'B': 'ballroom', 'C': 'park', 'D': 'road', 'E': 'forest'}",8,A,A,A,1
5801184682,how many cats are there,"{'A': 'three', 'B': 'four', 'C': 'two', 'D': 'one', 'E': 'five'}",8,D,D,D,1
2978295992,how many ladies are filmed,"{'A': 'six', 'B': 'two', 'C': 'seven', 'D': 'five', 'E': 'four'}",8,B,B,B,1
3388598772,how many people are mainly involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'one'}",8,D,D,D,1
3469864014,where was the fish sliced,"{'A': 'dining room', 'B': 'restaurant', 'C': 'along its belly', 'D': 'bowl', 'E': 'fish tank'}",8,C,C,C,1
2717347132,what is the color of the bib,"{'A': 'red', 'B': 'black', 'C': 'grey', 'D': 'light blue', 'E': 'white'}",8,D,D,D,1
3804148568,what is the relationship between the man in specs and the two wearing masks,"{'A': 'team members', 'B': 'fix the bunker', 'C': 'teacher student', 'D': 'friends', 'E': 'poster'}",8,D,D,D,1
4036955771,how many performers are there,"{'A': 'six', 'B': 'seven', 'C': 'eleven', 'D': 'eight', 'E': 'five'}",8,D,D,B,0
5328004991,where are the people hanging out,"{'A': 'kitchen', 'B': 'grass', 'C': 'living area', 'D': 'zoo', 'E': 'classroom'}",8,A,A,A,1
6265968082,how many people are performing on stage,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'three', 'E': 'nine'}",8,D,D,A,0
4825843801,where are the penguins hanging out,"{'A': 'cage', 'B': 'floor', 'C': 'zoo', 'D': 'kitchen', 'E': 'pond'}",8,C,C,C,1
11541421563,how many people are involved in reading the score,"{'A': 'six', 'B': 'four', 'C': 'eight', 'D': 'seven', 'E': 'two'}",8,E,E,E,1
4518113460,where are the people hanging out,"{'A': 'classroom', 'B': 'bus', 'C': 'kitchen', 'D': 'living room', 'E': 'snow mountain'}",8,C,C,D,0
2552130183,where are the people hanging out,"{'A': 'hospital room', 'B': 'beach', 'C': 'forest trail', 'D': 'home', 'E': 'living room'}",8,D,D,D,1
2735019707,where are the people hanging out,"{'A': 'indoors', 'B': 'grass', 'C': 'swimming pool', 'D': 'lake', 'E': 'kitchen'}",8,A,A,A,1
7988210561,what was the baby looking at at the beginning of the video,"{'A': 'birthday celebration', 'B': 'bite toy', 'C': 'computer screen', 'D': 'siblings', 'E': 'stuff toy'}",8,E,E,E,1
4485707628,how does the black dog position himself at the end,"{'A': 'wear collars', 'B': 'using hands', 'C': 'keep getting up', 'D': 'sit on the ground', 'E': 'lie on the grassland'}",8,D,D,D,1
2495861393,what is the relationship between the lady and the children,"{'A': 'caregiver', 'B': 'teacher student', 'C': 'friends', 'D': 'trainer and trainee', 'E': 'mother and children'}",8,D,D,B,0
2573424030,how many people in total are there in the video,"{'A': 'six', 'B': 'one', 'C': 'two', 'D': 'five', 'E': 'seven'}",8,C,C,E,0
4336654741,where is this happening,"{'A': 'skate park', 'B': 'living room', 'C': 'beach', 'D': 'office', 'E': 'garden'}",8,B,B,B,1
11244289523,what is the relationship between the lady in black and the baby,"{'A': 'mother and child', 'B': 'parent offspring', 'C': 'colleagues', 'D': 'teacher', 'E': 'supervisor'}",8,A,A,B,0
4671452046,what did the baby do with the spoon that he was holding,"{'A': 'presents', 'B': 'blue and purple', 'C': 'stir the cup', 'D': 'orange', 'E': 'the girl'}",8,C,C,C,1
6806999702,where is this video taken,"{'A': 'field', 'B': 'park', 'C': 'room', 'D': 'by a lake', 'E': 'speech event'}",8,B,B,A,0
5017166671,how many pople are on stage,"{'A': 'nine', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",8,C,C,E,0
4516967897,how many ladies are there,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'one', 'E': 'six'}",8,B,B,B,1
8225502382,how many times does the man in dark green attempt to go up the slope,"{'A': 'one', 'B': 'eight', 'C': 'five', 'D': 'three', 'E': 'twelve'}",8,A,A,C,0
5658916668,how many people were filmed sliding down,"{'A': 'four', 'B': 'one', 'C': 'seven', 'D': 'two', 'E': 'six'}",8,B,B,B,1
11244289523,what is the occasion in the video,"{'A': 'wedding', 'B': 'cosplay', 'C': 'birthday', 'D': 'colleagues', 'E': 'computer screen'}",8,C,C,C,1
2973331780,what is the possible relationship between the lady in black and the lady with blonde hair,"{'A': 'train trainee', 'B': 'friends', 'C': 'teacher student', 'D': 'mother and daughter', 'E': 'colleagues'}",8,B,B,B,1
4740074365,where is this video taken,"{'A': 'classroom', 'B': 'forest', 'C': 'wedding hall', 'D': 'park', 'E': 'living room'}",8,C,C,C,1
8224504302,where are the men delivering their speech,"{'A': 'stage', 'B': 'outdoors', 'C': 'on water', 'D': 'living room', 'E': 'roadside'}",8,A,A,A,1
3655906094,where is this video taken,"{'A': 'train', 'B': 'roadside', 'C': 'dinning table', 'D': 'lake', 'E': 'outdoor'}",8,E,E,E,1
6793786769,where is the video taken,"{'A': 'backyard', 'B': 'swimming pool', 'C': 'track', 'D': 'in house', 'E': 'along the streets'}",8,D,D,D,1
4444192938,how many kids are there at the area,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'two', 'E': 'three'}",8,A,A,E,0
4882414082,what is the baby eating,"{'A': 'ice cream', 'B': 'pacifier', 'C': 'noodle', 'D': 'bubbles', 'E': 'fruit'}",8,C,C,C,1
9409566840,how many dogs are playng biting with each other in the video,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'four'}",8,B,B,B,1
11276567104,where is this procession being held,"{'A': 'on a cruise', 'B': 'desert', 'C': 'forest', 'D': 'church', 'E': 'office'}",8,D,D,D,1
3530231811,where are the people in the video performing,"{'A': 'staircase', 'B': 'airport', 'C': 'event hall', 'D': 'living room', 'E': 'concert stage'}",8,E,E,E,1
8552680285,how does the person sitting down position higher hands,"{'A': 'move wrists', 'B': 'right angle to his body', 'C': 'push chair behind', 'D': 'light on the speaker', 'E': 'on the handle'}",8,E,E,E,1
6233408665,where is this video taken,"{'A': 'kitchen', 'B': 'outdoors', 'C': 'playground', 'D': 'field', 'E': 'indoors'}",8,E,E,E,1
2716277960,where is this place,"{'A': 'in a building', 'B': 'playground', 'C': 'forest', 'D': 'a hut', 'E': 'grassland'}",8,C,C,C,1
2679328607,where are the people hanging out,"{'A': 'water fountain', 'B': 'classroom', 'C': 'car', 'D': 'forest trail', 'E': 'house'}",8,E,E,E,1
7887764754,what did the baby do to the dog,"{'A': 'feed it', 'B': 'let it jump', 'C': 'dice toy', 'D': 'kiss its head', 'E': 'playing fetch'}",8,E,E,A,0
11670386946,what is the purpose of the piece of paper that the man with brown hat is holding on to,"{'A': 'provide information on displays', 'B': 'tripod', 'C': 'cup', 'D': 'wooden stick', 'E': 'driver'}",8,A,A,A,1
12392885583,how many babies are in the video,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'kitchen'}",8,B,B,B,1
4846820256,what is the boy pulling,"{'A': 'toy table', 'B': 'the dog s tail', 'C': 'toy car', 'D': 'sand', 'E': 'rope'}",8,E,E,E,1
4189100053,where can this be happening,"{'A': 'grass patch', 'B': 'front porch', 'C': 'club', 'D': 'living room', 'E': 'farm'}",8,D,D,D,1
3804148568,where are the people hanging out,"{'A': 'road', 'B': 'car', 'C': 'bus', 'D': 'outdoor porch', 'E': 'living room'}",8,E,E,E,1
7988210561,where is the toy sitting at,"{'A': 'chair', 'B': 'play area', 'C': 'on the bed', 'D': 'classroom', 'E': 'floor'}",8,E,E,A,0
7492398760,where is this happening,"{'A': 'garden', 'B': 'bedroom', 'C': 'outdoors', 'D': 'room', 'E': 'car'}",8,C,C,A,0
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}",8,A,A,D,0
5061117640,where is this happening,"{'A': 'in the sea', 'B': 'residential area', 'C': 'wooded areas', 'D': 'outdoors', 'E': 'office'}",8,B,B,E,0
5433090067,how was the girl positioned at the start of the video,"{'A': 'lying in bed', 'B': 'standing', 'C': 'sit on the toy cart', 'D': 'open her arms', 'E': 'sit on mat'}",8,D,D,B,0
6754608321,what color is the baby s clothes,"{'A': 'black and red', 'B': 'yellow and red', 'C': 'yellow', 'D': 'white', 'E': 'green'}",8,E,E,E,1
2857132732,where is this place,"{'A': 'farm', 'B': 'theatre', 'C': 'kitchen', 'D': 'house floor', 'E': 'indoors'}",8,E,E,E,1
6772999108,where is this video taken,"{'A': 'mountain top', 'B': 'by a lake', 'C': 'stage', 'D': 'living room', 'E': 'studio'}",8,D,D,D,1
8241491518,where is the man working,"{'A': 'living room', 'B': 'lake', 'C': 'public area', 'D': 'forest', 'E': 'lake side'}",8,D,D,D,1
8132842161,where is this video taken,"{'A': 'classroom', 'B': 'living room', 'C': 'in house', 'D': 'outdoors', 'E': 'park'}",8,D,D,E,0
9208803675,how many people are on the swing in the video,"{'A': 'five', 'B': 'one', 'C': 'six', 'D': 'two', 'E': 'eight'}",8,B,B,D,0
3388598772,what is the relationship between the man in blue and the woman in black,"{'A': 'producer and cast', 'B': 'go another side', 'C': 'dance partner', 'D': 'teacher', 'E': 'couple'}",8,E,E,E,1
3851913128,what is the relationship between the guy in red and the rest of the people in black,"{'A': 'producer and cast', 'B': 'colleagues', 'C': 'trainer trainee', 'D': 'parent child', 'E': 'fire rods'}",8,C,C,C,1
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}",8,E,E,C,0
8594309349,what are the people carrying on their back,"{'A': 'their kids', 'B': 'backpacks', 'C': 'performers', 'D': 'cards', 'E': 'oxygen tank'}",8,E,E,E,1
7887764754,how many people are involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'two'}",8,D,D,D,1
3869005094,what are the four people holding,"{'A': 'dog s paws', 'B': 'wooden sword', 'C': 'silver boxes', 'D': 'rope', 'E': 'glasses'}",8,B,B,B,1
3477387686,where did this video take place,"{'A': 'park', 'B': 'roadside', 'C': 'home', 'D': 'at a wedding', 'E': 'camp'}",8,C,C,A,0
5635265624,where are they sitting in the video,"{'A': 'bench', 'B': 'museum', 'C': 'floor', 'D': 'forest area', 'E': 'bed'}",8,A,A,A,1
4822859674,where is this video taken,"{'A': 'front porch', 'B': 'beach', 'C': 'ball room', 'D': 'park', 'E': 'living room'}",8,E,E,E,1
5064681723,what is the animal behind the fence,"{'A': 'polar bear', 'B': 'panda', 'C': 'squirrel', 'D': 'dogs', 'E': 'deer'}",8,E,E,E,1
6201488511,where is this video taken,"{'A': 'ballroom', 'B': 'outdoor', 'C': 'mountain', 'D': 'living room', 'E': 'road'}",8,B,B,B,1
8253302563,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'five'}",8,D,D,D,1
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}",8,D,D,D,1
6096998186,who clapped her hands at the end,"{'A': 'lady on the sofa', 'B': 'lady in black', 'C': 'taller boy', 'D': 'boy in the middle', 'E': 'man in green'}",8,B,B,B,1
5349766264,where is this video taken,"{'A': 'computer table', 'B': 'sheltered area', 'C': 'train', 'D': 'room', 'E': 'playground'}",8,D,D,D,1
3321261856,what is the girl holding,"{'A': 'v and e', 'B': 'party props', 'C': 'cat toy', 'D': 'phone', 'E': 'pacifier'}",8,C,C,C,1
7531285946,where is this video taken,"{'A': 'backyard', 'B': 'deserted area', 'C': 'front porch', 'D': 'outdoors', 'E': 'ball room'}",8,D,D,B,0
2559262403,where are the pugs hanging out,"{'A': 'grass patch', 'B': 'snow wild', 'C': 'in the garden', 'D': 'a forest', 'E': 'at a house'}",8,E,E,E,1
3263908208,where is this video taken,"{'A': 'indoors', 'B': 'sea', 'C': 'lake side', 'D': 'carnival', 'E': 'snow mountain'}",8,B,B,B,1
5521781780,where are the people hanging out,"{'A': 'house', 'B': 'beach', 'C': 'swimming pool', 'D': 'car', 'E': 'ancient site'}",8,E,E,E,1
8464056582,where is this happening,"{'A': 'house', 'B': 'beach', 'C': 'roadside', 'D': 'porch', 'E': 'pool'}",8,A,A,A,1
8403741210,where is this happening,"{'A': 'car', 'B': 'skate park', 'C': 'living room', 'D': 'swimming pool', 'E': 'stage'}",8,C,C,C,1
2584172238,how are the baby in blue and woman in yellow related,"{'A': 'mother', 'B': 'friends', 'C': 'father son', 'D': 'parent offspring', 'E': 'make the baby calm'}",8,D,D,D,1
7961460440,where is this video taken,"{'A': 'studio', 'B': 'boxing ring', 'C': 'park', 'D': 'outdoor', 'E': 'train'}",8,D,D,D,1
7453733046,where are the people hanging out,"{'A': 'outside house', 'B': 'water park', 'C': 'at a house', 'D': 'bus', 'E': 'studio'}",8,B,B,B,1
6542914065,where is this happening,"{'A': 'garden', 'B': 'wooded areas', 'C': 'field', 'D': 'footpath', 'E': 'home'}",8,C,C,C,1
5854324479,what event is happening,"{'A': 'concert', 'B': 'speech', 'C': 'water skiing', 'D': 'boxing game', 'E': 'stage'}",8,B,B,B,1
3131380536,what is the colour of the yoghurt,"{'A': 'light blue', 'B': 'black and white', 'C': 'pink', 'D': 'white', 'E': 'black'}",8,C,C,C,1
6046149003,how many girls are there,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",8,B,B,B,1
5237219621,how is the atmosphere of this group discussion,"{'A': 'happy', 'B': 'serious', 'C': 'sad', 'D': 'angry', 'E': 'shocking'}",8,B,B,B,1
5533380417,how is the baby positioned throuh the video,"{'A': 'on man s laps', 'B': 'sitting on baby seat', 'C': 'lie on bed', 'D': 'sitting on sofa', 'E': 'carried on man s back'}",8,A,A,A,1
6356067859,where could this be happening,"{'A': 'hospital', 'B': 'barn', 'C': 'home corridor', 'D': 'roadside', 'E': 'zoo'}",8,B,B,B,1
3626788516,how many people are in the video,"{'A': 'four', 'B': 'eight', 'C': 'two', 'D': 'nine', 'E': 'ten'}",8,C,C,C,1
4136617240,how does the girl feel,"{'A': 'laughs', 'B': 'sad', 'C': 'happy', 'D': 'annoyed', 'E': 'confused but calm'}",8,C,C,C,1
13296054183,what is the relation between the two people on the bicycle,"{'A': 'slow', 'B': 'family', 'C': 'colleagues', 'D': 'signs on handlebar', 'E': 'ride horse and carriage'}",8,C,C,C,1
5902452647,where is this happening,"{'A': 'living room', 'B': 'wooded areas', 'C': 'hospital', 'D': 'house', 'E': 'grassland'}",8,E,E,E,1
8552680285,how many people are there,"{'A': 'two', 'B': 'six', 'C': 'one', 'D': 'eleven', 'E': 'three'}",8,A,A,A,1
8531675050,where are the people performing,"{'A': 'pool', 'B': 'grass patch', 'C': 'ring', 'D': 'on the streets', 'E': 'on stage'}",8,E,E,E,1
4612723694,what is inside the white bag,"{'A': 'scores', 'B': 'toys', 'C': 'carrying bags', 'D': 'snake', 'E': 'soft toy'}",8,D,D,D,1
3249402410,what are the ladies making in the video,"{'A': 'soup', 'B': 'pizza', 'C': 'fried chicken', 'D': 'cake', 'E': 'pie'}",8,B,B,B,1
5875242364,where is this video taken,"{'A': 'computer table', 'B': 'boxing ring', 'C': 'garden', 'D': 'kitchen', 'E': 'jungle'}",8,C,C,C,1
10727696143,what is a possible relationship between the boy and the lady,"{'A': 'father and child', 'B': 'team mates', 'C': 'parent offspring', 'D': 'teacher student', 'E': 'couple'}",8,C,C,C,1
3158022797,where was this video taken,"{'A': 'park', 'B': 'living room', 'C': 'on the plane', 'D': 'outdoor', 'E': 'forest'}",8,B,B,B,1
2835125654,how many elephants are there,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'three'}",8,C,C,C,1
14012319794,what did the girl take from the cupboard,"{'A': 'red hat', 'B': 'bottle of syrup', 'C': 'pet', 'D': 'baby snake', 'E': 'horse guide'}",8,C,C,B,0
4744503881,what were passed outside the window,"{'A': 'nurses', 'B': 'two ladies', 'C': 'cars', 'D': 'man in black', 'E': 'lady wearing skirt'}",8,C,C,C,1
11966080214,where is this place,"{'A': 'living room', 'B': 'corridor', 'C': 'classroom', 'D': 'farm', 'E': 'golf course'}",8,B,B,B,1
14003541505,what does the girl in pink do as the baby tried to move around,"{'A': 'parent offspring', 'B': 'sit at the side and watch', 'C': 'grandmother grandson', 'D': 'parent child', 'E': 'offspring'}",8,B,B,B,1
9256409422,where is this video taken,"{'A': 'supermarket', 'B': 'on the plane', 'C': 'road', 'D': 'train station', 'E': 'lake side'}",8,D,D,D,1
5858985747,where is this happening,"{'A': 'in the sea', 'B': 'karaoke room', 'C': 'trail', 'D': 'house', 'E': 'wooded areas'}",8,D,D,D,1
8531675050,what is the possible relation between lady in black and white and the man in white,"{'A': 'baby', 'B': 'siblings', 'C': 'fatherdaughter', 'D': 'husband wife', 'E': 'colleagues'}",8,D,D,E,0
4123211145,where is this video taken,"{'A': 'backyard', 'B': 'snow mountain', 'C': 'room', 'D': 'computer table', 'E': 'train'}",8,C,C,C,1
4542882771,where is the baby hanging out,"{'A': 'along the roadside', 'B': 'bathtub', 'C': 'house floor', 'D': 'dining table', 'E': 'kitchen'}",8,D,D,D,1
10597533885,where is this happening,"{'A': 'playground', 'B': 'in the day', 'C': 'beach', 'D': 'room', 'E': 'home'}",8,E,E,A,0
5406108447,where is the girl hanging out,"{'A': 'classroom', 'B': 'farm', 'C': 'play room', 'D': 'dance studio', 'E': 'gym'}",8,C,C,C,1
2705374471,how many people are there in the room,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'eight'}",8,D,D,D,1
5445581571,where is this video taken,"{'A': 'living room', 'B': 'dinning table', 'C': 'computer table', 'D': 'kitchen', 'E': 'outside'}",8,A,A,A,1
5907839036,where is this happening,"{'A': 'bridge', 'B': 'trail', 'C': 'skate park', 'D': 'house', 'E': 'bed room'}",8,A,A,A,1
9256409422,how did the lady in black protect herself from the cold,"{'A': 'covered with blanket', 'B': 'hand gestures', 'C': 'crawling', 'D': 'woolen cap', 'E': 'wear jacket'}",8,E,E,E,1
11584566583,how many people can be seen in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'thirteen', 'E': 'eight'}",8,B,B,B,1
5064681723,how did the baby keep his head warm,"{'A': 'thick clothes', 'B': 'mat', 'C': 'beanie', 'D': 'wear gloves', 'E': 'wear warm clothes'}",8,A,A,C,0
9213637099,where is this,"{'A': 'horse enclosure', 'B': 'restaurant', 'C': 'park', 'D': 'childcare center', 'E': 'indoors'}",8,C,C,C,1
8253302563,where is this happening,"{'A': 'bowling alley', 'B': 'beach', 'C': 'kitchen', 'D': 'home', 'E': 'hospital'}",8,D,D,D,1
7088595057,where is this video taken,"{'A': 'playground', 'B': 'stage', 'C': 'paddock', 'D': 'forest', 'E': 'construction site'}",8,C,C,C,1
6329077812,where is the baby while him was fed milk,"{'A': 'mobile', 'B': 'in lady s arm', 'C': 'pillow', 'D': 'baby trolley', 'E': 'living room'}",8,B,B,B,1
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}",8,D,D,B,0
4626535366,what is the possible relationship among the people,"{'A': 'colleagues', 'B': 'friends', 'C': 'dance partner', 'D': 'classmates', 'E': 'coworkers'}",8,D,D,D,1
4970148391,what is the boy hitting that it splashes water on his face,"{'A': 'water balloon', 'B': 'snow ball', 'C': 'milk pack', 'D': 'a cup of drink', 'E': 'beer bottle'}",8,A,A,A,1
6754608321,how many people are shown in the video,"{'A': 'eight', 'B': 'two', 'C': 'five', 'D': 'eleven', 'E': 'one'}",8,B,B,B,1
6772999108,what did the girl do in the middle of the video,"{'A': 'fall down', 'B': 'show her toy', 'C': 'start dancing', 'D': 'clap', 'E': 'hit the drum'}",8,D,D,D,1
10001787725,where are the people hanging out,"{'A': 'car', 'B': 'grassland', 'C': 'bed', 'D': 'road', 'E': 'studio'}",8,C,C,C,1
6097994550,how many men were there,"{'A': 'seven', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",8,B,B,B,1
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}",8,B,B,B,1
2400715506,how did the person handle the animal,"{'A': 'with difficulty', 'B': 'carry', 'C': 'gently on the palm', 'D': 'hold the rope', 'E': 'touch the head by hand'}",8,C,C,C,1
4092992100,how many people are filmed,"{'A': 'three', 'B': 'nine', 'C': 'two', 'D': 'five', 'E': 'four'}",8,C,C,C,1
8531675050,how many people are acting on the stage,"{'A': 'two', 'B': 'nine', 'C': 'one', 'D': 'eleven', 'E': 'six'}",8,A,A,A,1
7728559968,how are the kittens positioned at the start,"{'A': 'hugged by man', 'B': 'look at the hand', 'C': 'feed water and hug the doll', 'D': 'side to side', 'E': 'lying down'}",8,D,D,E,0
5145526755,where is this happening,"{'A': 'desert', 'B': 'garden', 'C': 'bedroom', 'D': 'school', 'E': 'wildlife reserve'}",8,E,E,E,1
2932897373,what is the relationship between the man in grey and the lady in white,"{'A': 'parent offspring', 'B': 'classmate', 'C': 'trainer trainee', 'D': 'couple', 'E': 'colleagues'}",8,D,D,D,1
10030609934,where is this video taken,"{'A': 'playground', 'B': 'dinning table', 'C': 'stage', 'D': 'house', 'E': 'porch at garden'}",8,D,D,E,0
