image,target_class,gt_count,pred_count,parse_ok,n_attempts,raw_first,raw_final,raws
0000072_02834_d_0000003.jpg,bicycle,1,1,True,1,1,1,['1']
0000076_02142_d_0000009.jpg,truck,6,3,True,1,3,3,['3']
0000081_00000_d_0000001.jpg,people,4,100,True,2,Many,100,"['Many', '100']"
0000086_00000_d_0000001.jpg,pedestrian,20,0,True,1,0,0,['0']
0000086_00592_d_0000002.jpg,people,13,20,True,1,20,20,['20']
0000086_01084_d_0000003.jpg,bicycle,1,0,True,1,0,0,['0']
0000086_01443_d_0000004.jpg,pedestrian,25,100,True,2,Many,100,"['Many', '100']"
0000086_01954_d_0000005.jpg,people,10,100,True,2,Many,100,"['Many', '100']"
0000103_00180_d_0000026.jpg,pedestrian,1,1,True,1,1,1,['1']
0000103_00502_d_0000027.jpg,pedestrian,2,1,True,1,1,1,['1']
0000103_01734_d_0000028.jpg,car,3,3,True,1,3,3,['3']
0000103_02544_d_0000029.jpg,pedestrian,1,1,True,1,1,1,['1']
0000103_02964_d_0000030.jpg,truck,1,1,True,1,1,1,['1']
0000103_03349_d_0000031.jpg,pedestrian,1,1,True,1,1,1,['1']
0000103_03738_d_0000032.jpg,truck,1,1,True,1,1,1,['1']
0000103_04122_d_0000033.jpg,pedestrian,3,3,True,1,3,3,['3']
0000103_04513_d_0000034.jpg,car,1,1,True,1,1,1,['1']
0000103_04948_d_0000035.jpg,car,1,0,True,1,0,0,['0']
0000115_00315_d_0000080.jpg,pedestrian,1,4,True,1,4,4,['4']
0000115_00796_d_0000081.jpg,tricycle,1,0,True,1,0,0,['0']
0000115_01031_d_0000082.jpg,car,9,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000116_00351_d_0000083.jpg,pedestrian,3,0,True,2,"There are many people in the image, but I cannot provide an exact number without seeing the photo.",0,"['There are many people in the image, but I cannot provide an exact number without seeing the photo.', '0']"
0000116_00819_d_0000084.jpg,motor,4,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000116_01059_d_0000085.jpg,car,7,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000116_01338_d_0000086.jpg,pedestrian,1,0,True,1,0,0,['0']
0000117_00112_d_0000087.jpg,people,2,0,True,2,Many,0,"['Many', '0']"
0000117_01326_d_0000088.jpg,van,3,0,True,1,0,0,['0']
0000117_01731_d_0000089.jpg,motor,2,20,True,1,20,20,['20']
0000117_02708_d_0000090.jpg,tricycle,1,0,True,1,0,0,['0']
0000117_03096_d_0000091.jpg,car,5,10,True,2,"There are several cars in the image, but I cannot provide an exact number without more specific information.",10,"['There are several cars in the image, but I cannot provide an exact number without more specific information.', '10']"
0000129_02411_d_0000138.jpg,truck,6,0,True,1,0,0,['0']
0000153_00001_d_0000001.jpg,truck,2,0,True,1,0,0,['0']
0000153_00401_d_0000001.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000153_00801_d_0000001.jpg,motor,3,20,True,2,Many,20,"['Many', '20']"
0000153_01201_d_0000001.jpg,bicycle,1,2,True,1,2,2,['2']
0000153_01601_d_0000001.jpg,tricycle,1,0,True,1,0,0,['0']
0000153_01801_d_0000001.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000154_00001_d_0000001.jpg,tricycle,1,2,True,1,2,2,['2']
0000154_00401_d_0000001.jpg,tricycle,2,0,True,1,0,0,['0']
0000154_00801_d_0000001.jpg,people,2,0,True,1,0,0,['0']
0000154_01201_d_0000001.jpg,people,2,0,True,2,Many,0,"['Many', '0']"
0000154_01601_d_0000001.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000154_02001_d_0000001.jpg,van,2,0,True,1,0,0,['0']
0000155_00001_d_0000001.jpg,bus,2,0,True,1,0,0,['0']
0000155_00401_d_0000001.jpg,bicycle,1,3,True,1,3,3,['3']
0000155_00801_d_0000001.jpg,pedestrian,2,0,True,1,0,0,['0']
0000155_01201_d_0000001.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000155_01601_d_0000001.jpg,awning-tricycle,1,1,True,1,1,1,['1']
0000155_01871_d_0000001.jpg,van,3,0,True,1,0,0,['0']
0000162_00001_d_0000001.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000162_00401_d_0000001.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000162_00801_d_0000001.jpg,car,3,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000162_01058_d_0000001.jpg,motor,3,20,True,2,Many,20,"['Many', '20']"
0000163_00001_d_0000001.jpg,truck,5,0,True,1,0,0,['0']
0000163_00359_d_0000001.jpg,van,1,0,True,1,0,0,['0']
0000165_04325_d_0000105.jpg,bicycle,2,0,True,1,0,0,['0']
0000166_00558_d_0000118.jpg,van,4,0,True,1,0,0,['0']
0000193_00000_d_0000103.jpg,truck,1,1,True,1,1,1,['1']
0000193_01497_d_0000111.jpg,van,2,0,True,1,0,0,['0']
0000193_01705_d_0000112.jpg,awning-tricycle,2,1,True,1,1,1,['1']
0000193_01876_d_0000113.jpg,car,9,4,True,1,4,4,['4']
0000193_02029_d_0000114.jpg,people,6,100,True,2,Many,100,"['Many', '100']"
0000193_02212_d_0000115.jpg,car,1,0,True,1,0,0,['0']
0000193_02416_d_0000116.jpg,van,1,0,True,1,0,0,['0']
0000193_02606_d_0000117.jpg,motor,2,0,True,1,0,0,['0']
0000193_02725_d_0000118.jpg,motor,3,20,True,2,Many,20,"['Many', '20']"
0000194_00000_d_0000119.jpg,tricycle,2,1,True,1,1,1,['1']
0000194_00200_d_0000120.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000194_00399_d_0000121.jpg,people,1,100,True,2,Many,100,"['Many', '100']"
0000194_00625_d_0000122.jpg,tricycle,4,1,True,1,1,1,['1']
0000194_00800_d_0000123.jpg,car,3,10,True,2,"There are several cars in the image, but I cannot provide an exact number without more specific information.",10,"['There are several cars in the image, but I cannot provide an exact number without more specific information.', '10']"
0000194_00998_d_0000124.jpg,car,4,0,True,1,0,0,['0']
0000194_01192_d_0000125.jpg,van,1,0,True,1,0,0,['0']
0000196_04512_d_0000144.jpg,motor,1,0,True,1,0,0,['0']
0000199_01269_d_0000166.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000213_02500_d_0000240.jpg,car,7,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000213_02965_d_0000241.jpg,pedestrian,1,0,True,1,0,0,['0']
0000213_03478_d_0000242.jpg,tricycle,2,1,True,1,1,1,['1']
0000213_03920_d_0000243.jpg,bicycle,3,0,True,1,0,0,['0']
0000213_04405_d_0000244.jpg,bicycle,1,0,True,1,0,0,['0']
0000213_04998_d_0000245.jpg,tricycle,4,0,True,1,0,0,['0']
0000213_05340_d_0000246.jpg,truck,1,0,True,1,0,0,['0']
0000213_05745_d_0000247.jpg,tricycle,3,0,True,1,0,0,['0']
0000215_00000_d_0000256.jpg,tricycle,2,0,True,1,0,0,['0']
0000215_00447_d_0000257.jpg,van,5,0,True,1,0,0,['0']
0000215_00909_d_0000258.jpg,van,7,0,True,1,0,0,['0']
0000215_01395_d_0000259.jpg,tricycle,2,0,True,1,0,0,['0']
0000215_01869_d_0000260.jpg,van,2,0,True,1,0,0,['0']
0000215_02319_d_0000261.jpg,awning-tricycle,5,0,True,1,0,0,['0']
0000215_02667_d_0000262.jpg,bicycle,1,2,True,1,2,2,['2']
0000215_02932_d_0000263.jpg,van,4,0,True,1,0,0,['0']
0000215_03226_d_0000264.jpg,van,1,0,True,1,0,0,['0']
0000216_00520_d_0000001.jpg,car,24,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000220_01242_d_0000004.jpg,bus,1,0,True,1,0,0,['0']
0000223_01802_d_0000005.jpg,car,7,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000237_00001_d_0000001.jpg,motor,1,0,True,1,0,0,['0']
0000242_00001_d_0000001.jpg,truck,2,1,True,1,1,1,['1']
0000242_00500_d_0000002.jpg,car,8,20,True,2,"There are several cars in the image, but I cannot provide an exact number without more specific information.",20,"['There are several cars in the image, but I cannot provide an exact number without more specific information.', '20']"
0000242_00627_d_0000003.jpg,truck,1,0,True,1,0,0,['0']
0000242_00843_d_0000004.jpg,car,2,3,True,1,3,3,['3']
0000242_00963_d_0000005.jpg,pedestrian,1,1,True,1,1,1,['1']
0000242_01139_d_0000006.jpg,motor,2,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000242_01475_d_0000007.jpg,tricycle,1,0,True,1,0,0,['0']
0000242_01912_d_0000008.jpg,car,4,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000242_02400_d_0000009.jpg,motor,1,20,True,2,Many,20,"['Many', '20']"
0000242_02762_d_0000010.jpg,car,18,10,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",10,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '10']"
0000242_03199_d_0000011.jpg,car,3,2,True,1,2,2,['2']
0000242_03668_d_0000012.jpg,van,1,0,True,1,0,0,['0']
0000242_04116_d_0000013.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000242_04600_d_0000014.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000242_05059_d_0000015.jpg,motor,2,0,True,1,0,0,['0']
0000242_05570_d_0000016.jpg,car,5,4,True,1,4,4,['4']
0000242_06010_d_0000017.jpg,car,2,3,True,1,3,3,['3']
0000242_06452_d_0000018.jpg,bus,1,0,True,1,0,0,['0']
0000244_00001_d_0000001.jpg,van,1,0,True,1,0,0,['0']
0000244_00500_d_0000002.jpg,awning-tricycle,5,0,True,1,0,0,['0']
0000244_01000_d_0000003.jpg,car,10,5,True,1,5,5,['5']
0000244_01500_d_0000004.jpg,bus,1,0,True,1,0,0,['0']
0000244_02000_d_0000005.jpg,van,4,0,True,1,0,0,['0']
0000244_02500_d_0000006.jpg,van,5,0,True,1,0,0,['0']
0000244_03000_d_0000007.jpg,bus,1,0,True,1,0,0,['0']
0000244_03500_d_0000008.jpg,awning-tricycle,2,0,True,1,0,0,['0']
0000244_04000_d_0000009.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000244_04400_d_0000010.jpg,truck,5,0,True,1,0,0,['0']
0000244_04900_d_0000011.jpg,truck,7,0,True,1,0,0,['0']
0000244_05400_d_0000012.jpg,tricycle,2,0,True,1,0,0,['0']
0000244_05900_d_0000013.jpg,car,5,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000244_06388_d_0000014.jpg,car,1,20,True,2,Many,20,"['Many', '20']"
0000249_00001_d_0000001.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000249_00235_d_0000002.jpg,car,10,50,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",50,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '50']"
0000249_00603_d_0000003.jpg,van,3,0,True,1,0,0,['0']
0000249_01100_d_0000004.jpg,car,5,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000249_01514_d_0000005.jpg,truck,1,0,True,1,0,0,['0']
0000249_01635_d_0000006.jpg,tricycle,1,0,True,1,0,0,['0']
0000249_02073_d_0000007.jpg,truck,1,0,True,1,0,0,['0']
0000249_02468_d_0000008.jpg,tricycle,1,0,True,1,0,0,['0']
0000249_02900_d_0000009.jpg,van,1,0,True,1,0,0,['0']
0000249_03400_d_0000010.jpg,car,19,100,True,2,Many,100,"['Many', '100']"
0000249_03900_d_0000011.jpg,truck,2,0,True,1,0,0,['0']
0000253_00001_d_0000001.jpg,bus,1,0,True,1,0,0,['0']
0000256_00715_d_0000019.jpg,bus,3,2,True,1,2,2,['2']
0000256_02173_d_0000030.jpg,car,6,5,True,1,5,5,['5']
0000263_02401_d_0000179.jpg,car,9,9,True,1,9,9,['9']
0000269_00001_d_0000348.jpg,tricycle,1,0,True,1,0,0,['0']
0000269_00201_d_0000349.jpg,van,1,0,True,1,0,0,['0']
0000269_00601_d_0000351.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000271_00001_d_0000374.jpg,awning-tricycle,1,1,True,1,1,1,['1']
0000271_00201_d_0000375.jpg,awning-tricycle,3,0,True,1,0,0,['0']
0000271_00401_d_0000376.jpg,truck,4,0,True,1,0,0,['0']
0000271_00601_d_0000377.jpg,pedestrian,1,0,True,1,0,0,['0']
0000271_00801_d_0000378.jpg,car,7,3,True,1,3,3,['3']
0000271_01201_d_0000379.jpg,bicycle,1,0,True,1,0,0,['0']
0000271_01401_d_0000380.jpg,van,2,0,True,1,0,0,['0']
0000271_01601_d_0000381.jpg,car,6,10,True,2,"There are several cars in the image, but I cannot provide an exact number without more specific information.",10,"['There are several cars in the image, but I cannot provide an exact number without more specific information.', '10']"
0000271_02401_d_0000385.jpg,motor,2,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000271_02601_d_0000386.jpg,truck,4,0,True,1,0,0,['0']
0000271_03001_d_0000387.jpg,van,1,0,True,1,0,0,['0']
0000271_03801_d_0000391.jpg,van,2,0,True,1,0,0,['0']
0000271_04401_d_0000394.jpg,truck,5,1,True,1,1,1,['1']
0000271_04801_d_0000396.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000271_05001_d_0000397.jpg,car,4,20,True,2,"There are several cars in the image, but I cannot provide an exact number without more specific information.",20,"['There are several cars in the image, but I cannot provide an exact number without more specific information.', '20']"
0000271_05201_d_0000398.jpg,pedestrian,2,0,True,1,0,0,['0']
0000271_05401_d_0000399.jpg,van,2,0,True,1,0,0,['0']
0000271_05601_d_0000400.jpg,truck,1,0,True,1,0,0,['0']
0000271_05801_d_0000401.jpg,truck,1,0,True,1,0,0,['0']
0000271_06001_d_0000402.jpg,tricycle,1,0,True,1,0,0,['0']
0000271_06201_d_0000403.jpg,motor,11,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000271_06401_d_0000404.jpg,bicycle,1,0,True,1,0,0,['0']
0000271_06601_d_0000405.jpg,pedestrian,1,0,True,1,0,0,['0']
0000271_06801_d_0000406.jpg,van,2,0,True,1,0,0,['0']
0000271_07001_d_0000407.jpg,tricycle,1,0,True,1,0,0,['0']
0000271_07201_d_0000408.jpg,bicycle,1,0,True,1,0,0,['0']
0000271_07401_d_0000409.jpg,motor,1,0,True,2,Many,0,"['Many', '0']"
0000273_05601_d_0000466.jpg,truck,7,1,True,1,1,1,['1']
0000276_00001_d_0000507.jpg,car,5,0,True,1,0,0,['0']
0000276_00401_d_0000509.jpg,tricycle,1,0,True,1,0,0,['0']
0000276_00601_d_0000510.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000276_01001_d_0000512.jpg,van,1,0,True,1,0,0,['0']
0000276_01201_d_0000513.jpg,car,4,5,True,1,5,5,['5']
0000276_01401_d_0000514.jpg,van,1,0,True,1,0,0,['0']
0000276_01801_d_0000516.jpg,truck,2,2,True,1,2,2,['2']
0000276_02201_d_0000518.jpg,car,2,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000276_02401_d_0000519.jpg,car,1,3,True,1,3,3,['3']
0000276_02601_d_0000520.jpg,truck,4,2,True,1,2,2,['2']
0000276_02801_d_0000521.jpg,truck,3,3,True,1,3,3,['3']
0000276_03001_d_0000522.jpg,car,5,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000276_03201_d_0000523.jpg,car,3,0,True,2,"There are several cars in the image, but I cannot provide an exact number without more specific information.",0,"['There are several cars in the image, but I cannot provide an exact number without more specific information.', '0']"
0000276_03401_d_0000524.jpg,car,5,20,True,2,"There are several cars in the image, but I cannot provide an exact number without more specific information.",20,"['There are several cars in the image, but I cannot provide an exact number without more specific information.', '20']"
0000276_03601_d_0000525.jpg,van,1,0,True,1,0,0,['0']
0000276_03801_d_0000526.jpg,truck,8,0,True,1,0,0,['0']
0000276_04001_d_0000527.jpg,bus,1,0,True,1,0,0,['0']
0000276_04201_d_0000528.jpg,truck,10,3,True,1,3,3,['3']
0000276_04401_d_0000529.jpg,truck,6,2,True,1,2,2,['2']
0000276_04601_d_0000530.jpg,truck,1,0,True,1,0,0,['0']
0000276_04801_d_0000531.jpg,truck,3,2,True,1,2,2,['2']
0000276_05001_d_0000532.jpg,car,2,4,True,1,4,4,['4']
0000276_05201_d_0000533.jpg,car,3,3,True,1,3,3,['3']
0000276_06001_d_0000537.jpg,truck,1,0,True,1,0,0,['0']
0000277_00001_d_0000539.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000277_00201_d_0000540.jpg,car,28,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000277_00401_d_0000541.jpg,van,3,0,True,1,0,0,['0']
0000277_01401_d_0000546.jpg,people,2,10,True,1,10,10,['10']
0000277_01601_d_0000547.jpg,motor,2,20,True,2,Many,20,"['Many', '20']"
0000277_01801_d_0000548.jpg,truck,2,0,True,1,0,0,['0']
0000277_02001_d_0000549.jpg,van,5,2,True,1,2,2,['2']
0000277_02201_d_0000550.jpg,car,28,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000277_02401_d_0000551.jpg,pedestrian,1,0,True,1,0,0,['0']
0000277_02601_d_0000552.jpg,van,2,2,True,1,2,2,['2']
0000277_03201_d_0000554.jpg,car,23,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000277_03401_d_0000555.jpg,people,3,0,True,1,0,0,['0']
0000277_03601_d_0000556.jpg,tricycle,1,0,True,1,0,0,['0']
0000277_04001_d_0000558.jpg,pedestrian,3,0,True,1,0,0,['0']
0000277_04201_d_0000559.jpg,pedestrian,2,0,True,1,0,0,['0']
0000277_04401_d_0000560.jpg,truck,1,0,True,1,0,0,['0']
0000277_04601_d_0000561.jpg,car,28,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000277_05001_d_0000562.jpg,van,1,0,True,1,0,0,['0']
0000280_00001_d_0000612.jpg,tricycle,1,0,True,1,0,0,['0']
0000280_00201_d_0000613.jpg,bicycle,1,1,True,1,1,1,['1']
0000280_00401_d_0000614.jpg,pedestrian,2,1,True,1,1,1,['1']
0000280_00601_d_0000615.jpg,tricycle,1,0,True,1,0,0,['0']
0000280_00801_d_0000616.jpg,people,4,0,True,1,0,0,['0']
0000280_01001_d_0000617.jpg,pedestrian,1,0,True,1,0,0,['0']
0000280_01201_d_0000618.jpg,van,2,0,True,1,0,0,['0']
0000280_01401_d_0000619.jpg,pedestrian,5,1,True,1,1,1,['1']
0000280_01601_d_0000620.jpg,people,1,0,True,1,0,0,['0']
0000280_01801_d_0000621.jpg,car,17,100,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",100,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '100']"
0000280_02001_d_0000622.jpg,bicycle,1,0,True,1,0,0,['0']
0000280_02201_d_0000623.jpg,van,1,0,True,1,0,0,['0']
0000280_02401_d_0000624.jpg,car,13,100,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",100,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '100']"
0000280_02601_d_0000625.jpg,van,1,0,True,1,0,0,['0']
0000280_02801_d_0000626.jpg,motor,2,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000280_03001_d_0000627.jpg,van,6,0,True,1,0,0,['0']
0000280_03201_d_0000628.jpg,bus,1,0,True,1,0,0,['0']
0000280_03401_d_0000629.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000283_00401_d_0000676.jpg,car,3,2,True,1,2,2,['2']
0000283_00601_d_0000677.jpg,truck,1,0,True,1,0,0,['0']
0000283_00801_d_0000678.jpg,car,1,2,True,1,2,2,['2']
0000283_01001_d_0000679.jpg,car,1,3,True,1,3,3,['3']
0000287_00001_d_0000759.jpg,truck,1,0,True,1,0,0,['0']
0000287_00201_d_0000760.jpg,motor,5,0,True,2,Many,0,"['Many', '0']"
0000287_00401_d_0000761.jpg,van,1,0,True,1,0,0,['0']
0000287_00601_d_0000762.jpg,motor,1,50,True,3,Many,50,"['Many', 'Many', '50']"
0000287_00801_d_0000763.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000287_01001_d_0000764.jpg,tricycle,2,0,True,1,0,0,['0']
0000287_01201_d_0000765.jpg,van,3,0,True,1,0,0,['0']
0000287_01401_d_0000766.jpg,car,11,50,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",50,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '50']"
0000287_01601_d_0000767.jpg,van,3,0,True,1,0,0,['0']
0000287_01801_d_0000768.jpg,motor,1,0,True,1,0,0,['0']
0000287_02001_d_0000769.jpg,van,2,0,True,1,0,0,['0']
0000287_02201_d_0000770.jpg,car,11,3,True,1,3,3,['3']
0000287_02401_d_0000771.jpg,van,1,1,True,1,1,1,['1']
0000287_02601_d_0000772.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000287_02801_d_0000773.jpg,truck,1,1,True,1,1,1,['1']
0000287_03001_d_0000774.jpg,van,2,0,True,1,0,0,['0']
0000287_03401_d_0000776.jpg,truck,1,0,True,1,0,0,['0']
0000287_04601_d_0000780.jpg,van,2,0,True,1,0,0,['0']
0000287_04801_d_0000781.jpg,truck,1,0,True,1,0,0,['0']
0000287_05001_d_0000782.jpg,van,2,0,True,1,0,0,['0']
0000289_00001_d_0000811.jpg,car,15,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000289_00201_d_0000812.jpg,motor,3,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000289_00401_d_0000813.jpg,bicycle,3,0,True,1,0,0,['0']
0000289_00601_d_0000814.jpg,motor,3,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000289_00801_d_0000815.jpg,awning-tricycle,1,0,True,1,0,0,['0']
0000289_01001_d_0000816.jpg,tricycle,1,0,True,1,0,0,['0']
0000289_01201_d_0000817.jpg,awning-tricycle,3,0,True,1,0,0,['0']
0000289_01401_d_0000818.jpg,van,2,0,True,1,0,0,['0']
0000289_01601_d_0000819.jpg,van,1,0,True,1,0,0,['0']
0000289_02001_d_0000821.jpg,bicycle,2,0,True,1,0,0,['0']
0000289_02201_d_0000822.jpg,car,13,10,True,1,10,10,['10']
0000289_02401_d_0000823.jpg,car,15,20,True,2,"There are many cars in this image, but I cannot provide an exact number without seeing the image.",20,"['There are many cars in this image, but I cannot provide an exact number without seeing the image.', '20']"
0000289_02601_d_0000824.jpg,motor,1,100,True,2,Many,Over 100,"['Many', 'Over 100']"
0000289_03001_d_0000826.jpg,motor,3,100,True,2,Many,Over 100,"['Many', 'Over 100']"
