image,image_path,target_class,gt_count,csv_bucket,recomputed_bucket,bucket_match
0000154_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_00001_d_0000001.jpg,tricycle,1,1,1,True
0000154_00401_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_00401_d_0000001.jpg,tricycle,2,2,2,True
0000154_00801_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_00801_d_0000001.jpg,people,2,2,2,True
0000154_01201_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_01201_d_0000001.jpg,people,2,2,2,True
0000154_01601_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_01601_d_0000001.jpg,motor,1,1,1,True
0000154_02001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_02001_d_0000001.jpg,van,2,2,2,True
0000155_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_00001_d_0000001.jpg,bus,2,2,2,True
0000155_00401_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_00401_d_0000001.jpg,bicycle,1,1,1,True
0000155_00801_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_00801_d_0000001.jpg,pedestrian,2,2,2,True
0000155_01201_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_01201_d_0000001.jpg,awning-tricycle,1,1,1,True
0000155_01601_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_01601_d_0000001.jpg,awning-tricycle,1,1,1,True
0000155_01871_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_01871_d_0000001.jpg,van,3,3,3,True
0000162_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000162_00001_d_0000001.jpg,awning-tricycle,1,1,1,True
0000162_00401_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000162_00401_d_0000001.jpg,motor,1,1,1,True
0000162_00801_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000162_00801_d_0000001.jpg,car,3,3,3,True
0000162_01058_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000162_01058_d_0000001.jpg,motor,3,3,3,True
0000163_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000163_00001_d_0000001.jpg,truck,5,4 or more,4 or more,True
0000163_00359_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000163_00359_d_0000001.jpg,van,1,1,1,True
0000165_04325_d_0000105.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000165_04325_d_0000105.jpg,bicycle,2,2,2,True
0000166_00558_d_0000118.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000166_00558_d_0000118.jpg,van,4,4 or more,4 or more,True
0000193_00000_d_0000103.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_00000_d_0000103.jpg,truck,1,1,1,True
0000193_01497_d_0000111.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_01497_d_0000111.jpg,van,2,2,2,True
0000193_01705_d_0000112.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_01705_d_0000112.jpg,awning-tricycle,2,2,2,True
0000193_01876_d_0000113.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_01876_d_0000113.jpg,car,9,4 or more,4 or more,True
0000193_02029_d_0000114.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02029_d_0000114.jpg,people,6,4 or more,4 or more,True
0000193_02212_d_0000115.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02212_d_0000115.jpg,car,1,1,1,True
0000193_02416_d_0000116.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02416_d_0000116.jpg,van,1,1,1,True
0000193_02606_d_0000117.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02606_d_0000117.jpg,motor,2,2,2,True
0000193_02725_d_0000118.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000193_02725_d_0000118.jpg,motor,3,3,3,True
0000194_00000_d_0000119.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00000_d_0000119.jpg,tricycle,2,2,2,True
0000194_00200_d_0000120.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00200_d_0000120.jpg,motor,1,1,1,True
0000194_00399_d_0000121.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00399_d_0000121.jpg,people,1,1,1,True
0000194_00625_d_0000122.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00625_d_0000122.jpg,tricycle,4,4 or more,4 or more,True
0000194_00800_d_0000123.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00800_d_0000123.jpg,car,3,3,3,True
0000194_00998_d_0000124.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_00998_d_0000124.jpg,car,4,4 or more,4 or more,True
0000194_01192_d_0000125.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000194_01192_d_0000125.jpg,van,1,1,1,True
0000196_04512_d_0000144.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000196_04512_d_0000144.jpg,motor,1,1,1,True
0000199_01269_d_0000166.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000199_01269_d_0000166.jpg,awning-tricycle,1,1,1,True
0000213_02500_d_0000240.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_02500_d_0000240.jpg,car,7,4 or more,4 or more,True
0000213_02965_d_0000241.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_02965_d_0000241.jpg,pedestrian,1,1,1,True
0000213_03478_d_0000242.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_03478_d_0000242.jpg,tricycle,2,2,2,True
0000213_03920_d_0000243.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_03920_d_0000243.jpg,bicycle,3,3,3,True
0000213_04405_d_0000244.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_04405_d_0000244.jpg,bicycle,1,1,1,True
0000213_04998_d_0000245.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_04998_d_0000245.jpg,tricycle,4,4 or more,4 or more,True
0000213_05340_d_0000246.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_05340_d_0000246.jpg,truck,1,1,1,True
0000213_05745_d_0000247.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000213_05745_d_0000247.jpg,tricycle,3,3,3,True
0000215_00000_d_0000256.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_00000_d_0000256.jpg,tricycle,2,2,2,True
0000215_00447_d_0000257.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_00447_d_0000257.jpg,van,5,4 or more,4 or more,True
0000215_00909_d_0000258.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_00909_d_0000258.jpg,van,7,4 or more,4 or more,True
0000215_01395_d_0000259.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_01395_d_0000259.jpg,tricycle,2,2,2,True
0000215_01869_d_0000260.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_01869_d_0000260.jpg,van,2,2,2,True
0000215_02319_d_0000261.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_02319_d_0000261.jpg,awning-tricycle,5,4 or more,4 or more,True
0000215_02667_d_0000262.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_02667_d_0000262.jpg,bicycle,1,1,1,True
0000215_02932_d_0000263.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_02932_d_0000263.jpg,van,4,4 or more,4 or more,True
0000215_03226_d_0000264.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000215_03226_d_0000264.jpg,van,1,1,1,True
0000216_00520_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000216_00520_d_0000001.jpg,car,24,4 or more,4 or more,True
0000220_01242_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000220_01242_d_0000004.jpg,bus,1,1,1,True
0000223_01802_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000223_01802_d_0000005.jpg,car,7,4 or more,4 or more,True
0000237_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000237_00001_d_0000001.jpg,motor,1,1,1,True
0000242_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00001_d_0000001.jpg,truck,2,2,2,True
0000242_00500_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00500_d_0000002.jpg,car,8,4 or more,4 or more,True
0000242_00627_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00627_d_0000003.jpg,truck,1,1,1,True
0000242_00843_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00843_d_0000004.jpg,car,2,2,2,True
0000242_00963_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_00963_d_0000005.jpg,pedestrian,1,1,1,True
0000242_01139_d_0000006.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_01139_d_0000006.jpg,motor,2,2,2,True
0000242_01475_d_0000007.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_01475_d_0000007.jpg,tricycle,1,1,1,True
0000242_01912_d_0000008.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_01912_d_0000008.jpg,car,4,4 or more,4 or more,True
0000242_02400_d_0000009.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_02400_d_0000009.jpg,motor,1,1,1,True
0000242_02762_d_0000010.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_02762_d_0000010.jpg,car,18,4 or more,4 or more,True
0000242_03199_d_0000011.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_03199_d_0000011.jpg,car,3,3,3,True
0000242_03668_d_0000012.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_03668_d_0000012.jpg,van,1,1,1,True
0000242_04116_d_0000013.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_04116_d_0000013.jpg,awning-tricycle,1,1,1,True
0000242_04600_d_0000014.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_04600_d_0000014.jpg,awning-tricycle,1,1,1,True
0000242_05059_d_0000015.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_05059_d_0000015.jpg,motor,2,2,2,True
0000242_05570_d_0000016.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_05570_d_0000016.jpg,car,5,4 or more,4 or more,True
0000242_06010_d_0000017.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_06010_d_0000017.jpg,car,2,2,2,True
0000242_06452_d_0000018.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000242_06452_d_0000018.jpg,bus,1,1,1,True
0000244_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_00001_d_0000001.jpg,van,1,1,1,True
0000244_00500_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_00500_d_0000002.jpg,awning-tricycle,5,4 or more,4 or more,True
0000244_01000_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_01000_d_0000003.jpg,car,10,4 or more,4 or more,True
0000244_01500_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_01500_d_0000004.jpg,bus,1,1,1,True
0000244_02000_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_02000_d_0000005.jpg,van,4,4 or more,4 or more,True
0000244_02500_d_0000006.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_02500_d_0000006.jpg,van,5,4 or more,4 or more,True
0000244_03000_d_0000007.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_03000_d_0000007.jpg,bus,1,1,1,True
0000244_03500_d_0000008.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_03500_d_0000008.jpg,awning-tricycle,2,2,2,True
0000244_04000_d_0000009.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_04000_d_0000009.jpg,motor,1,1,1,True
0000244_04400_d_0000010.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_04400_d_0000010.jpg,truck,5,4 or more,4 or more,True
0000244_04900_d_0000011.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_04900_d_0000011.jpg,truck,7,4 or more,4 or more,True
0000244_05400_d_0000012.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_05400_d_0000012.jpg,tricycle,2,2,2,True
0000244_05900_d_0000013.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_05900_d_0000013.jpg,car,5,4 or more,4 or more,True
0000244_06388_d_0000014.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000244_06388_d_0000014.jpg,car,1,1,1,True
0000249_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_00001_d_0000001.jpg,awning-tricycle,1,1,1,True
0000249_00235_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000249_00235_d_0000002.jpg,car,10,4 or more,4 or more,True
