image,image_path,target_class,gt_count,area_ratios,csv_bucket,recomputed_bucket,bucket_match
0000021_00500_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000021_00500_d_0000002.jpg,pedestrian,2,"[0.001574, 0.00135, 0.000347, 0.000339, 0.00023, 0.000174, 7.7e-05]",2,2,True
0000021_00800_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000021_00800_d_0000003.jpg,pedestrian,2,"[0.001154, 0.001134, 0.000503]",2,2,True
0000022_00000_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,pedestrian,7,"[0.004659, 0.004456, 0.003009, 0.002701, 0.002085, 0.001458, 0.00125, 0.000777, 0.000721, 0.000625, 0.000615, 0.000602, 0.00053, 0.00053, 0.000463, 0.000382, 0.00037, 0.000284, 0.000284, 0.000278, 0.00026, 0.000247, 7.7e-05]",4 or more,4 or more,True
0000022_00500_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000022_00500_d_0000005.jpg,pedestrian,6,"[0.009253, 0.00287, 0.002469, 0.001952, 0.00136, 0.001215, 0.000781, 0.000721, 0.000679, 0.000637, 0.000556, 0.000556, 0.000355, 0.000243, 0.000208, 0.000208, 9.8e-05]",4 or more,4 or more,True
0000022_01036_d_0000006.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,pedestrian,8,"[0.003628, 0.002836, 0.002658, 0.002407, 0.002407, 0.00208, 0.002066, 0.002045]",4 or more,4 or more,True
0000022_01251_d_0000007.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,motor,2,"[0.008958, 0.008125]",2,2,True
0000023_00000_d_0000008.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,pedestrian,6,"[0.004456, 0.004392, 0.003059, 0.002618, 0.001782, 0.00125, 0.000777, 0.000552, 0.000486, 0.000417, 0.000417, 0.000365, 0.000355, 0.000351, 0.000284, 0.000278, 0.000231, 0.000203, 0.000185, 8.7e-05]",4 or more,4 or more,True
0000023_00300_d_0000009.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000023_00300_d_0000009.jpg,people,5,"[0.003289, 0.001956, 0.001782, 0.001597, 0.001119, 0.000764, 0.000476]",4 or more,4 or more,True
0000023_00868_d_0000010.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,pedestrian,10,"[0.007813, 0.005536, 0.004635, 0.003619, 0.003194, 0.002706, 0.002706, 0.002199, 0.001269, 0.001269]",4 or more,4 or more,True
0000023_01233_d_0000011.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,motor,2,"[0.011159, 0.009105]",2,2,True
0000024_00000_d_0000012.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,pedestrian,9,"[0.003349, 0.00305, 0.002951, 0.002419, 0.002218, 0.002218, 0.001979, 0.001902, 0.00125, 0.00081, 0.000617, 0.000513, 0.000509]",4 or more,4 or more,True
0000024_00500_d_0000013.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,motor,3,"[0.005853, 0.002811, 0.002755]",3,3,True
0000024_01000_d_0000014.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,pedestrian,3,"[0.001806, 0.001574, 0.001512, 0.000764, 0.000478, 0.000405, 0.00027, 0.000185, 6.9e-05, 4.6e-05]",3,3,True
0000024_01543_d_0000015.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000024_01543_d_0000015.jpg,pedestrian,7,"[0.003889, 0.003279, 0.003102, 0.003038, 0.002662, 0.00239, 0.001875]",4 or more,4 or more,True
0000026_00000_d_0000024.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_00000_d_0000024.jpg,van,1,[0.034123],1,1,True
0000026_00500_d_0000025.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_00500_d_0000025.jpg,car,10,"[0.020392, 0.018237, 0.017863, 0.017093, 0.016409, 0.015779, 0.015104, 0.014035, 0.011901, 0.011845]",4 or more,4 or more,True
0000026_01000_d_0000026.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_01000_d_0000026.jpg,motor,2,"[0.001338, 0.00129, 0.000858]",2,2,True
0000026_01500_d_0000027.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_01500_d_0000027.jpg,pedestrian,1,[0.00113],1,1,True
0000026_02000_d_0000028.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_02000_d_0000028.jpg,car,9,"[0.0203, 0.018651, 0.016661, 0.016613, 0.015817, 0.010035, 0.009135, 0.003014, 0.002191]",4 or more,4 or more,True
0000026_02500_d_0000029.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_02500_d_0000029.jpg,van,2,"[0.014638, 0.013106]",2,2,True
0000026_03000_d_0000030.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_03000_d_0000030.jpg,van,1,[0.013143],1,1,True
0000026_03500_d_0000031.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_03500_d_0000031.jpg,pedestrian,1,"[0.001319, 0.00096]",1,1,True
0000026_04000_d_0000032.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_04000_d_0000032.jpg,car,12,"[0.02083, 0.020088, 0.019439, 0.016794, 0.015763, 0.014115, 0.013968, 0.011096, 0.011055, 0.010948, 0.009758, 0.00853]",4 or more,4 or more,True
0000026_04500_d_0000033.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_04500_d_0000033.jpg,tricycle,1,[0.003503],1,1,True
0000026_04978_d_0000034.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000026_04978_d_0000034.jpg,truck,1,[0.001951],1,1,True
0000055_00000_d_0000109.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000055_00000_d_0000109.jpg,people,18,"[0.005, 0.003997, 0.003385, 0.00287, 0.002157, 0.002157, 0.002052, 0.001977, 0.001906, 0.001867, 0.001719, 0.001642, 0.001447, 0.0014, 0.001186, 0.001111, 0.001082, 0.001026, 0.000897, 0.00088, 0.000783, 0.000764, 0.000756, 0.000723, 0.000723, 0.000718, 0.0007, 0.000602, 0.000552, 0.00053, 0.000469, 0.000424, 0.000324]",4 or more,4 or more,True
0000055_00714_d_0000110.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000055_00714_d_0000110.jpg,motor,13,"[0.006944, 0.005353, 0.004414, 0.004253, 0.003987, 0.003511, 0.002691, 0.002639, 0.002593, 0.001736, 0.001736, 0.00162, 0.001094]",4 or more,4 or more,True
0000069_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000069_00001_d_0000001.jpg,motor,3,"[0.003431, 0.001649, 0.001064, 0.000946, 0.000854]",3,3,True
0000069_00483_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000069_00483_d_0000002.jpg,people,3,"[0.007958, 0.00124, 0.001064]",3,3,True
0000069_00713_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000069_00713_d_0000003.jpg,pedestrian,23,"[0.014654, 0.013804, 0.01298, 0.01297, 0.01271, 0.011634, 0.00812, 0.005369, 0.00471, 0.004687, 0.004508, 0.002522, 0.002284, 0.001911, 0.001574, 0.001437, 0.001417, 0.001312, 0.001251, 0.001238, 0.00115, 0.00113, 0.001015, 0.000877, 0.000768, 0.000767, 0.000752, 0.000727, 0.000719, 0.000623, 0.000588, 0.000505, 0.000438, 0.000415]",4 or more,4 or more,True
0000069_01109_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000069_01109_d_0000004.jpg,motor,2,"[0.001384, 0.001105]",2,2,True
0000069_01878_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000069_01878_d_0000005.jpg,bicycle,1,[0.00134],1,1,True
0000069_02163_d_0000006.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000069_02163_d_0000006.jpg,tricycle,1,[0.001211],1,1,True
0000069_02480_d_0000007.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000069_02480_d_0000007.jpg,car,10,"[0.002284, 0.00223, 0.001911, 0.001895, 0.001672, 0.001299, 0.00125, 0.001087, 0.001081, 0.00107, 0.000846, 0.000529, 0.000327, 0.000243, 0.000231, 0.000188, 0.000161, 0.000125]",4 or more,4 or more,True
0000072_02834_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000072_02834_d_0000003.jpg,bicycle,1,[0.001579],1,1,True
0000076_02142_d_0000009.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000076_02142_d_0000009.jpg,truck,6,"[0.030137, 0.012413, 0.011188, 0.008343, 0.004898, 0.002609]",4 or more,4 or more,True
0000081_00000_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000081_00000_d_0000001.jpg,people,4,"[0.002571, 0.001713, 0.001296, 0.001157, 0.000754, 0.000652, 0.000567, 0.00053, 0.000525, 0.000492, 0.000463, 0.000459, 0.000417, 0.000324, 0.000318, 0.000276, 0.000276, 0.000231]",4 or more,4 or more,True
0000086_00000_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000086_00000_d_0000001.jpg,pedestrian,20,"[0.004664, 0.004583, 0.004572, 0.004263, 0.004252, 0.003804, 0.003457, 0.002512, 0.002355, 0.002351, 0.002315, 0.002272, 0.002236, 0.002053, 0.001869, 0.001833, 0.001813, 0.001576, 0.001562, 0.001142, 0.000903, 0.000729, 0.000723, 0.000679]",4 or more,4 or more,True
0000086_00592_d_0000002.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000086_00592_d_0000002.jpg,people,13,"[0.006617, 0.003484, 0.003152, 0.002836, 0.00272, 0.002483, 0.002014, 0.001977, 0.001856, 0.001678, 0.001198, 0.001142, 0.001094, 0.000849, 0.000833, 0.000764, 0.000602, 0.000602, 0.000573, 0.000521, 0.000403, 0.000351, 0.000293, 0.000185, 0.00015]",4 or more,4 or more,True
0000086_01084_d_0000003.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000086_01084_d_0000003.jpg,bicycle,1,[0.001246],1,1,True
0000086_01443_d_0000004.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000086_01443_d_0000004.jpg,pedestrian,25,"[0.007211, 0.002843, 0.00244, 0.00244, 0.002307, 0.002292, 0.002174, 0.002164, 0.001944, 0.001796, 0.001736, 0.001736, 0.001499, 0.001443, 0.001429, 0.001327, 0.001323, 0.001319, 0.001273, 0.001246, 0.001128, 0.001053, 0.001028, 0.001017, 0.001017, 0.000984, 0.000972, 0.000951, 0.000926, 0.000918, 0.000918, 0.000918, 0.000864, 0.000853, 0.000853, 0.000833, 0.000833, 0.00081, 0.00081, 0.000787, 0.000781, 0.000777, 0.000777, 0.000723, 0.000702, 0.0007, 0.000671, 0.000625, 0.000615, 0.000615, 0.000615, 0.000594, 0.000594, 0.000594, 0.000567, 0.000513, 0.000509, 0.000503, 0.000503, 0.000503, 0.000486, 0.000482, 0.000482, 0.000434, 0.000424, 0.000399, 0.000392, 0.000386, 0.000382, 0.000355, 0.000347, 0.00034, 0.00033, 0.000324, 0.000324, 0.000293, 0.000284, 0.00026, 0.000243, 0.00023, 0.000208, 0.000197, 0.000189]",4 or more,4 or more,True
0000086_01954_d_0000005.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000086_01954_d_0000005.jpg,people,10,"[0.002294, 0.001505, 0.001458, 0.001447, 0.001429, 0.001389, 0.001316, 0.001215, 0.001111, 0.001076, 0.000972, 0.000964, 0.000926, 0.000926, 0.00082, 0.000772, 0.000733, 0.000608, 0.000602, 0.00055, 0.000525, 0.000451, 0.000328, 0.000318, 0.000301, 0.000278, 0.000262, 0.000247, 0.00023, 0.000201, 0.000176, 0.000176, 0.000162, 0.000135, 0.000123, 0.000106, 0.000106, 0.000106, 9.6e-05, 8.7e-05, 8.5e-05, 5.4e-05, 4.6e-05]",4 or more,4 or more,True
0000103_00180_d_0000026.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_00180_d_0000026.jpg,pedestrian,1,[0.016632],1,1,True
0000103_00502_d_0000027.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_00502_d_0000027.jpg,pedestrian,2,"[0.013143, 0.009423]",2,2,True
0000103_01734_d_0000028.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_01734_d_0000028.jpg,car,3,"[0.34163, 0.167289, 0.064498]",3,3,True
0000103_02544_d_0000029.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_02544_d_0000029.jpg,pedestrian,1,[0.022645],1,1,True
0000103_02964_d_0000030.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_02964_d_0000030.jpg,truck,1,[0.082095],1,1,True
0000103_03349_d_0000031.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_03349_d_0000031.jpg,pedestrian,1,[0.015338],1,1,True
0000103_03738_d_0000032.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_03738_d_0000032.jpg,truck,1,[0.129461],1,1,True
0000103_04122_d_0000033.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_04122_d_0000033.jpg,pedestrian,3,"[0.004109, 0.003933, 0.003659]",3,3,True
0000103_04513_d_0000034.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_04513_d_0000034.jpg,car,1,[0.019223],1,1,True
0000103_04948_d_0000035.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000103_04948_d_0000035.jpg,car,1,[0.068795],1,1,True
0000115_00315_d_0000080.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000115_00315_d_0000080.jpg,pedestrian,1,"[0.001508, 0.000978, 0.000806, 0.000386, 9.6e-05, 9.3e-05, 8.5e-05, 8.5e-05, 7.7e-05, 6.9e-05, 6.9e-05, 6.9e-05, 6.9e-05, 6.4e-05, 6.4e-05, 6.2e-05, 5.2e-05, 4.6e-05, 4.6e-05, 2.7e-05]",1,1,True
0000115_00796_d_0000081.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000115_00796_d_0000081.jpg,tricycle,1,[0.001563],1,1,True
0000115_01031_d_0000082.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000115_01031_d_0000082.jpg,car,9,"[0.010887, 0.009414, 0.007772, 0.003565, 0.00331, 0.002431, 0.002431, 0.001406, 0.001256, 0.000806, 0.000772]",4 or more,4 or more,True
0000116_00351_d_0000083.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000116_00351_d_0000083.jpg,pedestrian,3,"[0.001466, 0.001103, 0.0011, 0.000984, 0.000926, 0.000885, 0.000552, 0.000339, 0.000311, 0.00023, 0.00023, 0.000185, 0.000174, 0.000135]",3,3,True
0000116_00819_d_0000084.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000116_00819_d_0000084.jpg,motor,4,"[0.003958, 0.003912, 0.003819, 0.001256, 0.000309, 0.000297, 0.000203, 0.000135]",4 or more,4 or more,True
0000116_01059_d_0000085.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000116_01059_d_0000085.jpg,car,7,"[0.007531, 0.004948, 0.004132, 0.003989, 0.00365, 0.002926, 0.001563, 0.000405, 0.000278]",4 or more,4 or more,True
0000116_01338_d_0000086.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000116_01338_d_0000086.jpg,pedestrian,1,"[0.001053, 0.000694, 0.00037, 0.000339, 0.000311, 0.000231, 0.000231, 0.00023, 0.000162, 0.000162, 0.000145, 0.000125, 0.000116, 0.000116, 0.000108, 0.000104]",1,1,True
0000117_00112_d_0000087.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000117_00112_d_0000087.jpg,people,2,"[0.001834, 0.001081, 0.000484, 0.000484, 0.000237, 0.000221, 0.000201, 0.000169, 0.000164]",2,2,True
0000117_01326_d_0000088.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000117_01326_d_0000088.jpg,van,3,"[0.008195, 0.002893, 0.001096]",3,3,True
0000117_01731_d_0000089.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000117_01731_d_0000089.jpg,motor,2,"[0.003111, 0.002246, 0.000985, 0.000309]",2,2,True
0000117_02708_d_0000090.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000117_02708_d_0000090.jpg,tricycle,1,"[0.001749, 0.000961]",1,1,True
0000117_03096_d_0000091.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000117_03096_d_0000091.jpg,car,5,"[0.018612, 0.007157, 0.004325, 0.001807, 0.001379, 0.000976, 0.000942, 0.00078, 0.000707]",4 or more,4 or more,True
0000129_02411_d_0000138.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000129_02411_d_0000138.jpg,truck,6,"[0.003082, 0.002154, 0.001698, 0.001601, 0.001517, 0.001499, 0.000639]",4 or more,4 or more,True
0000153_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000153_00001_d_0000001.jpg,truck,2,"[0.012924, 0.002508]",2,2,True
0000153_00401_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000153_00401_d_0000001.jpg,awning-tricycle,1,"[0.015718, 0.000648, 0.000367, 0.000361, 0.000226, 0.000139, 7.7e-05]",1,1,True
0000153_00801_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000153_00801_d_0000001.jpg,motor,3,"[0.004714, 0.002294, 0.001464, 0.000696, 0.000149, 0.000139, 0.000127, 0.000125, 9.6e-05, 9.6e-05, 9.6e-05, 7.7e-05, 6.8e-05, 3.5e-05]",3,3,True
0000153_01201_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000153_01201_d_0000001.jpg,bicycle,1,[0.00235],1,1,True
0000153_01601_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000153_01601_d_0000001.jpg,tricycle,1,[0.001003],1,1,True
0000153_01801_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000153_01801_d_0000001.jpg,awning-tricycle,1,[0.001958],1,1,True
0000154_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_00001_d_0000001.jpg,tricycle,1,"[0.002126, 0.000521, 0.000376]",1,1,True
0000154_00401_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_00401_d_0000001.jpg,tricycle,2,"[0.001759, 0.001188, 0.000849, 0.000656]",2,2,True
0000154_00801_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_00801_d_0000001.jpg,people,2,"[0.001435, 0.001256, 0.000953, 0.000833, 0.000787, 0.000689, 0.000579, 0.000278, 0.000162, 0.000154, 0.000149, 0.000135, 0.000135, 0.000116, 0.000108, 9.6e-05, 8.7e-05, 7.7e-05, 7.7e-05, 6.2e-05, 6.2e-05, 6.2e-05, 4.6e-05]",2,2,True
0000154_01201_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_01201_d_0000001.jpg,people,2,"[0.001049, 0.001019, 0.000972, 0.000694, 0.000328, 0.000293, 0.00026, 0.00023, 0.000176, 0.000174, 0.000135, 0.000116, 9.6e-05, 8.7e-05, 8.7e-05, 7.7e-05, 7.7e-05, 6.9e-05, 6.9e-05, 6.8e-05, 6.2e-05, 4.8e-05, 4.6e-05]",2,2,True
0000154_01601_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_01601_d_0000001.jpg,motor,1,"[0.001019, 0.000988, 0.000586, 0.000567, 0.00054, 0.000525, 0.000463, 0.00044, 0.000295, 0.000289, 0.000278, 0.00026, 0.000251, 0.000251, 0.000243, 0.000208, 0.000189, 0.000189, 0.00017, 0.000139, 0.000108, 9.3e-05, 8.7e-05, 8.7e-05, 6.9e-05, 6.8e-05]",1,1,True
0000154_02001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000154_02001_d_0000001.jpg,van,2,"[0.018573, 0.001146]",2,2,True
0000155_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_00001_d_0000001.jpg,bus,2,"[0.012645, 0.009693]",2,2,True
0000155_00401_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_00401_d_0000001.jpg,bicycle,1,"[0.001867, 0.00015]",1,1,True
0000155_00801_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_00801_d_0000001.jpg,pedestrian,2,"[0.001244, 0.00108, 0.000502, 0.000451, 0.000451, 0.000444, 0.000324, 0.000243, 9.3e-05]",2,2,True
0000155_01201_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_01201_d_0000001.jpg,awning-tricycle,1,"[0.002126, 0.000289, 0.00017]",1,1,True
0000155_01601_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_01601_d_0000001.jpg,awning-tricycle,1,"[0.001539, 0.000976, 0.00027, 0.000127]",1,1,True
0000155_01871_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000155_01871_d_0000001.jpg,van,3,"[0.007535, 0.004443, 0.001655, 0.000459, 0.000394, 0.000208, 0.000193]",3,3,True
0000162_00001_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000162_00001_d_0000001.jpg,awning-tricycle,1,"[0.001377, 0.000127]",1,1,True
0000162_00401_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000162_00401_d_0000001.jpg,motor,1,"[0.001319, 0.000723, 0.000666, 0.000424, 0.000405, 0.000309, 0.000191, 0.000185, 0.000149, 0.000123]",1,1,True
0000162_00801_d_0000001.jpg,/data/raja/Datasets/VisDrone/VisDrone2019-DET-val/images/0000162_00801_d_0000001.jpg,car,3,"[0.005621, 0.003854, 0.001094, 0.000868, 0.000843, 0.000586, 0.000463, 0.000255, 0.000139]",3,3,True
