videoID,question,prediction_text,predicted_idx,answer_idx,correct
11584566583,how many people can be seen in the video,1,1,1,True
5064681723,how did the baby keep his head warm,4,4,2,False
9213637099,where is this,2,2,2,True
8253302563,where is this happening,3,3,3,True
7088595057,where is this video taken,2,2,2,True
6329077812,where is the baby while him was fed milk,1,1,1,True
3469864014,how many cats were there,3,3,1,False
4626535366,what is the possible relationship among the people,3,3,3,True
4970148391,what is the boy hitting that it splashes water on his face,0: water balloon,0,0,True
6754608321,how many people are shown in the video,1,1,1,True
6772999108,what did the girl do in the middle of the video,1,1,3,False
10001787725,where are the people hanging out,2,2,2,True
6097994550,how many men were there,4,4,1,False
4264435046,how many dogs are there,1,1,1,True
2400715506,how did the person handle the animal,2,2,2,True
4092992100,how many people are filmed,2,2,2,True
8531675050,how many people are acting on the stage,0: two,0,0,True
7728559968,how are the kittens positioned at the start,4,4,4,True
5145526755,where is this happening,4,4,4,True
2932897373,what is the relationship between the man in grey and the lady in white,3,3,3,True
10030609934,where is this video taken,4,4,4,True
11587211476,how did the people protect themselves from the cold weather,4,4,4,True
6329954198,how did the man in black adjust his position,1,1,1,True
4465235803,where is this happening,3,3,3,True
3121571439,where is this happening,4,4,1,False
2454242177,where is the baby is playing,4,4,1,False
11681746823,where are the people hanging out,3,3,3,True
10109097475,how many planes are involved in the video,3,3,3,True
5297811305,where is this happening,3,3,3,True
3218498932,what is the relationship between the boys in the videos,3,3,3,True
6277800530,how many people were on the jeep,2,2,2,True
8505893258,how many people were in the video,1,1,2,False
6300775954,where is this video taken,4,4,4,True
4465235803,how many people are involved in the video,3,3,2,False
2829462646,what event is occuring,1,1,1,True
6024684644,where is this place,4,4,4,True
5429688959,how many people are playing instruments,2,2,2,True
4838145161,what is the animal shown in the video,4,4,4,True
8513603944,how many children are there,2,2,1,False
2809330695,how many times does the baby attempt to flip over,1,1,4,False
3814690167,who did the baby approach at the start,1,1,0,False
3524939594,what is the relationship between the men,4,4,1,False
4740074365,what is the occasion in the video,1,1,1,True
9917882506,where are the children riding the bicycle,2,2,2,True
4103088549,where is this place,0,0,0,True
3218498932,where could this be happening,2,2,2,True
4276006683,how many people are involved in the video,0,0,3,False
3711681535,what actvity is being carried out,4,4,4,True
3708066257,what colour shirt were the guy and girl wearing,0,0,0,True
4244817395,what is the relationship between the boy and the adults,3,3,3,True
3489439407,what profession are these people,1,1,1,True
2535384528,where is the man playing golf,1,1,1,True
6096998186,how many items was the woman in blonde hair holding at the end,3,3,3,True
4412508597,where are the people,3,3,3,True
3455926688,what happened to the kite at the end of the video,4,4,0,False
5521781780,how many people were under the umbrella,0,0,4,False
2782658657,where were the girls,2,2,2,True
5070310138,what is the baby sitting in,1,1,1,True
4488066715,what is the baby sucking on,2,2,2,True
6300775954,what does the lady do with the barbell at the end,3,3,0,False
3158022797,how many people were playing together,3,3,1,False
8024853715,where are the children in the video,3,3,3,True
6582763207,where is this video taken,0,0,0,True
3124551255,where could this be happening,1,1,1,True
3388598772,where is this happening,0,0,0,True
2809330695,what is the baby holding tight for a few times,3,3,0,False
11566980553,what present does the boy receive,0,0,0,True
5256928210,how many dogs are there,2,2,2,True
3105728894,what is the relationship between the people in the video,4,4,3,False
5863411262,where could this be happening,1,1,1,True
4782722858,who is the tallest among the three singers,3,3,3,True
2596300565,how does the baby push the pram differently in the start versus the end of the video,1,1,0,False
2573424030,where are the people hanging out,3,3,3,True
3974684583,how does the big cylinder being moved to the right position at the beginning,4,4,4,True
4688219212,where is this be happening,2,2,2,True
2503404966,where is the boy playing with the toy,1,1,1,True
3581585756,where are the people hanging out,0,0,0,True
5623068492,what activity is being carried out,3,3,0,False
3164519967,where is this video taken,1,1,1,True
2435633172,how many people are there,1,1,4,False
6018490041,what event could this be,4,4,2,False
3846475848,how many people are involved in the video,4,4,4,True
6356067859,how many children are involved in the video,1,1,1,True
3194558043,where are the people hanging out,0: performance stage,0,0,True
8318310610,where is this happening,4,4,4,True
3477387686,what was moving behind the dog and the girl at the start,0: another dog,0,0,True
8080432373,where is this video taken,0,0,0,True
5907839036,what is causing the shirt of the man in white to move in the middle,3,3,2,False
7572859950,where is the baby lying,1,1,1,True
12392885583,what colour is the boy s clothes,1,1,0,False
2736413196,where are the people at,3,3,1,False
5421648216,how many sheeps are involved in the video,3,3,2,False
3851913128,how many people are involved in the video,3,3,1,False
7786283208,how many children are there in total,1,1,1,True
5333075105,how did the man kept himself warm,1,1,2,False
5803861992,where is this video taken,4,4,4,True
5498331490,what does the cat do on the toilet bowl at the start,1,1,0,False
2976913210,what is the man adjusting in vehicle near the end,1,1,0,False
6142416815,how many children are in the video,0,0,0,True
5766018720,where is this video taken,3,3,3,True
5940941487,what is the man with guitar wearing,0,0,1,False
6480018109,how is the patient able to see clearly,1,1,1,True
4984331176,how does the girl in yellow position her legs before running through,1,1,0,False
3935853204,what is the colour of the shirt the woman controlling the screen is wearing,1,1,1,True
2976913210,what is the man trying to do in this video on his vehicle,1,1,1,True
4189100053,what is the relationship between the woman and the boy,4,4,4,True
3524939594,where are the men hanging out,4,4,4,True
3063380173,how many kittens are in the video,0,0,2,False
4978714491,where is this video taken,4,4,4,True
3456030972,where are the children sitting in,1,1,1,True
9873067604,how many people were singing,3,3,1,False
6860322796,how did the lady protect her eyes from the sun,1,1,1,True
2697214342,what is the relationship between the men,3,3,0,False
4762946272,what was in the bowl,4,4,4,True
5129152550,what is the relationship between the man speaking and people standing behind him,2,2,4,False
4740074365,what is the relationship between the two people slow dance in the middle,1,1,1,True
8594309349,where is the fish swimming towards at the end,1,1,1,True
9531760182,what is the relationship between the lady and the man,1,1,1,True
3380344744,where is the lady cleaning the baby,4,4,4,True
4798585428,where are they taking photos,1,1,1,True
4483447009,where could this be happening,3,3,0,False
3843551232,which dog is jumping back and forth,4,4,4,True
4087654898,how many children are there,2,2,0,False
2940373590,where are the people dancing,1,1,1,True
5445581571,what is the animal in the video,0,0,0,True
13515224395,where is the lady playing with the dog,3,3,0,False
5833145209,what is the animal shown in the video,0,0,0,True
2495861393,where are the people cooking,3,3,2,False
10309542255,which part of the body did the animals use to fight each other,1,1,0,False
3192668394,whose portrait is the woman in blue drawing in the room,4,4,4,True
6291413193,what is the colour of the cap the lady in white is wearing,1,1,4,False
3427674558,what is the relationship between the people on stage,1,1,1,True
2510696559,where is this happening,4,4,4,True
4857781123,where is the dog and the person hanging out,3,3,3,True
4075791856,where is this video taken,2,2,2,True
9217939684,where are the people hanging out,1,1,1,True
2461993294,how many audiences are there,0,0,0,True
4978714491,which bus arrives at the road gate first,0,0,0,True
5702201498,how is the man feeling the softness of the pillow,1,1,1,True
8024853715,where is this place,1,1,1,True
2821788355,where is this happening,1,1,1,True
3303565503,how many people are posing in this shoot,3,3,3,True
5205081904,where is the child hanging out,4,4,1,False
5702201498,how many people are present in the video,4,4,4,True
8594309349,why are there so many bubbles,3,3,2,False
6592821115,where is this video taken,3,3,3,True
8493226484,how many people are involved in the video,2,2,2,True
3555755537,how many people are in the video,1,1,1,True
3861485381,how many animals are in the video,2,2,4,False
6037747123,where is the santa claus decoration being placed,1,1,1,True
4138579400,what is the colour of the cup,1,1,2,False
3550839192,what is the baby sitting in,4,4,4,True
3897746373,where is this video taken,0,0,0,True
13884293626,where is this video taken,4,4,4,True
8531675050,what event is occuring,3,3,3,True
4838113006,where are the people hanging out,1,1,1,True
7508439506,what color shirt is the baby wearing,2,2,2,True
3355698421,how many people are there together,3,3,3,True
7651639778,how many people are present,1,1,2,False
5504913999,how did the man kept himself warm,3,3,2,False
9917882506,how many children are cycling,3,3,3,True
3049351381,where are the people hanging out,2,2,2,True
7571121368,where are the people hanging out,4,4,2,False
4147398280,where is the boy hanging out,4,4,4,True
2925298951,where are the women hanging out,0,0,0,True
4151403382,where are the boys hanging out,4,4,4,True
2833209794,what there hanging on the black bag owned by the man wearing yellow shirt,1,1,1,True
11670386946,where could this be happening,2,2,2,True
5840177726,how many people were cycling,3,3,3,True
5504913999,how did the man protect his head from injury,1,1,1,True
3526597179,where is this video taken,2,2,2,True
5533380417,which direction did the man turn at the first part of the video,3,3,0,False
2976913210,where is this place,4,4,0,False
2405940242,where is this video taken,4,4,2,False
4273039295,which season is this happening,4,4,0,False
6188449000,what was the colour of the paper that the boy is holding,4,4,1,False
4378803532,what is the relationship between the child in stripes and the man in red,3,3,3,True
8189958994,where is the person walking the dogs,4,4,0,False
3581585756,what is the relationship between the girl and the woman,4,4,0,False
6624174621,what are the event shown in the video,2,2,2,True
2604394962,where is this place,4,4,1,False
3261079025,what is the man in blue holding in his hands,4,4,4,True
2697261300,how many dogs are filmed,0,0,3,False
6895608152,where is this video taken,0,0,0,True
3581585756,how many adults are on the bus,1,1,0,False
5623068492,how did the two men protect their hands,1,1,0,False
11566930393,where could this be happening,2,2,2,True
3708066257,where are the people dancing,3,3,3,True
3270490566,what is the relationship between the people performing,1,1,1,True
4127497265,which part of the toy did the boy chew for the second time,4,4,0,False
6443512089,where is the child hanging out,0,0,0,True
8457210773,how many dogs are in the video,2,2,2,True
6988748711,where are the people working,1,1,1,True
3972259774,how many people are filmed by the camera,0,0,1,False
5858985747,whose phone the baby in yellow pick up at the end,1,1,1,True
7308042410,where did the man in white took the tools from,4,4,4,True
3078294001,where are the people hanging out,1,1,1,True
3105728894,how many people are practising their tricks in the video,4,4,0,False
8403741210,how many people are involved in the video,3,3,3,True
4189100053,how many people are involved in the video,1,1,1,True
2809330695,where is the baby resting,1,1,1,True
4083875373,where is the girl dancing,3,3,3,True
7691172922,what was the dog lying next to at the beginning,3,3,2,False
2987766537,what is the baby struggling to do in this video,1,1,2,False
4978714491,which bus runs off first after parking for a while,3,3,3,True
2679328607,what is the relationship between the man in red and the children,4,4,4,True
5877508141,where is this video taken,4,4,4,True
3375218204,what colour is the girl's shirt,1,1,2,False
2830899473,what is the relationship between the men,0: friends,0,0,True
7453733046,how many people are playing in the water playground,2,2,4,False
4024008346,where are the people hanging out,3,3,3,True
3902997424,what is the colour of the shirt of the lady cycling,4,4,3,False
2679130168,how many times did the girl try to stuff her face into the cushion in the beginning of the video,1,1,3,False
3741143820,what could be the relation between the people on the stage,3,3,4,False
6143391925,how many babies are there,1,1,0,False
5702201498,where is the man resting,4,4,4,True
5145526755,how many people are involved in the video,0,0,4,False
6024684644,what is the relationship between the woman and the man,1,1,3,False
2854886555,where is the boy picking the fruit,2,2,2,True
7330294814,where is this happening,1,1,1,True
3441428429,how many skaters are performing on the ice,4,4,4,True
2925298951,how many women are posing for the photo,2,2,0,False
6168295272,where is this video taken,1,1,1,True
2771402761,where are the people hanging out,2,2,2,True
6898821807,what did the taller boy wear while playing with the young boy,4,4,1,False
7442562474,how are the kittens positioned at the start of the video,4,4,4,True
8132842161,what color shirt is the baby wearing,0,0,0,True
5421648216,where is this happening,1,1,1,True
10127533784,who are the people in the background supporting,1,1,1,True
3375218204,how many people are involved in the video,0,0,0,True
8211075660,how many men are filmed,3,3,0,False
8254300526,what was the pole for,1,1,1,True
8224492254,where is this video taken,0,0,0,True
5833145209,where is this video taken,3,3,3,True
6480018109,what is the nurse with hair tied up pushing behind the patient,1,1,2,False
3131380536,what is the colour of the spoon,2,2,2,True
11849091804,what is the relationship between the kids and lady,4,4,1,False
2717347132,is the baby relaxed in the scene,1,1,3,False
4166942239,what is the relation between the man in red and the man in the suit,4,4,4,True
11503803033,how many people are skiing,3,3,1,False
7001078933,how do the men protect their head from injuries,4,4,4,True
6860322796,how did the lady keep herself warm,1,1,0,False
6265968082,where are the people performing,3,3,3,True
6136926089,where is the baby hanging out,4,4,4,True
4925211209,how many people are in the video,3,3,3,True
6272786009,where is the event taking place,2,2,2,True
2669452260,how many people walk past the man,0,0,1,False
3198533789,how do the two men working position their backs,3,3,3,True
8547321641,where are the people,2,2,2,True
4838113006,what objects are placed on the tables,4,4,4,True
2679130168,where is this video taken,2,2,2,True
4970148391,where is the boy hanging out,1,1,1,True
4674481985,where is this place,2,2,2,True
3372023610,how many people are there in the video,4,4,3,False
4765564263,where are the children playing water at,0: backyard,0,0,True
2940373590,what is the relationship between the two people dancing,4,4,4,True
5889898795,how do the people wanting to zipline position themselves for the lady in white to secure them,1,1,0,False
3719793245,how many people are there in the video,3,3,3,True
3175315183,how many toys are hang above the baby,3,3,2,False
6143391925,where are the woman and baby at,3,3,3,True
5008618500,why is the baby in diapers,3,3,3,True
4164771889,how many boys are working together to bury the boy,3,3,3,True
4388652400,where is this place,1,1,1,True
6542914065,how many people are involved in the video,3,3,2,False
5008618500,where did the lady lying on,2,2,2,True
4126010904,how many times does the tall man lean his face on the television,3,3,0,False
4846820256,where are the people at,4,4,4,True
3477387686,how many times did the girl put her palm out,1,1,2,False
5658916668,why are there so much snow on the ground,2,2,3,False
6297019062,how many babies are there in the video,0,0,3,False
2401167740,what kind of cup is the man drinking from,1,1,2,False
9528990839,how did the lady protect her head,4,4,4,True
2614918961,where are the children hanging out,3,3,3,True
4650556666,how did the child keep his feet warm,3,3,3,True
8455160795,how many people are there,3,3,3,True
10082798964,what hand gesture did the mother do at the end of the video,3,3,3,True
4164771889,where are they,1,1,1,True
2833209794,what else does the man in yellow carry aside from a black laptop bag,4,4,4,True
7499763064,how many people are climbing,3,3,3,True
3383804222,where is this happening,1,1,1,True
10309542255,where is this place,2,2,2,True
6018490041,what did the men need to do with the bat in the game,4,4,3,False
5889898795,how many people ziplined down,0,0,4,False
4199369046,what is shown in the background,3,3,3,True
2712662377,where are the turtles hanging out,3,3,3,True
8224504302,what is the relationship between the two men on stage,4,4,0,False
5877508141,what is the man looking at,3,3,3,True
8388104887,how many times did the dog run back and forth,0,0,4,False
6860322796,how many dogs are there playing,1,1,2,False
3372023610,what is the lady in black holding in her left hand as she sang,1,1,4,False
4859057828,how many ladies are there,3,3,1,False
6480018109,where is this video taken,3,3,3,True
8604794910,where is this video taken,0,0,0,True
8783897632,where are the people riding bikes,2,2,0,False
6786501294,why is there a cake,3,3,3,True
4626085492,where is this video taken,2,2,2,True
8064178441,where are the children playing,0: living room,0,0,True
4217422838,where is this video taken,4,4,4,True
6772999108,what is the boy holding in his hand,0,0,0,True
4264435046,how many vehicles were filmed,0,0,3,False
6188449000,what was the colour of the ukulele,2,2,2,True
13515224395,how many dogs appear in the video,1,1,0,False
3402648543,who does the cage in the middle with the metal bowl belong to,4,4,4,True
5863411262,how many people are involved in the video,2,2,0,False
5323654756,where is this video taken,4,4,0,False
4444192938,where are the kids hanging out,3,3,1,False
2567843468,where is the girl playing,1,1,1,True
4094488636,how many dogs are there,3,3,4,False
5133787349,how many of the man are actually involved in the fighting on stage,0,0,1,False
11849091804,what is the other kid and lady sitting on the ground trying to do,2,2,2,True
4130504920,how many babies are there,3,3,3,True
3078294001,how many people are there,3,3,3,True
2584172238,where are the people at,2,2,2,True
3155382178,how many people are there,4,4,4,True
4260763967,how many boys are in the video,3,3,3,True
9082180631,where are the people at,3,3,3,True
3489439407,what is the relationship between the people,4,4,0,False
14003541505,what is the baby trying to do,2,2,2,True
4412508597,how many people are filmed,3,3,4,False
6253433310,how many people were in the pool,0,0,1,False
4825843801,how many penguins are there,1,1,1,True
4010069381,where are the people performing,3,3,3,True
9293415110,how many people are on the stage,2,2,2,True
4166942239,what is the man in red trying to show the man in the suit,3,3,0,False
2930782930,where is this video taken,2,2,0,False
4123211145,how is the taller girl seeing things clearly,4,4,4,True
6031805098,where is this video taken,2,2,2,True
5803861992,what is the brand of the hand fan,3,3,3,True
4925211209,how did the man protect his head,2,2,2,True
4123915842,how was the girl dressed up,2,2,2,True
6244675392,what activity is being carried out,0,0,3,False
3261079025,where did the plane crash onto,0,0,0,True
2482028659,how many people are in the video,1,1,3,False
3427674558,how many people can be seen dancing on the stage,1,1,1,True
10779838974,how many girls are there,1,1,1,True
4882414082,where is the baby sitting,1,1,1,True
2830899473,what is the man in grey holding,4,4,1,False
4774302357,how did the man in grey playing the guitar see his surrounding clearly,1,1,1,True
8495272210,where is this video taken,2,2,2,True
7536230796,where is the boy hanging out,1,1,1,True
11849091804,where are the people hanging out,3,3,3,True
5996148663,how did the lady protect her eyes from the sun,4,4,4,True
3066064005,how many women in total that can be seen in the video,1,1,2,False
4103088549,how many people successfully got on the surfboard,3,3,3,True
6895608152,why is the girl wearing such a white skirt,1,1,1,True
11587211476,where is this place,0,0,0,True
4333544549,how many men are there,0,0,4,False
2821968703,where is this happening,1,1,1,True
6786501294,what is the cartoon on the cake,3,3,3,True
4761953886,how many dogs are there,2,2,2,True
6762389913,where is this happening,3,3,3,True
5308503740,what is the animal shown in the video,0,0,0,True
2735019707,how many drums in total are there for the people to play,2,2,2,True
3708066257,how many peopl are dancing,4,4,4,True
4983922034,how many dogs are there,3,3,4,False
9409566840,where are the dogs hanging out,4,4,1,False
2984974097,how many wheels does the girl s bike have,0,0,3,False
5679866364,where is this place,4,4,1,False
7533369046,what is being hung on the baby s neck,2,2,2,True
5064681723,where is this video taken,3,3,1,False
7786283208,how are the children positioned on the floor at the start,1,1,1,True
7999756100,where are the people hanging out,1,1,0,False
8505893258,what was the colour of the pot at the back,2,2,2,True
6018490041,how many players are involved in the video,4,4,2,False
2552130183,how many people are in the room,1,1,0,False
3626788516,what animal is in the video,4,4,0,False
5987365500,what is the girl holding,0,0,0,True
3557498300,how many children are in the video,2,2,2,True
6621511673,what color is the baby s dress,0,0,0,True
6037747123,how does the lady in red shorts position her right hand at the end of the video,3,3,2,False
9873067604,which child did the head get touched,1,1,1,True
3402648543,what is the relationship between the two small dogs and the big dog,3,3,3,True
4984331176,how many groups passed the rope,0,0,4,False
7987845241,how many people were needed to hold the dog down during the injection,3,3,4,False
8171216955,what is the relationship between the two children,4,4,4,True
2957808913,how are the band that appeared in the middle related to the man in the black jacket,4,4,0,False
8594309349,what kind of sport it is,0,0,0,True
3171006258,where is this video taken,4,4,4,True
5133787349,where is this occurring,4,4,2,False
4367056464,how is the girl positioned in front of the table,3,3,1,False
3376544720,where are the people hanging out,4,4,4,True
4219909195,how did the man see clearly,1,1,1,True
3846475848,where is this happening,0,0,0,True
6037747123,why is there a stanta claus soft toy on the vehicle,3,3,3,True
7059877301,how many dogs are there in the video,1,1,2,False
5070310138,where is this video taken,2,2,2,True
3105728894,what is the people s occupation,3,3,3,True
4707679105,how did the man ensure he can see the book clearly,0,0,0,True
7364407194,how many babies are in the video,3,3,3,True
2810112808,how many people are there,3,3,0,False
6011836129,which lady is the leader of the yoga activity,0,0,2,False
4147398280,how does the boy keep himself warm indoors,1,1,1,True
4333544549,how many dogs are there,1,1,4,False
3383804222,how many pandas are involved in the video,3,3,3,True
10109097475,where is this happening,4,4,4,True
5635265624,what is the lady wearing in her left hand,1,1,1,True
4190655097,where is the cat and the person hanging out,4,4,4,True
6168716346,how does the boy with red shirt feel at the start,3,3,0,False
4636208292,where are the people hanging out,2,2,2,True
2599937944,how many people were in the video,1,1,0,False
9304738817,where is this happening,2,2,2,True
7999756100,why did the man in blue shown after the middle lift up his right hand?,4,4,0,False
6159637889,where is the baby resting on,4,4,2,False
5803861992,what is the lady holding,2,2,3,False
4626535366,where is this video taken,4,4,4,True
8388104887,what was the colour of the dog s collar,4,4,2,False
3557498300,where are the people at,2,2,2,True
8254300526,how is the baby positioned at the start,0: sit up,0,0,True
2405940242,how did the man in red protect his hands from the friction,2,2,2,True
8783897632,how many people are filmed,0,0,4,False
6239210933,where is the child hanging out,3,3,3,True
2400715506,where is this place in the house,4,4,1,False
4968805923,where are they at,0,0,0,True
2435633172,where is this place,3,3,4,False
5623068492,where are the people hanging out,2,2,2,True
2793260225,what did the man in black hat do near the end of the video,4,4,2,False
5667931404,where is the baby hanging out,0,0,0,True
3233088823,what is the time of the day as this construction occur in the video,0: night,0,0,True
6786501294,what is the occasion occuring,3,3,3,True
8171216955,where is the toy dog kept,2,2,2,True
2809330695,where is the baby fidgeting,3,3,3,True
2547885226,where is the kid playing,1,1,1,True
6329954198,where is this video taken,1,1,1,True
8495272210,how did the lady protect her eyes from the sunlight,1,1,0,False
3508407941,where is the baby hanging out,3,3,4,False
3508459605,where are the people hanging out,4,4,1,False
3049351381,how is the kid positioned in the video,1,1,0,False
10082798964,what is the lady trying to explain the kid,1,1,0,False
11503803033,where are the people hanging out,0,0,0,True
10727696143,how many children are there,2,2,2,True
2987766537,where is the baby lying,4,4,2,False
6898821807,what are the boy and baby sitting on,4,4,4,True
