image,image_path,qtype,question,options,prediction,raw_output,answer,answer_text,correct,inference_time_sec
0000001_03999_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_03999_d_0000007.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'car', 'B': 'bus', 'C': 'tricycle', 'D': 'motor', 'E': 'pedestrian'}",A,A,D,motor,0,1.1194360256195068
0000001_03999_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_03999_d_0000007.jpg,location,Where is the largest car located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,1.1176531314849854
0000001_04527_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_04527_d_0000008.jpg,presence,Which object type is visible in the drone image?,"{'A': 'truck', 'B': 'van', 'C': 'people', 'D': 'pedestrian', 'E': 'tricycle'}",E,E,E,tricycle,1,1.1145164966583252
0000001_04527_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_04527_d_0000008.jpg,counting,How many motors are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,B,1,0,1.115218162536621
0000001_04527_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_04527_d_0000008.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'van', 'B': 'pedestrian', 'C': 'car', 'D': 'awning-tricycle', 'E': 'tricycle'}",B,B,C,car,0,1.1204783916473389
0000001_04527_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_04527_d_0000008.jpg,location,Where is the largest tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",D,D,E,center,0,1.1189875602722168
0000001_05249_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05249_d_0000009.jpg,presence,Which object type is visible in the drone image?,"{'A': 'awning-tricycle', 'B': 'pedestrian', 'C': 'car', 'D': 'people', 'E': 'bicycle'}",A,A,C,car,0,1.1156179904937744
0000001_05249_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05249_d_0000009.jpg,counting,How many cars are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,E,4 or more,0,1.1167347431182861
0000001_05249_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05249_d_0000009.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'car', 'B': 'truck', 'C': 'bus', 'D': 'people', 'E': 'pedestrian'}",A,A,A,car,1,1.1125974655151367
0000001_05249_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05249_d_0000009.jpg,location,Where is the largest car located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",B,B,E,center,0,1.1195378303527832
0000001_05499_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05499_d_0000010.jpg,presence,Which object type is visible in the drone image?,"{'A': 'bus', 'B': 'pedestrian', 'C': 'car', 'D': 'motor', 'E': 'van'}",C,C,C,car,1,1.1146221160888672
0000001_05499_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05499_d_0000010.jpg,counting,How many vans are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,E,4 or more,0,1.1185235977172852
0000001_05499_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05499_d_0000010.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'pedestrian', 'B': 'bus', 'C': 'van', 'D': 'car', 'E': 'truck'}",D,D,D,car,1,1.113417625427246
0000001_05499_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05499_d_0000010.jpg,location,Where is the largest car located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,C,bottom-left,0,1.1242752075195312
0000001_05999_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05999_d_0000011.jpg,presence,Which object type is visible in the drone image?,"{'A': 'truck', 'B': 'tricycle', 'C': 'motor', 'D': 'car', 'E': 'van'}",D,D,E,van,0,1.1152188777923584
0000001_05999_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05999_d_0000011.jpg,counting,How many motors are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,B,1,0,1.1183452606201172
0000001_05999_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05999_d_0000011.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'car', 'B': 'people', 'C': 'van', 'D': 'pedestrian', 'E': 'awning-tricycle'}",A,A,A,car,1,1.1237776279449463
0000001_05999_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_05999_d_0000011.jpg,location,Where is the largest car located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",D,D,E,center,0,1.1197609901428223
0000001_07999_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_07999_d_0000012.jpg,presence,Which object type is visible in the drone image?,"{'A': 'truck', 'B': 'bicycle', 'C': 'van', 'D': 'car', 'E': 'awning-tricycle'}",E,E,B,bicycle,0,1.1145532131195068
0000001_07999_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_07999_d_0000012.jpg,counting,How many tricycles are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,D,3,0,1.1163933277130127
0000001_07999_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_07999_d_0000012.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'awning-tricycle', 'B': 'bicycle', 'C': 'car', 'D': 'truck', 'E': 'van'}",A,A,C,car,0,1.1247456073760986
0000001_07999_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_07999_d_0000012.jpg,location,Where is the largest car located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,1.1516315937042236
0000001_08414_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_08414_d_0000013.jpg,presence,Which object type is visible in the drone image?,"{'A': 'van', 'B': 'people', 'C': 'truck', 'D': 'bicycle', 'E': 'pedestrian'}",B,B,A,van,0,1.116661548614502
0000001_08414_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_08414_d_0000013.jpg,counting,How many cars are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,E,4 or more,0,1.1218085289001465
0000001_08414_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_08414_d_0000013.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'truck', 'B': 'awning-tricycle', 'C': 'car', 'D': 'tricycle', 'E': 'bus'}",C,C,C,car,1,1.1192445755004883
0000001_08414_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000001_08414_d_0000013.jpg,location,Where is the largest car located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,C,bottom-left,0,1.1236109733581543
0000021_00000_d_0000001.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00000_d_0000001.jpg,presence,Which object type is visible in the drone image?,"{'A': 'bicycle', 'B': 'bus', 'C': 'truck', 'D': 'tricycle', 'E': 'motor'}",D,D,E,motor,0,1.0987040996551514
0000021_00000_d_0000001.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00000_d_0000001.jpg,counting,How many peoples are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,C,2,0,1.10270357131958
0000021_00000_d_0000001.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00000_d_0000001.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'motor', 'B': 'people', 'C': 'bicycle', 'D': 'van', 'E': 'truck'}",B,B,A,motor,0,1.1018288135528564
0000021_00000_d_0000001.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00000_d_0000001.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",A,A,D,bottom-right,0,1.101958990097046
0000021_00500_d_0000002.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00500_d_0000002.jpg,presence,Which object type is visible in the drone image?,"{'A': 'truck', 'B': 'car', 'C': 'pedestrian', 'D': 'motor', 'E': 'van'}",A,A,D,motor,0,1.101872444152832
0000021_00500_d_0000002.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00500_d_0000002.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",C,C,C,2,1,1.1020658016204834
0000021_00500_d_0000002.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00500_d_0000002.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'bicycle', 'B': 'bus', 'C': 'pedestrian', 'D': 'tricycle', 'E': 'van'}",A,A,C,pedestrian,0,1.10245943069458
0000021_00500_d_0000002.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00500_d_0000002.jpg,location,Where is the largest tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",C,C,C,bottom-left,1,1.100386381149292
0000021_00800_d_0000003.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00800_d_0000003.jpg,presence,Which object type is visible in the drone image?,"{'A': 'pedestrian', 'B': 'car', 'C': 'motor', 'D': 'van', 'E': 'people'}",A,A,A,pedestrian,1,1.0990009307861328
0000021_00800_d_0000003.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00800_d_0000003.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",C,C,C,2,1,1.1061151027679443
0000021_00800_d_0000003.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00800_d_0000003.jpg,location,Where is the largest tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",D,D,E,center,0,1.102802038192749
0000022_00000_d_0000004.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,presence,Which object type is visible in the drone image?,"{'A': 'car', 'B': 'tricycle', 'C': 'bus', 'D': 'people', 'E': 'motor'}",D,D,E,motor,0,1.0985980033874512
0000022_00000_d_0000004.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,1.1006596088409424
0000022_00000_d_0000004.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'van', 'B': 'people', 'C': 'truck', 'D': 'pedestrian', 'E': 'awning-tricycle'}",B,B,D,pedestrian,0,1.1469013690948486
0000022_00000_d_0000004.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",C,C,C,bottom-left,1,1.1021723747253418
0000022_00500_d_0000005.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00500_d_0000005.jpg,presence,Which object type is visible in the drone image?,"{'A': 'motor', 'B': 'car', 'C': 'tricycle', 'D': 'van', 'E': 'bus'}",C,C,A,motor,0,1.0996968746185303
0000022_00500_d_0000005.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00500_d_0000005.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,1.1022119522094727
0000022_00500_d_0000005.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00500_d_0000005.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,1.1061079502105713
0000022_01036_d_0000006.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,presence,Which object type is visible in the drone image?,"{'A': 'people', 'B': 'tricycle', 'C': 'car', 'D': 'van', 'E': 'motor'}",A,A,E,motor,0,1.1015899181365967
0000022_01036_d_0000006.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,1.1030101776123047
0000022_01036_d_0000006.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'van', 'B': 'car', 'C': 'bicycle', 'D': 'pedestrian', 'E': 'motor'}",C,C,D,pedestrian,0,1.100484848022461
0000022_01036_d_0000006.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,location,Where is the largest bicycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",C,C,E,center,0,1.1037342548370361
0000022_01251_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,presence,Which object type is visible in the drone image?,"{'A': 'tricycle', 'B': 'bicycle', 'C': 'truck', 'D': 'van', 'E': 'pedestrian'}",B,B,E,pedestrian,0,1.0992517471313477
0000022_01251_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,counting,How many motors are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,C,2,0,1.1065196990966797
0000022_01251_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'truck', 'B': 'people', 'C': 'bus', 'D': 'pedestrian', 'E': 'motor'}",B,B,B,people,1,1.098801612854004
0000022_01251_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,location,Where is the largest motor located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",A,A,E,center,0,1.108149766921997
0000023_00000_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,presence,Which object type is visible in the drone image?,"{'A': 'bus', 'B': 'truck', 'C': 'motor', 'D': 'awning-tricycle', 'E': 'van'}",C,C,C,motor,1,1.0981543064117432
0000023_00000_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,1.10435152053833
0000023_00000_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'truck', 'B': 'bicycle', 'C': 'pedestrian', 'D': 'motor', 'E': 'tricycle'}",B,B,C,pedestrian,0,1.1039166450500488
0000023_00000_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,location,Where is the largest awning-tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",B,B,C,bottom-left,0,1.1050305366516113
0000023_00300_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00300_d_0000009.jpg,presence,Which object type is visible in the drone image?,"{'A': 'motor', 'B': 'van', 'C': 'tricycle', 'D': 'people', 'E': 'bicycle'}",A,A,D,people,0,1.0982797145843506
0000023_00300_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00300_d_0000009.jpg,counting,How many peoples are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,1.1037466526031494
0000023_00300_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00300_d_0000009.jpg,location,Where is the largest awning-tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,1.1045138835906982
0000023_00868_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,presence,Which object type is visible in the drone image?,"{'A': 'van', 'B': 'people', 'C': 'tricycle', 'D': 'car', 'E': 'bus'}",B,B,B,people,1,1.0968303680419922
0000023_00868_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,1.1045176982879639
0000023_00868_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'bicycle', 'B': 'bus', 'C': 'pedestrian', 'D': 'people', 'E': 'awning-tricycle'}",A,A,C,pedestrian,0,1.104386568069458
0000023_00868_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,location,Where is the largest motor located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",A,A,C,bottom-left,0,1.1431922912597656
0000023_01233_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,presence,Which object type is visible in the drone image?,"{'A': 'truck', 'B': 'people', 'C': 'motor', 'D': 'car', 'E': 'pedestrian'}",B,B,C,motor,0,1.0999467372894287
0000023_01233_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,counting,How many motors are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,C,2,0,1.105151891708374
0000023_01233_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'motor', 'B': 'truck', 'C': 'car', 'D': 'pedestrian', 'E': 'people'}",D,D,E,people,0,1.100343942642212
0000023_01233_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,1.1073250770568848
0000024_00000_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,presence,Which object type is visible in the drone image?,"{'A': 'pedestrian', 'B': 'car', 'C': 'bus', 'D': 'people', 'E': 'motor'}",A,A,D,people,0,1.0966641902923584
0000024_00000_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,1.1070747375488281
0000024_00000_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'tricycle', 'B': 'people', 'C': 'truck', 'D': 'car', 'E': 'pedestrian'}",B,B,E,pedestrian,0,1.1088032722473145
0000024_00000_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,location,Where is the largest motor located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",D,D,C,bottom-left,0,1.1047039031982422
0000024_00500_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,presence,Which object type is visible in the drone image?,"{'A': 'motor', 'B': 'tricycle', 'C': 'bicycle', 'D': 'car', 'E': 'truck'}",C,C,A,motor,0,1.0974926948547363
0000024_00500_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,counting,How many motors are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,D,3,0,1.1052422523498535
0000024_00500_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'truck', 'B': 'people', 'C': 'bicycle', 'D': 'pedestrian', 'E': 'motor'}",B,B,B,people,1,1.099877119064331
0000024_00500_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,1.1065874099731445
0000024_01000_d_0000014.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,presence,Which object type is visible in the drone image?,"{'A': 'people', 'B': 'van', 'C': 'truck', 'D': 'pedestrian', 'E': 'awning-tricycle'}",A,A,D,pedestrian,0,1.0993940830230713
0000024_01000_d_0000014.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,D,3,0,1.105238676071167
0000024_01000_d_0000014.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'bus', 'B': 'pedestrian', 'C': 'truck', 'D': 'motor', 'E': 'van'}",B,B,B,pedestrian,1,1.101696252822876
0000024_01000_d_0000014.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,1.110579252243042
0000024_01543_d_0000015.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01543_d_0000015.jpg,presence,Which object type is visible in the drone image?,"{'A': 'pedestrian', 'B': 'bicycle', 'C': 'car', 'D': 'van', 'E': 'tricycle'}",A,A,A,pedestrian,1,1.100924015045166
0000024_01543_d_0000015.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01543_d_0000015.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,1.105337381362915
0000024_01543_d_0000015.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01543_d_0000015.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'awning-tricycle', 'B': 'pedestrian', 'C': 'people', 'D': 'truck', 'E': 'bicycle'}",C,C,B,pedestrian,0,1.108607292175293
