image,image_path,qtype,question,options,prediction,raw_output,answer,answer_text,correct,inference_time_sec
0000021_00500_d_0000002.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00500_d_0000002.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,C,2,0,0.34960460662841797
0000021_00500_d_0000002.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00500_d_0000002.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'bicycle', 'B': 'bus', 'C': 'pedestrian', 'D': 'tricycle', 'E': 'van'}",A,A,C,pedestrian,0,0.34777331352233887
0000021_00500_d_0000002.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00500_d_0000002.jpg,location,Where is the largest tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",C,C,C,bottom-left,1,0.3495604991912842
0000021_00800_d_0000003.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00800_d_0000003.jpg,presence,Which object type is visible in the drone image?,"{'A': 'pedestrian', 'B': 'car', 'C': 'motor', 'D': 'van', 'E': 'people'}",E,E,A,pedestrian,0,0.3461158275604248
0000021_00800_d_0000003.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00800_d_0000003.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",C,C,C,2,1,0.3494100570678711
0000021_00800_d_0000003.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000021_00800_d_0000003.jpg,location,Where is the largest tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",B,B,E,center,0,0.349292516708374
0000022_00000_d_0000004.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,presence,Which object type is visible in the drone image?,"{'A': 'car', 'B': 'tricycle', 'C': 'bus', 'D': 'people', 'E': 'motor'}",D,D,E,motor,0,0.34840893745422363
0000022_00000_d_0000004.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,0.3534243106842041
0000022_00000_d_0000004.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'van', 'B': 'people', 'C': 'truck', 'D': 'pedestrian', 'E': 'awning-tricycle'}",B,B,D,pedestrian,0,0.34963536262512207
0000022_00000_d_0000004.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00000_d_0000004.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,C,bottom-left,0,0.3495471477508545
0000022_00500_d_0000005.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00500_d_0000005.jpg,presence,Which object type is visible in the drone image?,"{'A': 'motor', 'B': 'car', 'C': 'tricycle', 'D': 'van', 'E': 'bus'}",C,C,A,motor,0,0.3479604721069336
0000022_00500_d_0000005.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00500_d_0000005.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,0.34866833686828613
0000022_00500_d_0000005.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_00500_d_0000005.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,0.34872961044311523
0000022_01036_d_0000006.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,presence,Which object type is visible in the drone image?,"{'A': 'people', 'B': 'tricycle', 'C': 'car', 'D': 'van', 'E': 'motor'}",A,A,E,motor,0,0.3469386100769043
0000022_01036_d_0000006.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,0.3501553535461426
0000022_01036_d_0000006.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'van', 'B': 'car', 'C': 'bicycle', 'D': 'pedestrian', 'E': 'motor'}",D,D,D,pedestrian,1,0.34966588020324707
0000022_01036_d_0000006.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01036_d_0000006.jpg,location,Where is the largest bicycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,0.34974098205566406
0000022_01251_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,presence,Which object type is visible in the drone image?,"{'A': 'tricycle', 'B': 'bicycle', 'C': 'truck', 'D': 'van', 'E': 'pedestrian'}",B,B,E,pedestrian,0,0.35025572776794434
0000022_01251_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,counting,How many motors are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,C,2,0,0.34916186332702637
0000022_01251_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'truck', 'B': 'people', 'C': 'bus', 'D': 'pedestrian', 'E': 'motor'}",B,B,B,people,1,0.34854578971862793
0000022_01251_d_0000007.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000022_01251_d_0000007.jpg,location,Where is the largest motor located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,0.349071741104126
0000023_00000_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,presence,Which object type is visible in the drone image?,"{'A': 'bus', 'B': 'truck', 'C': 'motor', 'D': 'awning-tricycle', 'E': 'van'}",D,D,C,motor,0,0.34850144386291504
0000023_00000_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,0.34967970848083496
0000023_00000_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'truck', 'B': 'bicycle', 'C': 'pedestrian', 'D': 'motor', 'E': 'tricycle'}",C,C,C,pedestrian,1,0.34894418716430664
0000023_00000_d_0000008.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00000_d_0000008.jpg,location,Where is the largest awning-tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",B,B,C,bottom-left,0,0.35163259506225586
0000023_00300_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00300_d_0000009.jpg,presence,Which object type is visible in the drone image?,"{'A': 'motor', 'B': 'van', 'C': 'tricycle', 'D': 'people', 'E': 'bicycle'}",A,A,D,people,0,0.34872984886169434
0000023_00300_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00300_d_0000009.jpg,counting,How many peoples are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,0.35166168212890625
0000023_00300_d_0000009.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00300_d_0000009.jpg,location,Where is the largest awning-tricycle located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",C,C,E,center,0,0.3519611358642578
0000023_00868_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,presence,Which object type is visible in the drone image?,"{'A': 'van', 'B': 'people', 'C': 'tricycle', 'D': 'car', 'E': 'bus'}",B,B,B,people,1,0.34801316261291504
0000023_00868_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,0.35004162788391113
0000023_00868_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'bicycle', 'B': 'bus', 'C': 'pedestrian', 'D': 'people', 'E': 'awning-tricycle'}",D,D,C,pedestrian,0,0.35066819190979004
0000023_00868_d_0000010.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_00868_d_0000010.jpg,location,Where is the largest motor located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,C,bottom-left,0,0.34792518615722656
0000023_01233_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,presence,Which object type is visible in the drone image?,"{'A': 'truck', 'B': 'people', 'C': 'motor', 'D': 'car', 'E': 'pedestrian'}",B,B,C,motor,0,0.3490791320800781
0000023_01233_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,counting,How many motors are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,C,2,0,0.35128307342529297
0000023_01233_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'motor', 'B': 'truck', 'C': 'car', 'D': 'pedestrian', 'E': 'people'}",E,E,E,people,1,0.3502159118652344
0000023_01233_d_0000011.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000023_01233_d_0000011.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,0.3510134220123291
0000024_00000_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,presence,Which object type is visible in the drone image?,"{'A': 'pedestrian', 'B': 'car', 'C': 'bus', 'D': 'people', 'E': 'motor'}",D,D,D,people,1,0.3491475582122803
0000024_00000_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,0.3504946231842041
0000024_00000_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'tricycle', 'B': 'people', 'C': 'truck', 'D': 'car', 'E': 'pedestrian'}",B,B,E,pedestrian,0,0.34969472885131836
0000024_00000_d_0000012.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00000_d_0000012.jpg,location,Where is the largest motor located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",A,A,C,bottom-left,0,0.34955906867980957
0000024_00500_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,presence,Which object type is visible in the drone image?,"{'A': 'motor', 'B': 'tricycle', 'C': 'bicycle', 'D': 'car', 'E': 'truck'}",C,C,A,motor,0,0.349684476852417
0000024_00500_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,counting,How many motors are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",A,A,D,3,0,0.3493525981903076
0000024_00500_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'truck', 'B': 'people', 'C': 'bicycle', 'D': 'pedestrian', 'E': 'motor'}",B,B,B,people,1,0.3499312400817871
0000024_00500_d_0000013.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_00500_d_0000013.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,0.3514597415924072
0000024_01000_d_0000014.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,presence,Which object type is visible in the drone image?,"{'A': 'people', 'B': 'van', 'C': 'truck', 'D': 'pedestrian', 'E': 'awning-tricycle'}",A,A,D,pedestrian,0,0.35016298294067383
0000024_01000_d_0000014.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,D,3,0,0.3505868911743164
0000024_01000_d_0000014.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,most_frequent,Which object type appears most often in the drone image?,"{'A': 'bus', 'B': 'pedestrian', 'C': 'truck', 'D': 'motor', 'E': 'van'}",B,B,B,pedestrian,1,0.3488731384277344
0000024_01000_d_0000014.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01000_d_0000014.jpg,location,Where is the largest pedestrian located in the image?,"{'A': 'top-left', 'B': 'top-right', 'C': 'bottom-left', 'D': 'bottom-right', 'E': 'center'}",E,E,E,center,1,0.362062931060791
0000024_01543_d_0000015.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01543_d_0000015.jpg,presence,Which object type is visible in the drone image?,"{'A': 'pedestrian', 'B': 'bicycle', 'C': 'car', 'D': 'van', 'E': 'tricycle'}",A,A,A,pedestrian,1,0.3500385284423828
0000024_01543_d_0000015.jpg,/home/brisic03/VisDrone/VisDrone2019-DET-val/images/0000024_01543_d_0000015.jpg,counting,How many pedestrians are visible in the drone image?,"{'A': '0', 'B': '1', 'C': '2', 'D': '3', 'E': '4 or more'}",E,E,E,4 or more,1,0.3501102924346924
