image,target_class,gt_count,pred_count,tile_counts
0000215_00909_d_0000258.jpg,van,7,13,"[2, 2, 0, 2, 2, 2, 1, 1, 1]"
0000215_01395_d_0000259.jpg,tricycle,2,17,"[2, 1, 0, 10, 2, 0, 2, 0, 0]"
0000215_01869_d_0000260.jpg,van,2,6,"[0, 0, 2, 0, 0, 2, 0, 0, 2]"
0000215_02319_d_0000261.jpg,awning-tricycle,5,23,"[10, 10, 1, 2, 0, 0, 0, 0, 0]"
0000215_02667_d_0000262.jpg,bicycle,1,22,"[2, 2, 0, 10, 1, 1, 4, 2, 0]"
0000215_02932_d_0000263.jpg,van,4,7,"[1, 2, 0, 1, 0, 0, 1, 1, 1]"
0000215_03226_d_0000264.jpg,van,1,7,"[0, 2, 1, 0, 2, 1, 1, 0, 0]"
0000216_00520_d_0000001.jpg,car,24,64,"[1, 3, 15, 10, 5, 0, 10, 10, 10]"
0000220_01242_d_0000004.jpg,bus,1,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0000223_01802_d_0000005.jpg,car,7,55,"[10, 10, 10, 2, 10, 10, 0, 3, 0]"
0000237_00001_d_0000001.jpg,motor,1,10,"[0, 2, 2, 1, 2, 0, 0, 2, 1]"
0000242_00001_d_0000001.jpg,truck,2,8,"[2, 0, 0, 2, 1, 1, 1, 0, 1]"
0000242_00500_d_0000002.jpg,car,8,27,"[0, 0, 0, 10, 10, 1, 3, 1, 2]"
0000242_00627_d_0000003.jpg,truck,1,3,"[0, 0, 0, 0, 1, 2, 0, 0, 0]"
0000242_00843_d_0000004.jpg,car,2,6,"[1, 1, 0, 3, 0, 0, 1, 0, 0]"
0000242_00963_d_0000005.jpg,pedestrian,1,3,"[0, 0, 1, 1, 0, 0, 0, 0, 1]"
0000242_01139_d_0000006.jpg,motor,2,26,"[0, 0, 0, 0, 10, 10, 1, 3, 2]"
0000242_01475_d_0000007.jpg,tricycle,1,6,"[1, 1, 0, 0, 1, 1, 1, 0, 1]"
0000242_01912_d_0000008.jpg,car,4,28,"[0, 10, 0, 3, 10, 0, 0, 5, 0]"
0000242_02400_d_0000009.jpg,motor,1,20,"[2, 10, 0, 0, 5, 0, 1, 0, 2]"
0000242_02762_d_0000010.jpg,car,18,35,"[4, 12, 10, 3, 2, 0, 2, 2, 0]"
0000242_03199_d_0000011.jpg,car,3,15,"[10, 2, 0, 0, 1, 1, 1, 0, 0]"
0000242_03668_d_0000012.jpg,van,1,11,"[1, 2, 2, 1, 1, 2, 0, 1, 1]"
0000242_04116_d_0000013.jpg,awning-tricycle,1,4,"[0, 0, 2, 2, 0, 0, 0, 0, 0]"
0000242_04600_d_0000014.jpg,awning-tricycle,1,3,"[0, 1, 0, 0, 0, 0, 2, 0, 0]"
0000242_05059_d_0000015.jpg,motor,2,16,"[0, 10, 0, 1, 2, 1, 0, 0, 2]"
0000242_05570_d_0000016.jpg,car,5,22,"[4, 10, 0, 5, 1, 0, 1, 1, 0]"
0000242_06010_d_0000017.jpg,car,2,14,"[0, 0, 0, 0, 10, 1, 0, 3, 0]"
0000242_06452_d_0000018.jpg,bus,1,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
0000244_00001_d_0000001.jpg,van,1,6,"[0, 1, 0, 0, 2, 0, 1, 1, 1]"
0000244_00500_d_0000002.jpg,awning-tricycle,5,21,"[0, 0, 0, 10, 0, 0, 10, 0, 1]"
0000244_01000_d_0000003.jpg,car,10,38,"[10, 10, 0, 10, 3, 0, 3, 2, 0]"
0000244_01500_d_0000004.jpg,bus,1,2,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
0000244_02000_d_0000005.jpg,van,4,9,"[0, 1, 0, 3, 1, 0, 2, 2, 0]"
0000244_02500_d_0000006.jpg,van,5,8,"[0, 0, 0, 0, 1, 0, 3, 3, 1]"
0000244_03000_d_0000007.jpg,bus,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
0000244_03500_d_0000008.jpg,awning-tricycle,2,25,"[0, 0, 0, 1, 10, 10, 1, 1, 2]"
0000244_04000_d_0000009.jpg,motor,1,37,"[10, 10, 1, 2, 5, 2, 2, 3, 2]"
0000244_04400_d_0000010.jpg,truck,5,12,"[4, 1, 0, 2, 2, 0, 2, 1, 0]"
0000244_04900_d_0000011.jpg,truck,7,9,"[0, 1, 0, 2, 0, 1, 2, 1, 2]"
0000244_05400_d_0000012.jpg,tricycle,2,14,"[0, 0, 0, 1, 10, 0, 0, 1, 2]"
0000244_05900_d_0000013.jpg,car,5,16,"[0, 0, 0, 0, 2, 0, 3, 10, 1]"
0000244_06388_d_0000014.jpg,car,1,21,"[0, 0, 0, 0, 10, 0, 1, 10, 0]"
0000249_00001_d_0000001.jpg,awning-tricycle,1,2,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
0000249_00235_d_0000002.jpg,car,10,45,"[0, 10, 0, 2, 15, 1, 2, 10, 5]"
0000249_00603_d_0000003.jpg,van,3,2,"[0, 0, 0, 0, 0, 0, 0, 2, 0]"
0000249_01100_d_0000004.jpg,car,5,23,"[0, 10, 0, 0, 10, 0, 0, 3, 0]"
0000249_01514_d_0000005.jpg,truck,1,8,"[1, 0, 1, 2, 0, 2, 1, 1, 0]"
0000249_01635_d_0000006.jpg,tricycle,1,7,"[0, 1, 0, 0, 1, 0, 2, 1, 2]"
0000249_02073_d_0000007.jpg,truck,1,3,"[0, 1, 0, 0, 0, 0, 1, 1, 0]"
0000249_02468_d_0000008.jpg,tricycle,1,3,"[0, 1, 0, 0, 1, 0, 0, 1, 0]"
0000249_02900_d_0000009.jpg,van,1,15,"[0, 10, 0, 0, 1, 0, 1, 2, 1]"
0000249_03400_d_0000010.jpg,car,19,44,"[0, 10, 0, 1, 10, 10, 5, 4, 4]"
0000249_03900_d_0000011.jpg,truck,2,7,"[0, 0, 0, 0, 1, 2, 1, 1, 2]"
0000253_00001_d_0000001.jpg,bus,1,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
0000256_00715_d_0000019.jpg,bus,3,6,"[1, 0, 1, 0, 1, 0, 2, 1, 0]"
0000256_02173_d_0000030.jpg,car,6,20,"[3, 3, 10, 1, 0, 2, 1, 0, 0]"
0000263_02401_d_0000179.jpg,car,9,21,"[0, 5, 1, 2, 10, 3, 0, 0, 0]"
0000269_00001_d_0000348.jpg,tricycle,1,2,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
0000269_00201_d_0000349.jpg,van,1,6,"[0, 1, 0, 0, 2, 1, 1, 0, 1]"
0000269_00601_d_0000351.jpg,motor,1,30,"[0, 10, 2, 2, 10, 2, 0, 3, 1]"
0000271_00001_d_0000374.jpg,awning-tricycle,1,19,"[10, 2, 1, 1, 1, 1, 1, 0, 2]"
0000271_00201_d_0000375.jpg,awning-tricycle,3,30,"[10, 2, 1, 10, 2, 0, 3, 1, 1]"
0000271_00401_d_0000376.jpg,truck,4,6,"[1, 0, 1, 1, 2, 0, 0, 0, 1]"
0000271_00601_d_0000377.jpg,pedestrian,1,29,"[1, 10, 0, 10, 3, 2, 0, 1, 2]"
0000271_00801_d_0000378.jpg,car,7,20,"[0, 10, 1, 1, 1, 3, 1, 3, 0]"
0000271_01201_d_0000379.jpg,bicycle,1,15,"[2, 2, 1, 0, 2, 5, 0, 1, 2]"
0000271_01401_d_0000380.jpg,van,2,8,"[0, 2, 0, 2, 2, 2, 0, 0, 0]"
0000271_01601_d_0000381.jpg,car,6,18,"[0, 10, 0, 3, 1, 0, 1, 3, 0]"
0000271_02401_d_0000385.jpg,motor,2,22,"[2, 10, 1, 2, 3, 0, 1, 2, 1]"
0000271_02601_d_0000386.jpg,truck,4,9,"[3, 1, 2, 1, 0, 1, 0, 0, 1]"
0000271_03001_d_0000387.jpg,van,1,3,"[0, 1, 0, 0, 0, 1, 0, 0, 1]"
0000271_03801_d_0000391.jpg,van,2,17,"[10, 2, 0, 1, 2, 1, 1, 0, 0]"
0000271_04401_d_0000394.jpg,truck,5,7,"[1, 0, 0, 0, 1, 2, 2, 1, 0]"
0000271_04801_d_0000396.jpg,motor,1,24,"[0, 10, 2, 2, 5, 2, 1, 1, 1]"
0000271_05001_d_0000397.jpg,car,4,25,"[0, 15, 2, 0, 4, 1, 1, 2, 0]"
0000271_05201_d_0000398.jpg,pedestrian,2,41,"[10, 10, 1, 10, 3, 1, 1, 1, 4]"
0000271_05401_d_0000399.jpg,van,2,5,"[0, 0, 1, 1, 2, 1, 0, 0, 0]"
0000271_05601_d_0000400.jpg,truck,1,2,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
0000271_05801_d_0000401.jpg,truck,1,6,"[1, 0, 2, 2, 0, 1, 0, 0, 0]"
0000271_06001_d_0000402.jpg,tricycle,1,9,"[2, 1, 1, 2, 1, 2, 0, 0, 0]"
0000271_06201_d_0000403.jpg,motor,11,57,"[2, 10, 10, 2, 10, 6, 10, 2, 5]"
0000271_06401_d_0000404.jpg,bicycle,1,8,"[0, 1, 1, 2, 2, 0, 0, 0, 2]"
0000271_06601_d_0000405.jpg,pedestrian,1,19,"[10, 1, 1, 0, 1, 4, 1, 0, 1]"
0000271_06801_d_0000406.jpg,van,2,6,"[1, 1, 2, 1, 0, 1, 0, 0, 0]"
0000271_07001_d_0000407.jpg,tricycle,1,8,"[1, 2, 0, 2, 1, 0, 2, 0, 0]"
0000271_07201_d_0000408.jpg,bicycle,1,9,"[2, 3, 1, 0, 1, 1, 1, 0, 0]"
0000271_07401_d_0000409.jpg,motor,1,28,"[2, 3, 2, 10, 1, 0, 5, 4, 1]"
0000273_05601_d_0000466.jpg,truck,7,21,"[10, 1, 0, 4, 3, 2, 1, 0, 0]"
0000276_00001_d_0000507.jpg,car,5,25,"[2, 10, 5, 1, 1, 5, 0, 1, 0]"
0000276_00401_d_0000509.jpg,tricycle,1,5,"[0, 2, 0, 0, 1, 2, 0, 0, 0]"
0000276_00601_d_0000510.jpg,awning-tricycle,1,5,"[0, 1, 1, 0, 1, 0, 0, 0, 2]"
0000276_01001_d_0000512.jpg,van,1,11,"[3, 1, 2, 1, 2, 0, 0, 0, 2]"
0000276_01201_d_0000513.jpg,car,4,30,"[10, 10, 0, 1, 3, 0, 1, 3, 2]"
0000276_01401_d_0000514.jpg,van,1,10,"[2, 3, 2, 0, 1, 0, 0, 1, 1]"
0000276_01801_d_0000516.jpg,truck,2,19,"[0, 2, 10, 0, 3, 2, 0, 1, 1]"
0000276_02201_d_0000518.jpg,car,2,21,"[2, 10, 2, 0, 4, 2, 0, 0, 1]"
0000276_02401_d_0000519.jpg,car,1,20,"[2, 10, 0, 2, 1, 2, 1, 2, 0]"
0000276_02601_d_0000520.jpg,truck,4,15,"[1, 1, 0, 10, 0, 1, 1, 1, 0]"
0000276_02801_d_0000521.jpg,truck,3,16,"[0, 10, 0, 4, 0, 0, 2, 0, 0]"
0000276_03001_d_0000522.jpg,car,5,22,"[0, 10, 0, 3, 5, 0, 1, 3, 0]"
0000276_03201_d_0000523.jpg,car,3,21,"[0, 10, 0, 2, 5, 0, 2, 0, 2]"
0000276_03401_d_0000524.jpg,car,5,28,"[0, 10, 0, 3, 10, 0, 3, 1, 1]"
0000276_03601_d_0000525.jpg,van,1,14,"[0, 2, 3, 1, 2, 2, 2, 2, 0]"
0000276_03801_d_0000526.jpg,truck,8,27,"[0, 10, 0, 2, 10, 2, 1, 2, 0]"
0000276_04001_d_0000527.jpg,bus,1,9,"[0, 1, 1, 1, 0, 2, 0, 0, 4]"
0000276_04201_d_0000528.jpg,truck,10,17,"[0, 0, 1, 2, 5, 2, 4, 2, 1]"
0000276_04401_d_0000529.jpg,truck,6,11,"[0, 1, 3, 1, 2, 1, 3, 0, 0]"
0000276_04601_d_0000530.jpg,truck,1,7,"[0, 2, 2, 0, 0, 0, 1, 1, 1]"
0000276_04801_d_0000531.jpg,truck,3,4,"[0, 3, 0, 0, 0, 1, 0, 0, 0]"
0000276_05001_d_0000532.jpg,car,2,19,"[0, 4, 10, 0, 2, 2, 0, 1, 0]"
0000276_05201_d_0000533.jpg,car,3,6,"[0, 2, 1, 0, 1, 0, 0, 2, 0]"
0000276_06001_d_0000537.jpg,truck,1,3,"[0, 1, 2, 0, 0, 0, 0, 0, 0]"
0000277_00001_d_0000539.jpg,motor,1,32,"[0, 0, 0, 0, 0, 10, 2, 10, 10]"
0000277_00201_d_0000540.jpg,car,28,42,"[5, 10, 10, 2, 5, 10, 0, 0, 0]"
0000277_00401_d_0000541.jpg,van,3,6,"[2, 2, 0, 0, 0, 1, 1, 0, 0]"
0000277_01401_d_0000546.jpg,people,2,21,"[0, 10, 2, 4, 5, 0, 0, 0, 0]"
0000277_01601_d_0000547.jpg,motor,2,21,"[2, 10, 2, 2, 2, 1, 0, 1, 1]"
0000277_01801_d_0000548.jpg,truck,2,4,"[0, 1, 1, 0, 1, 0, 0, 1, 0]"
0000277_02001_d_0000549.jpg,van,5,11,"[2, 2, 1, 0, 2, 2, 0, 1, 1]"
0000277_02201_d_0000550.jpg,car,28,45,"[10, 15, 10, 0, 5, 1, 0, 3, 1]"
0000277_02401_d_0000551.jpg,pedestrian,1,20,"[1, 10, 5, 2, 0, 0, 0, 2, 0]"
0000277_02601_d_0000552.jpg,van,2,7,"[2, 2, 1, 0, 2, 0, 0, 0, 0]"
0000277_03201_d_0000554.jpg,car,23,30,"[10, 10, 3, 3, 1, 3, 0, 0, 0]"
0000277_03401_d_0000555.jpg,people,3,27,"[2, 2, 10, 3, 3, 4, 0, 1, 2]"
0000277_03601_d_0000556.jpg,tricycle,1,5,"[1, 1, 0, 0, 1, 1, 0, 0, 1]"
