videoID,question,options,n_frames,raw_output,prediction,answer,correct
5801184682,how many cats are there,"{'A': 'three', 'B': 'four', 'C': 'two', 'D': 'one', 'E': 'five'}",16,D,D,D,1
2978295992,how many ladies are filmed,"{'A': 'six', 'B': 'two', 'C': 'seven', 'D': 'five', 'E': 'four'}",1,B,B,B,1
2978295992,how many ladies are filmed,"{'A': 'six', 'B': 'two', 'C': 'seven', 'D': 'five', 'E': 'four'}",2,B,B,B,1
2978295992,how many ladies are filmed,"{'A': 'six', 'B': 'two', 'C': 'seven', 'D': 'five', 'E': 'four'}",4,B,B,B,1
2978295992,how many ladies are filmed,"{'A': 'six', 'B': 'two', 'C': 'seven', 'D': 'five', 'E': 'four'}",8,B,B,B,1
2978295992,how many ladies are filmed,"{'A': 'six', 'B': 'two', 'C': 'seven', 'D': 'five', 'E': 'four'}",16,B,B,B,1
3388598772,how many people are mainly involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'one'}",1,D,D,D,1
3388598772,how many people are mainly involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'one'}",2,D,D,D,1
3388598772,how many people are mainly involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'one'}",4,D,D,D,1
3388598772,how many people are mainly involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'one'}",8,D,D,D,1
3388598772,how many people are mainly involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'one'}",16,D,D,D,1
4036955771,how many performers are there,"{'A': 'six', 'B': 'seven', 'C': 'eleven', 'D': 'eight', 'E': 'five'}",1,A,A,B,0
4036955771,how many performers are there,"{'A': 'six', 'B': 'seven', 'C': 'eleven', 'D': 'eight', 'E': 'five'}",2,A,A,B,0
4036955771,how many performers are there,"{'A': 'six', 'B': 'seven', 'C': 'eleven', 'D': 'eight', 'E': 'five'}",4,A,A,B,0
4036955771,how many performers are there,"{'A': 'six', 'B': 'seven', 'C': 'eleven', 'D': 'eight', 'E': 'five'}",8,D,D,B,0
4036955771,how many performers are there,"{'A': 'six', 'B': 'seven', 'C': 'eleven', 'D': 'eight', 'E': 'five'}",16,A,A,B,0
6265968082,how many people are performing on stage,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'three', 'E': 'nine'}",1,D,D,A,0
6265968082,how many people are performing on stage,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'three', 'E': 'nine'}",2,D,D,A,0
6265968082,how many people are performing on stage,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'three', 'E': 'nine'}",4,D,D,A,0
6265968082,how many people are performing on stage,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'three', 'E': 'nine'}",8,D,D,A,0
6265968082,how many people are performing on stage,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'three', 'E': 'nine'}",16,D,D,A,0
11541421563,how many people are involved in reading the score,"{'A': 'six', 'B': 'four', 'C': 'eight', 'D': 'seven', 'E': 'two'}",1,E,E,E,1
11541421563,how many people are involved in reading the score,"{'A': 'six', 'B': 'four', 'C': 'eight', 'D': 'seven', 'E': 'two'}",2,E,E,E,1
11541421563,how many people are involved in reading the score,"{'A': 'six', 'B': 'four', 'C': 'eight', 'D': 'seven', 'E': 'two'}",4,E,E,E,1
11541421563,how many people are involved in reading the score,"{'A': 'six', 'B': 'four', 'C': 'eight', 'D': 'seven', 'E': 'two'}",8,E,E,E,1
11541421563,how many people are involved in reading the score,"{'A': 'six', 'B': 'four', 'C': 'eight', 'D': 'seven', 'E': 'two'}",16,E,E,E,1
2573424030,how many people in total are there in the video,"{'A': 'six', 'B': 'one', 'C': 'two', 'D': 'five', 'E': 'seven'}",1,D,D,E,0
2573424030,how many people in total are there in the video,"{'A': 'six', 'B': 'one', 'C': 'two', 'D': 'five', 'E': 'seven'}",2,D,D,E,0
2573424030,how many people in total are there in the video,"{'A': 'six', 'B': 'one', 'C': 'two', 'D': 'five', 'E': 'seven'}",4,D,D,E,0
2573424030,how many people in total are there in the video,"{'A': 'six', 'B': 'one', 'C': 'two', 'D': 'five', 'E': 'seven'}",8,D,D,E,0
2573424030,how many people in total are there in the video,"{'A': 'six', 'B': 'one', 'C': 'two', 'D': 'five', 'E': 'seven'}",16,D,D,E,0
5017166671,how many pople are on stage,"{'A': 'nine', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",1,C,C,E,0
5017166671,how many pople are on stage,"{'A': 'nine', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",2,C,C,E,0
5017166671,how many pople are on stage,"{'A': 'nine', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",4,C,C,E,0
5017166671,how many pople are on stage,"{'A': 'nine', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",8,C,C,E,0
5017166671,how many pople are on stage,"{'A': 'nine', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}",16,C,C,E,0
4516967897,how many ladies are there,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'one', 'E': 'six'}",1,B,B,B,1
4516967897,how many ladies are there,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'one', 'E': 'six'}",2,B,B,B,1
4516967897,how many ladies are there,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'one', 'E': 'six'}",4,B,B,B,1
4516967897,how many ladies are there,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'one', 'E': 'six'}",8,B,B,B,1
4516967897,how many ladies are there,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'one', 'E': 'six'}",16,B,B,B,1
8225502382,how many times does the man in dark green attempt to go up the slope,"{'A': 'one', 'B': 'eight', 'C': 'five', 'D': 'three', 'E': 'twelve'}",1,A,A,C,0
8225502382,how many times does the man in dark green attempt to go up the slope,"{'A': 'one', 'B': 'eight', 'C': 'five', 'D': 'three', 'E': 'twelve'}",2,A,A,C,0
8225502382,how many times does the man in dark green attempt to go up the slope,"{'A': 'one', 'B': 'eight', 'C': 'five', 'D': 'three', 'E': 'twelve'}",4,A,A,C,0
8225502382,how many times does the man in dark green attempt to go up the slope,"{'A': 'one', 'B': 'eight', 'C': 'five', 'D': 'three', 'E': 'twelve'}",8,A,A,C,0
8225502382,how many times does the man in dark green attempt to go up the slope,"{'A': 'one', 'B': 'eight', 'C': 'five', 'D': 'three', 'E': 'twelve'}",16,A,A,C,0
5658916668,how many people were filmed sliding down,"{'A': 'four', 'B': 'one', 'C': 'seven', 'D': 'two', 'E': 'six'}",1,A,A,B,0
5658916668,how many people were filmed sliding down,"{'A': 'four', 'B': 'one', 'C': 'seven', 'D': 'two', 'E': 'six'}",2,A,A,B,0
5658916668,how many people were filmed sliding down,"{'A': 'four', 'B': 'one', 'C': 'seven', 'D': 'two', 'E': 'six'}",4,A,A,B,0
5658916668,how many people were filmed sliding down,"{'A': 'four', 'B': 'one', 'C': 'seven', 'D': 'two', 'E': 'six'}",8,A,A,B,0
5658916668,how many people were filmed sliding down,"{'A': 'four', 'B': 'one', 'C': 'seven', 'D': 'two', 'E': 'six'}",16,A,A,B,0
4444192938,how many kids are there at the area,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'two', 'E': 'three'}",1,B,B,E,0
4444192938,how many kids are there at the area,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'two', 'E': 'three'}",2,B,B,E,0
4444192938,how many kids are there at the area,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'two', 'E': 'three'}",4,B,B,E,0
4444192938,how many kids are there at the area,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'two', 'E': 'three'}",8,B,B,E,0
4444192938,how many kids are there at the area,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'two', 'E': 'three'}",16,B,B,E,0
9409566840,how many dogs are playng biting with each other in the video,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'four'}",1,B,B,B,1
9409566840,how many dogs are playng biting with each other in the video,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'four'}",2,B,B,B,1
9409566840,how many dogs are playng biting with each other in the video,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'four'}",4,B,B,B,1
9409566840,how many dogs are playng biting with each other in the video,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'four'}",8,B,B,B,1
9409566840,how many dogs are playng biting with each other in the video,"{'A': 'three', 'B': 'two', 'C': 'five', 'D': 'six', 'E': 'four'}",16,B,B,B,1
12392885583,how many babies are in the video,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'kitchen'}",1,B,B,B,1
12392885583,how many babies are in the video,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'kitchen'}",2,B,B,B,1
12392885583,how many babies are in the video,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'kitchen'}",4,B,B,B,1
12392885583,how many babies are in the video,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'kitchen'}",8,B,B,B,1
12392885583,how many babies are in the video,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'kitchen'}",16,B,B,B,1
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}",1,C,C,D,0
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}",2,C,C,D,0
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}",4,C,C,D,0
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}",8,C,C,D,0
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}",16,C,C,D,0
9208803675,how many people are on the swing in the video,"{'A': 'five', 'B': 'one', 'C': 'six', 'D': 'two', 'E': 'eight'}",1,D,D,D,1
9208803675,how many people are on the swing in the video,"{'A': 'five', 'B': 'one', 'C': 'six', 'D': 'two', 'E': 'eight'}",2,D,D,D,1
9208803675,how many people are on the swing in the video,"{'A': 'five', 'B': 'one', 'C': 'six', 'D': 'two', 'E': 'eight'}",4,D,D,D,1
9208803675,how many people are on the swing in the video,"{'A': 'five', 'B': 'one', 'C': 'six', 'D': 'two', 'E': 'eight'}",8,D,D,D,1
9208803675,how many people are on the swing in the video,"{'A': 'five', 'B': 'one', 'C': 'six', 'D': 'two', 'E': 'eight'}",16,D,D,D,1
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}",1,E,E,C,0
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}",2,E,E,C,0
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}",4,E,E,C,0
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}",8,E,E,C,0
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}",16,E,E,C,0
7887764754,how many people are involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'two'}",1,D,D,D,1
7887764754,how many people are involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'two'}",2,D,D,D,1
7887764754,how many people are involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'two'}",4,D,D,D,1
7887764754,how many people are involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'two'}",8,D,D,D,1
7887764754,how many people are involved in the video,"{'A': 'four', 'B': 'six', 'C': 'three', 'D': 'one', 'E': 'two'}",16,D,D,D,1
8253302563,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'five'}",1,D,D,D,1
8253302563,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'five'}",2,D,D,D,1
8253302563,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'five'}",4,D,D,D,1
8253302563,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'five'}",8,D,D,D,1
8253302563,how many people are involved in the video,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'one', 'E': 'five'}",16,D,D,D,1
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}",1,D,D,D,1
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}",2,D,D,D,1
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}",4,B,B,D,0
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}",8,B,B,D,0
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}",16,D,D,D,1
6046149003,how many girls are there,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",1,B,B,B,1
6046149003,how many girls are there,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",2,B,B,B,1
6046149003,how many girls are there,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",4,B,B,B,1
6046149003,how many girls are there,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",8,B,B,B,1
6046149003,how many girls are there,"{'A': 'five', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'three'}",16,B,B,B,1
3626788516,how many people are in the video,"{'A': 'four', 'B': 'eight', 'C': 'two', 'D': 'nine', 'E': 'ten'}",1,C,C,C,1
3626788516,how many people are in the video,"{'A': 'four', 'B': 'eight', 'C': 'two', 'D': 'nine', 'E': 'ten'}",2,C,C,C,1
3626788516,how many people are in the video,"{'A': 'four', 'B': 'eight', 'C': 'two', 'D': 'nine', 'E': 'ten'}",4,A,A,C,0
3626788516,how many people are in the video,"{'A': 'four', 'B': 'eight', 'C': 'two', 'D': 'nine', 'E': 'ten'}",8,C,C,C,1
3626788516,how many people are in the video,"{'A': 'four', 'B': 'eight', 'C': 'two', 'D': 'nine', 'E': 'ten'}",16,C,C,C,1
8552680285,how many people are there,"{'A': 'two', 'B': 'six', 'C': 'one', 'D': 'eleven', 'E': 'three'}",1,A,A,A,1
8552680285,how many people are there,"{'A': 'two', 'B': 'six', 'C': 'one', 'D': 'eleven', 'E': 'three'}",2,A,A,A,1
8552680285,how many people are there,"{'A': 'two', 'B': 'six', 'C': 'one', 'D': 'eleven', 'E': 'three'}",4,A,A,A,1
8552680285,how many people are there,"{'A': 'two', 'B': 'six', 'C': 'one', 'D': 'eleven', 'E': 'three'}",8,A,A,A,1
8552680285,how many people are there,"{'A': 'two', 'B': 'six', 'C': 'one', 'D': 'eleven', 'E': 'three'}",16,A,A,A,1
2835125654,how many elephants are there,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'three'}",1,C,C,C,1
2835125654,how many elephants are there,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'three'}",2,C,C,C,1
2835125654,how many elephants are there,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'three'}",4,C,C,C,1
2835125654,how many elephants are there,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'three'}",8,C,C,C,1
2835125654,how many elephants are there,"{'A': 'one', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'three'}",16,C,C,C,1
2705374471,how many people are there in the room,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'eight'}",1,D,D,D,1
2705374471,how many people are there in the room,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'eight'}",2,D,D,D,1
2705374471,how many people are there in the room,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'eight'}",4,D,D,D,1
2705374471,how many people are there in the room,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'eight'}",8,D,D,D,1
2705374471,how many people are there in the room,"{'A': 'three', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'eight'}",16,D,D,D,1
11584566583,how many people can be seen in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'thirteen', 'E': 'eight'}",1,B,B,B,1
11584566583,how many people can be seen in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'thirteen', 'E': 'eight'}",2,B,B,B,1
11584566583,how many people can be seen in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'thirteen', 'E': 'eight'}",4,B,B,B,1
11584566583,how many people can be seen in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'thirteen', 'E': 'eight'}",8,B,B,B,1
11584566583,how many people can be seen in the video,"{'A': 'five', 'B': 'two', 'C': 'three', 'D': 'thirteen', 'E': 'eight'}",16,B,B,B,1
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}",1,D,D,B,0
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}",2,D,D,B,0
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}",4,D,D,B,0
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}",8,D,D,B,0
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}",16,D,D,B,0
6754608321,how many people are shown in the video,"{'A': 'eight', 'B': 'two', 'C': 'five', 'D': 'eleven', 'E': 'one'}",1,B,B,B,1
6754608321,how many people are shown in the video,"{'A': 'eight', 'B': 'two', 'C': 'five', 'D': 'eleven', 'E': 'one'}",2,B,B,B,1
6754608321,how many people are shown in the video,"{'A': 'eight', 'B': 'two', 'C': 'five', 'D': 'eleven', 'E': 'one'}",4,B,B,B,1
6754608321,how many people are shown in the video,"{'A': 'eight', 'B': 'two', 'C': 'five', 'D': 'eleven', 'E': 'one'}",8,B,B,B,1
6754608321,how many people are shown in the video,"{'A': 'eight', 'B': 'two', 'C': 'five', 'D': 'eleven', 'E': 'one'}",16,B,B,B,1
6097994550,how many men were there,"{'A': 'seven', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",1,B,B,B,1
6097994550,how many men were there,"{'A': 'seven', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",2,B,B,B,1
6097994550,how many men were there,"{'A': 'seven', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",4,B,B,B,1
6097994550,how many men were there,"{'A': 'seven', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",8,B,B,B,1
6097994550,how many men were there,"{'A': 'seven', 'B': 'two', 'C': 'four', 'D': 'three', 'E': 'one'}",16,B,B,B,1
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}",1,A,A,B,0
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}",2,A,A,B,0
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}",4,A,A,B,0
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}",8,A,A,B,0
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}",16,A,A,B,0
4092992100,how many people are filmed,"{'A': 'three', 'B': 'nine', 'C': 'two', 'D': 'five', 'E': 'four'}",1,C,C,C,1
